locus_id,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
ESR2,0.00241,0.0,0.0,0.00323,0.0,0.0,0.00783,0.0,0.0,0.0,0.0,0.00527,0.02925,0.0,0.0,0.0,0.00365,0.0,0.0,0.00811,0.00612,0.0,0.01661,0.0
ETS1,0.00945,0.0,0.0,0.0,0.0,0.0,0.04945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00326,0.0,0.0,0.0,0.0,0.00131,0.00337,0.14555,0.0,0.01663
ETS2,0.42779,0.40173,0.98657,0.29192,0.50328,0.60984,0.4547,0.66013,0.40525,0.45083,0.0,0.60601,0.1549,0.29508,0.85221,0.09707,0.4808,0.27781,0.0,0.51613,0.13565,0.63745,0.56658,0.6166
EVC,0.00338,0.0,0.0,0.0,0.73322,0.0175,0.43759,0.0335,0.0,0.0,0.0,0.02936,0.53333,0.0069,0.14452,0.0,0.01432,0.0,0.00704,0.85678,0.63952,0.0,0.0,0.01341
EVC2,0.45236,0.95404,0.88284,0.23941,0.89012,0.84032,0.64196,0.92747,0.90808,0.39871,0.52865,0.09571,0.30269,0.54213,0.92817,0.15352,0.8412,0.86531,0.32761,0.9477,0.85255,0.39475,0.90428,0.85987
EVL,0.16388,0.17449,0.27357,0.20637,0.44248,0.37423,0.72257,0.15771,0.23456,0.07259,0.48077,0.34424,0.33171,0.14395,0.36663,0.17368,0.06079,0.46822,0.2694,0.7785,0.70482,0.21263,0.21951,0.22598
EXOC2,0.20125,0.50532,0.06722,0.12093,0.28451,0.28483,0.22434,0.17208,0.20766,0.37647,0.38579,0.21715,0.27661,0.20613,0.2393,0.32848,0.32687,0.26547,0.40913,0.40876,0.33606,0.31888,0.31526,0.2
EXOC7,0.43808,0.4386,0.50657,0.90642,0.10428,0.49304,0.80096,0.75,0.95968,1.0,0.63731,0.61826,0.82812,0.80494,0.73479,0.74301,0.90281,0.84175,0.50379,0.63355,0.95907,0.956,0.38141,0.72301
F2R,0.55714,0.0,0.70693,0.15366,0.56453,0.63452,0.44768,0.26073,0.10859,0.11758,0.49203,0.36479,0.41873,0.32934,0.67553,0.19853,0.31189,0.60474,0.05228,0.17122,0.13796,0.21463,0.69697,0.1049
F3,0.06415,0.10291,0.0083,0.00195,0.01653,0.06984,0.03098,0.01961,0.01069,0.00318,0.00581,0.09571,0.04993,0.06694,0.12476,0.0,0.05797,0.13633,0.00154,0.03817,0.04408,0.0,0.05039,0.01133
FABP3,0.0,0.24837,0.34615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17143,0.06667,0.0,0.0,0.0
FADD,0.16073,0.24913,0.30809,0.04511,0.20154,0.06293,0.12638,0.0,0.05755,0.08904,0.83721,0.27792,0.37778,0.1677,0.29437,0.05085,0.02479,0.11444,0.19157,0.23642,0.17051,0.18182,0.05769,0.16408
FADS2,0.925,0.0265,0.70713,0.01134,0.95261,0.71085,0.53124,0.21879,0.15536,0.00265,0.22617,0.25078,0.24312,0.08146,0.40796,0.089,0.19602,0.96127,0.05039,0.51565,0.10558,0.70402,0.95313,0.3034
FARP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAS,0.00129,0.0,0.02107,0.0,0.01234,0.01122,0.02105,0.00903,0.03571,0.00128,0.0,0.01478,0.22807,0.00365,0.69096,0.1,0.00849,0.7186,0.0147,0.04833,0.02082,0.04123,0.0,0.02152
FASN,0.01855,0.0,0.00581,0.00582,0.00402,0.01112,0.00598,0.00344,0.00192,0.05718,0.0,0.00561,0.04602,0.03749,0.00951,0.01994,0.05877,0.00681,0.00072,0.00479,0.0084,0.00048,0.01452,0.00078
FAT4,0.0144,0.0,0.01364,0.00702,0.09895,0.00184,0.55581,0.02849,0.0,0.0,0.00412,0.00742,0.02393,0.00287,0.49038,0.00191,0.01404,0.02231,0.00922,0.89233,0.83302,0.00821,0.014,0.02232
FBP1,0.95715,1.0,1.0,1.0,1.0,0.47824,0.9231,1.0,1.0,1.0,0.0,1.0,0.875,1.0,0.90345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931,1.0
FBXO25,0.0,0.0,0.0,0.0,0.0,0.01352,0.0,0.00308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00526,0.0,0.0,0.0,0.0,0.04616,0.0,0.0138
FBXO32,0.02238,0.00038,0.03896,0.02782,0.0547,0.06798,0.03741,0.01441,0.0,0.00133,0.01712,0.03147,0.04779,0.01942,0.0722,0.00631,0.02777,0.0468,0.09068,0.03981,0.02773,0.01366,0.05597,0.04753
FBXW11,0.00779,0.0,0.0,0.00988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05646,0.0,0.00518,0.0,0.0,0.01265,0.0,0.00945,0.00464,0.0,0.00884,0.0035
FFAR2,0.59913,0.23637,0.35179,0.48335,0.9222,1.0,0.67325,0.3,0.16991,0.0,0.0,0.88165,0.54113,0.90545,0.85003,0.45455,0.21777,0.9318,0.01135,0.25573,0.9014,0.0,0.7778,0.0
FGF1,0.8125,0.5,0.21495,0.64048,0.95833,0.59835,0.81705,0.89475,0.89655,0.64286,0.24395,0.84966,0.8,0.87255,0.8889,0.65275,0.86324,0.92065,0.76981,0.798,0.8974,0.54548,0.7586,0.9732
FGF10,0.05207,0.08772,0.2432,0.05323,1.0,0.03125,0.45567,0.0,0.23334,0.03113,0.04348,0.16954,0.39355,0.02365,0.71982,0.0,0.09812,0.18422,0.37604,0.91381,0.67763,0.05635,0.02291,0.36492
FGF17,0.40741,0.0,0.2963,1.0,0.9583,0.58335,0.4091,0.0,0.9231,0.0,0.0,0.0,0.5,0.98215,0.71109,0.10715,0.71875,0.08697,0.0,0.8276,1.0,0.0,0.92855,0.6818
FGF18,0.14027,0.0,0.30594,0.00201,0.0054,0.01254,0.0116,0.00232,0.00178,0.00584,0.0,0.00462,0.0,0.0,0.01058,0.30928,0.00158,0.00545,0.00086,0.00903,0.00898,0.02285,0.15825,0.01367
FGF19,0.00706,0.0,0.12778,0.03322,0.00422,0.36517,0.57571,0.0353,0.00818,0.00159,0.00157,0.01259,0.4863,0.01389,0.827,0.00318,0.07959,0.12291,0.021,0.05653,0.26187,0.34203,0.25118,0.08596
FGF2,0.00362,0.0,0.0,0.0,0.0,0.0,0.0408,0.0,0.0145,0.0526,1.0,0.01163,0.4479,0.0044,0.40143,0.1625,0.0,0.65,0.88887,1.0,1.0,0.0,0.0,0.95714
FGF20,0.89584,0.13823,0.40476,0.52783,0.97282,0.04075,0.06553,0.86275,0.48795,0.23531,0.54003,0.2178,0.05057,0.26913,0.78545,0.48296,0.53814,0.92786,0.23902,0.23078,0.97368,0.24053,0.84239,0.01929
FGF22,0.00586,0.02016,0.04092,0.00594,0.06524,0.00746,0.06703,0.04003,0.03082,0.00215,0.3139,0.00719,0.02631,0.00423,0.37097,0.01968,0.06117,0.01315,0.00572,0.08139,0.02149,0.00785,0.02991,0.07021
FGF3,0.03282,0.18797,0.4,0.1111,0.93546,0.04255,0.4706,0.0,0.07812,0.12903,0.33333,0.95035,0.0,0.07691,0.775,0.02479,0.09892,0.0,0.16407,0.0,0.93331,0.0,0.18032,0.06536
FGF4,0.00877,0.33297,0.2006,0.44115,0.89122,0.19574,0.58917,0.69716,0.46004,0.41718,0.15001,0.64572,0.02467,0.38295,0.89403,0.01835,0.43655,0.335,0.24127,0.9072,0.89927,0.51661,0.1965,0.33149
FGF5,0.1875,0.20233,0.0,1.0,0.9286,0.2222,0.72481,0.5714,0.3684,0.05442,0.0,0.3,0.32,1.0,0.619,0.0,0.00144,0.75,0.0,0.8,0.9375,0.03221,0.8,0.8421
FGF6,0.19997,0.93849,0.42228,0.70151,0.84457,0.06097,0.74504,0.85495,0.76609,0.63252,0.85523,0.87054,0.39985,0.45281,0.79676,0.48047,0.48793,0.58184,0.62836,0.79416,0.84927,0.24299,0.72308,0.76144
FGF8,0.58621,0.3444,0.82192,0.36112,0.94418,0.93442,0.9216,0.07018,0.56818,0.95,1.0,0.4868,1.0,0.61817,0.93902,0.7,0.22035,0.28071,0.84617,0.62194,0.91561,0.625,0.47302,0.60417
FGF9,0.00868,0.0,0.00308,0.0,0.00115,0.03534,0.00409,0.00529,0.0,0.0,0.0,0.0015,0.0,0.0,0.00749,0.00288,0.00128,0.0129,0.0,0.0061,0.00811,0.01777,0.0,0.00669
FGFR1,0.39827,0.31417,0.56218,1.0,0.36683,0.2712,0.70233,0.6579,0.48087,0.27368,0.80968,0.37968,0.21739,0.34091,0.41299,0.3876,0.32936,0.41332,0.20276,0.43155,0.93667,0.36926,0.36441,0.58364
FGFR2,0.619,0.68183,0.23947,0.95877,1.0,0.4586,0.87203,1.0,0.75,0.9881,1.0,1.0,1.0,0.98073,1.0,0.41917,1.0,1.0,0.6897,0.85723,1.0,1.0,0.3333,1.0
FGFR3,0.23487,0.23131,0.36313,0.1665,0.34825,0.36001,0.40989,0.24669,0.26261,0.39479,0.47573,0.26967,0.09817,0.29381,0.46101,0.25272,0.29005,0.47464,0.40175,0.41441,0.39407,0.16236,0.23485,0.4209
FGFR4,0.0,0.0,0.0,0.0,0.00469,0.0,0.0,0.00834,0.02559,0.0,0.01315,0.0,0.01725,0.0,0.00302,0.05277,0.0,0.02,0.04226,0.0,0.01503,0.04461,0.0164,0.0
FGR,0.75861,1.0,0.80701,0.90742,0.98092,0.52409,0.44376,0.84617,0.83334,0.94435,0.45652,0.95832,0.79999,1.0,0.86665,0.9643,0.72725,0.74535,0.23596,0.83449,0.6958,1.0,1.0,1.0
FLCN,0.0048,0.02144,0.01213,0.00227,0.0,0.0,0.0025,0.00813,0.00228,0.0,0.00531,0.00072,0.0,0.00408,0.02717,0.0,0.00299,0.00239,0.00195,0.01374,0.00253,0.0,0.0,0.01025
FLNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLNC,0.07553,0.5027,0.45016,0.11069,0.03876,0.47212,0.34561,0.08001,0.1273,0.32804,0.1215,0.23578,0.15937,0.18886,0.47912,0.04333,0.25802,0.23175,0.008,0.16739,0.05905,0.38597,0.59339,0.11309
FLOT1,0.01703,0.0,0.0,0.0,0.00937,0.01582,0.00084,0.01887,0.00525,0.01757,0.0,0.00308,0.13331,0.00712,0.00371,0.0,0.0,0.00339,0.00661,0.0031,0.00421,0.01617,0.00848,0.61176
FLOT2,0.32717,0.37129,0.30679,0.34911,0.33139,0.32653,0.32968,0.4069,0.33189,0.28571,0.36872,0.34772,0.34456,0.33333,0.32592,0.32099,0.33656,0.33937,0.0,0.32769,0.33194,0.32462,0.36173,0.33031
FLT1,0.68867,0.15596,0.69019,0.16662,0.86446,0.67708,0.31383,0.1398,0.02918,0.04592,0.13705,0.0454,0.13685,0.13911,0.48744,0.17658,0.09403,0.58213,0.18584,0.57013,0.80798,0.07987,0.75663,0.01726
FLT3,0.01484,0.00309,0.02067,0.02334,0.02539,0.06855,0.38294,0.02758,0.04138,0.0,0.09877,0.0166,0.13634,0.01073,0.55752,0.01236,0.0,0.04263,0.07723,0.8995,0.07195,0.01732,0.0693,0.0117
FLT3LG,0.13797,0.15139,0.09803,0.15472,0.12619,0.12943,0.14602,0.04348,0.10286,0.12368,0.06329,0.13503,0.14648,0.11607,0.16742,0.11467,0.16607,0.13992,0.10588,0.18419,0.14417,0.07456,0.11404,0.17397
FLT4,0.00977,0.0,0.03592,0.11183,0.88211,0.05449,0.49226,0.01497,0.03663,0.05153,0.05933,0.00753,0.06825,0.00349,0.31802,0.00665,0.08173,0.36348,0.00079,0.57649,0.1603,0.03616,0.06529,0.00466
FN1,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.3077,0.0,0.0,0.1852,0.0116,0.2273,0.0,0.0,0.0,0.0222
FNIP1,0.01293,0.0,0.00132,0.01003,0.07497,0.00655,0.00649,0.04682,0.00859,0.0,0.02089,0.01478,0.03595,0.00231,0.07156,0.0,0.01378,0.00495,0.0048,0.01313,0.0064,0.0,0.0146,0.00294
FNIP2,0.0,0.0,0.0,0.0,0.0,0.00599,0.0,0.00706,0.0,0.0,0.0,0.0,0.0,0.0,0.00528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00923,0.00838
FOS,0.0,0.0,0.0,0.01195,0.0,0.0,0.00347,0.0,0.0,0.0,0.0,0.00335,0.0,0.0,0.00497,0.00884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00338
FOSB,0.00126,0.0104,0.00852,0.0,0.00185,0.00275,0.00829,0.02043,0.00794,0.03013,0.01163,0.00791,0.02419,0.00262,0.0204,0.00575,0.0107,0.00943,0.0011,0.01014,0.00217,0.00723,0.0,0.01437
FOSL1,0.00408,0.0,0.05809,0.0,0.0,0.0,0.01389,0.01666,0.0,0.0,0.08333,0.0,0.0,0.0,0.0137,0.00562,0.01956,0.00529,0.04019,0.02014,0.02264,0.0,0.0,0.02088
FOXO1,0.03145,0.01458,0.0113,0.01277,0.09703,0.08495,0.00758,0.09787,0.07097,0.02907,0.02167,0.06292,0.05703,0.01342,0.29266,0.00491,0.07743,0.05704,0.01671,0.00539,0.01086,0.0,0.10164,0.03883
FOXO3,0.00584,0.0,0.0543,0.00291,0.00743,0.01394,0.00721,0.02056,0.00268,0.00299,0.01513,0.00222,0.00305,0.00953,0.00451,0.00505,0.00181,0.0081,0.00295,0.00075,0.01211,0.00373,0.00255,0.00399
FRAT1,0.00292,0.0,0.0,0.0,0.0,0.03174,0.0,0.0,0.01339,0.0,0.0,0.0211,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRAT2,0.12175,0.15031,0.14608,0.11232,0.16684,0.17369,0.1549,0.12158,0.09407,0.16811,0.10824,0.1742,0.1888,0.07783,0.14703,0.01292,0.06474,0.11547,0.01269,0.16782,0.1505,0.07012,0.06487,0.16103
FRMD1,0.47043,1.0,1.0,1.0,0.85661,0.47456,0.73507,0.89394,0.69351,1.0,0.7353,0.84538,0.79269,1.0,0.74462,0.38744,0.80705,0.41667,0.5563,1.0,0.91773,0.89452,0.86567,0.96097
FRMD6,0.0,0.00295,0.0,0.0,0.01067,0.0,0.88095,0.0,0.0,0.0,0.0,0.01069,0.0,0.03413,0.55675,0.17776,0.28572,0.66205,0.0,0.5055,0.16505,0.00694,0.01219,0.22489
FRS2,0.00845,0.0,0.0095,0.0,0.00776,0.0,0.01561,0.0,0.00413,0.0,0.04255,0.00812,0.01151,0.0,0.01102,0.00174,0.00474,0.0,0.0,0.0,0.01454,0.0,0.0,0.01676
FST,0.0106,0.0,0.0,0.00219,0.24238,0.0,0.02099,0.00513,0.00533,0.00145,0.0,0.02836,0.0256,0.00518,0.2641,0.0,0.01287,0.00318,0.0,0.05905,0.01105,0.00642,0.0,0.00521
FXYD1,0.88429,0.66794,0.94794,0.8294,0.94138,0.90735,0.8866,0.91747,0.77183,1.0,0.75105,0.87472,0.7782,0.88634,0.80775,0.1587,0.8946,0.86572,0.74349,0.72002,0.79003,0.72043,0.90974,0.92163
FXYD2,0.05037,0.7439,0.73588,1.0,0.93323,0.8182,0.39185,0.6667,0.53819,1.0,0.71795,0.9514,0.19343,0.92747,0.84905,0.60715,0.48834,0.5588,0.26357,0.19551,0.75,0.77885,0.8462,0.9219
FYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02898,0.0606,0.0,0.24507,0.0864,0.0,0.0,0.3913,0.11476,0.0,0.38889,0.0,0.01451
FZD1,0.0,0.0,0.0,0.0,0.0,0.00233,0.00396,0.0,0.00092,0.00167,0.0,0.0,0.04979,0.0,0.0,0.0,0.0,0.00297,0.01278,0.0171,0.00506,0.0,0.0,0.00226
FZD10,0.03958,0.59808,0.05301,0.02432,0.90128,0.01981,0.80819,0.02732,0.04044,0.08884,0.21564,0.38723,0.30285,0.08224,0.24891,0.08414,0.09214,0.04164,0.23206,0.02013,0.81223,0.0928,0.13732,0.00809
FZD2,0.0,0.0,0.0,0.00595,0.0,0.0,0.0,0.0,0.00988,0.0,0.0,0.01504,0.00492,0.02235,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.02468,0.21935,0.0
FZD3,0.14194,0.01896,0.24348,0.02897,0.20733,0.21247,0.0024,0.25105,0.01845,0.04082,0.03885,0.03013,0.0,0.01688,0.07994,0.00731,0.03666,0.30044,0.0,0.01099,0.00226,0.00259,0.07213,0.03168
FZD4,0.00346,0.00671,0.0122,0.0,0.0068,0.00154,0.00776,0.00835,0.01264,0.01554,0.0008,0.00092,0.03047,0.00612,0.01466,0.00105,0.00388,0.0,0.00331,0.00547,0.00608,0.00391,0.01673,0.00575
FZD5,0.00264,0.0,0.06737,0.00459,0.0,0.00112,0.00997,0.007,0.00256,0.0,0.0,0.00121,0.0198,0.00142,0.00262,0.00062,0.00139,0.00922,0.0,0.00491,0.00491,0.0,0.00145,0.0
FZD6,0.01315,0.11802,0.02941,0.00446,0.00245,0.0039,0.0,0.0,0.00284,0.05847,0.0,0.01641,0.08847,0.0,0.01473,0.01,0.0,0.0,0.0,0.0,0.01775,0.37075,0.02684,0.01049
FZD7,0.00215,0.00741,0.00155,0.0016,0.02901,0.0,0.0071,0.00061,0.00121,0.00902,0.0,0.00488,0.0471,0.00057,0.00183,0.0,0.00276,0.00928,0.01476,0.02642,0.00845,0.00225,0.01121,0.0
FZD8,0.00501,0.0,0.02308,0.00713,0.38015,0.00358,0.0141,0.00267,0.00729,0.00563,0.0,0.00444,0.02358,0.00189,0.17226,0.00262,0.0163,0.02587,0.00159,0.07371,0.00391,0.00414,0.0014,0.00452
FZD9,0.16224,0.17838,0.39745,0.09853,0.24979,0.25957,0.1775,0.55979,0.23232,0.21671,0.40174,0.28373,0.03614,0.26303,0.47843,0.17965,0.14985,0.37602,0.10497,0.27266,0.27289,0.14062,0.16429,0.24261
G6PC3,0.00265,0.0,0.06222,0.0,0.0,0.0,0.0,0.0,0.00226,0.0,0.0,0.00222,0.00296,0.0,0.00363,0.0,0.0294,0.01405,0.01657,0.00483,0.0,0.0,0.0,0.0
GAB1,0.00736,0.00215,0.00512,0.0,0.09801,0.00881,0.02177,0.00286,0.00914,0.0,0.0,0.00137,0.00418,0.00241,0.04116,0.0042,0.00416,0.00396,0.01788,0.01865,0.00611,0.00527,0.0,0.01124
GAB2,0.01997,0.00449,0.00919,0.00746,0.28972,0.01494,0.01109,0.07854,0.02071,0.0,0.00872,0.10017,0.03183,0.00308,0.0415,0.01367,0.03749,0.01139,0.0013,0.1491,0.00969,0.01596,0.06873,0.00132
GABARAP,0.01008,0.0,0.0993,0.0,0.02498,0.0171,0.07823,0.03226,0.00624,0.0204,0.0733,0.00215,0.00809,0.0,0.02287,0.00642,0.00637,0.024,0.03175,0.00729,0.0,0.01273,0.04135,0.00827
GABBR1,0.02589,0.0039,0.05952,0.02044,0.89277,0.00367,0.83346,0.02014,0.00694,0.0268,0.0,0.00382,0.05348,0.0,0.90366,0.02799,0.01526,0.14035,0.08889,0.0218,0.67386,0.02424,0.04304,0.03439
GABBR2,0.02973,0.11471,0.05767,0.02064,0.85923,0.07643,0.72706,0.14241,0.03984,0.014,0.63488,0.2078,0.03706,0.02766,0.40362,0.02196,0.17888,0.29726,0.04191,0.89653,0.86179,0.38763,0.01937,0.06261
GADD45A,0.0,0.0,0.03043,0.0,0.0,0.0,0.00237,0.05357,0.01016,0.0,0.0,0.0,0.0,0.0,0.02066,0.01058,0.00087,0.04301,0.00377,0.0,0.01122,0.0,0.0,0.02862
GADD45B,0.00233,0.0,0.04316,0.0014,0.00433,0.0,0.03227,0.00572,0.00564,0.00448,0.0,0.00265,0.18865,0.00354,0.00587,0.0041,0.0119,0.0,0.00049,0.00602,0.00847,0.00395,0.02745,0.0111
GADD45G,0.00917,0.0,0.30161,0.0,0.01064,0.02476,0.05556,0.0,0.0,0.0,0.0065,0.0,0.03674,0.00127,0.02862,0.0,0.00535,0.11047,0.00896,0.00136,0.01242,0.0,0.02137,0.00235
GAPDH,0.00594,0.00039,0.01584,0.01048,0.00109,0.00133,0.00709,0.00276,0.0058,0.0,0.0,0.00515,0.02898,0.00088,0.0044,0.00136,0.00403,0.00706,0.00288,0.00699,0.00587,0.00203,0.00206,0.0049
GAS1,0.00762,0.0,0.02845,0.00548,0.00531,0.00253,0.00573,0.01048,0.00293,0.00114,0.49641,0.00253,0.0071,0.0,0.00352,0.0,0.00829,0.00284,0.0,0.02171,0.00499,0.00849,0.01811,0.01442
GATA4,0.94533,0.625,0.88876,0.53243,0.90244,0.55633,0.5752,0.84794,0.69221,0.6667,0.45107,0.91664,1.0,0.9231,0.9355,0.11363,0.40907,0.83335,0.43041,0.89655,0.95653,0.91787,1.0,0.91146
GCGR,0.03931,0.12916,0.31115,0.17329,0.8952,0.13229,0.56861,0.54667,0.38129,0.08492,0.47536,0.46349,0.10088,0.15129,0.72578,0.03398,0.21862,0.17661,0.23516,0.60839,0.80926,0.35606,0.24266,0.2318
GCK,0.88656,0.91832,0.7195,0.81718,0.89998,0.92002,0.88607,0.96875,0.86248,1.0,1.0,0.94758,0.26087,0.94275,1.0,0.76469,0.77777,0.7576,0.65333,1.0,0.95653,0.72222,0.8718,0.97194
GDF5,0.00964,0.0,0.00541,0.0,0.00104,0.0034,0.00403,0.01095,0.00372,0.0,0.0,0.00378,0.03952,0.00104,0.00224,0.0,0.0,0.00578,0.00634,0.03495,0.00528,0.002,0.01941,0.00354
GDF6,0.06467,0.04702,0.12114,0.16834,0.93154,0.4437,0.69435,0.11215,0.01841,0.06092,0.20879,0.15288,0.04365,0.15482,0.85531,0.09253,0.1421,0.34627,0.11741,0.91362,0.94758,0.67423,0.21594,0.37808
GDF7,0.06488,0.0442,0.33614,0.06144,0.89545,0.5778,0.5155,0.06153,0.07621,0.03642,0.2895,0.10926,0.1357,0.01392,0.80342,0.12945,0.7162,0.31919,0.19223,0.31128,0.61685,0.83896,0.56052,0.41395
GDNF,0.9725,0.01352,1.0,0.8326,0.96377,0.88497,0.84641,0.87905,0.8252,0.81555,0.62778,0.97933,0.625,0.65822,0.83539,1.0,0.59636,0.96965,0.4544,0.95185,0.87186,0.70673,0.96472,0.90468
GFAP,0.6957,1.0,1.0,0.4,0.4167,1.0,0.0588,0.8,1.0,1.0,0.0,0.5455,0.0,1.0,0.75,0.625,1.0,0.75,0.2581,0.5926,0.8333,0.1,0.9444,0.4286
GH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHR,0.5,1.0,0.375,1.0,0.96231,0.7857,0.3571,0.11328,0.4,0.3556,0.5789,0.4286,0.31031,1.0,0.74599,0.0192,0.5714,0.9474,0.32971,0.60717,0.8523,1.0,1.0,0.9737
GHRL,0.93694,0.99573,0.95672,0.93333,0.99493,0.86282,0.95767,0.92982,0.95833,0.68627,1.0,0.98438,0.06667,0.96009,0.99505,0.94971,0.925,0.94817,0.95385,0.9697,0.96,0.95097,0.92983,0.9786
GHSR,0.12942,0.85493,0.1203,0.27025,0.91072,0.07357,0.76145,0.63799,0.6361,0.7059,0.47957,0.84534,0.33398,0.57415,0.67235,0.02646,0.58121,0.63456,0.46492,0.91773,0.87808,0.49158,0.11156,0.74747
GLI1,0.0,0.0,0.00062,0.00671,0.00102,0.0,0.00562,0.0,0.02714,0.0,0.0,0.00704,0.05899,0.0,0.00153,0.00474,0.00198,0.0,0.0,0.0,0.00334,0.0,0.00798,0.00855
GLI2,0.96,1.0,1.0,1.0,0.9737,1.0,0.9737,0.9524,0.9333,1.0,1.0,0.8966,0.9808,1.0,1.0,1.0,1.0,0.5918,1.0,0.9216,0.9057,0.5833,1.0,0.9057
GLI3,0.00451,0.0,0.0119,0.00067,0.9305,0.01609,0.6352,0.00822,0.00627,0.00211,0.00644,0.04807,0.25224,0.0,0.22164,0.00124,0.00302,0.0056,0.00436,0.02451,0.85242,0.00035,0.0108,0.0025
GLP1R,0.04172,0.0,0.32433,0.11129,0.93282,0.54546,0.50001,0.64445,0.02861,0.0,0.0,0.34862,0.07575,0.11843,0.66366,0.0,0.03825,0.14094,0.05333,0.82412,0.8822,0.42752,0.42309,0.13175
GNA11,0.00607,0.0,0.00239,0.0028,0.00478,0.01046,0.00322,0.0,0.0,0.0,0.0,0.00217,0.08896,0.0,0.02928,0.00887,0.01168,0.01216,0.01564,0.0031,0.02672,0.0,0.00299,0.01524
GNA12,0.9756,1.0,1.0,1.0,1.0,1.0,0.8983,1.0,0.9767,1.0,1.0,0.9556,1.0,1.0,0.97143,0.9655,1.0,1.0,0.9449,0.9759,1.0,1.0,1.0,0.9737
GNA13,0.00289,0.00528,0.04928,0.01587,0.00888,0.00302,0.00627,0.00937,0.01017,0.02293,0.00517,0.00433,0.03304,0.00884,0.00562,0.0034,0.00745,0.00561,0.0006,0.01453,0.00765,0.0065,0.00367,0.00407
GNA14,0.76102,0.79981,0.53216,0.05837,0.93622,0.4043,0.24147,0.66102,0.33001,0.03829,0.3059,0.29855,0.61315,0.02656,0.80691,0.12785,0.19387,0.69631,0.00874,0.308,0.02759,0.07496,0.91353,0.01871
GNA15,0.74628,0.75586,0.76523,0.43903,0.85381,0.69599,0.64706,0.85073,0.70213,0.76923,0.8305,0.93103,0.51829,0.49999,0.88126,0.42,0.55563,0.48204,0.33333,0.99048,0.38378,0.64911,0.87038,0.87624
GNAI1,0.00262,0.0,0.0,0.0,0.0,0.0,0.0,0.02632,0.0,0.02414,0.0,0.0,0.10244,0.0,0.03773,0.0,0.0,0.0187,0.03773,0.00809,0.382,0.0,0.02913,0.00615
GNAI2,0.12755,0.10143,0.14008,0.11152,0.12527,0.125,0.12451,0.20373,0.13562,0.18519,0.125,0.13989,0.5153,0.12384,0.37319,0.06747,0.1307,0.14715,0.125,0.1311,0.17568,0.23853,0.16892,0.11702
GNAI3,0.0,0.00213,0.02483,0.00271,0.00176,0.0,0.00263,0.0,0.0,0.0,0.0,0.00481,0.0,0.0,0.0,0.00421,0.0049,0.0074,0.0,0.0,0.0,0.0,0.00637,0.00872
GNAL,0.80562,0.52266,0.52875,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.28721,1.0,0.80368,0.76148,1.0,0.89167,0.58191,1.0,0.98148,0.5,0.55844,1.0
GNAO1,0.03382,0.00355,0.10611,0.02825,0.75655,0.15608,0.79895,0.04854,0.0083,0.06549,0.40728,0.0152,0.17526,0.02283,0.37017,0.02555,0.03103,0.072,0.12235,0.18125,0.85281,0.04478,0.12356,0.11994
GNAQ,0.00446,0.0,0.0,0.00929,0.00044,0.00168,0.01344,0.0,0.0,0.00717,0.0,0.01126,0.01351,0.00111,0.0205,0.00659,0.02082,0.01265,0.01973,0.00191,0.01094,0.00128,0.00976,0.00284
GNAS,0.95911,1.0,0.99731,1.0,0.9633,0.90221,1.0,0.82717,0.9737,0.83788,0.73155,0.96858,1.0,0.87859,0.9392,0.9333,0.73863,0.95218,0.64737,0.96035,0.875,0.92709,0.98585,0.82706
