Drug A,Drug B,Cell Line Name,Score
Vorinostat,Dasatinib,SK-OV-3,-2.1147225087047508
Sunitinib,Erlotinib,T-47D,-1.14890133483728
Erlotinib,Sorafenib,A375,3.7921116228684086
vinblastine,geldanamycin,SKMES1,-1.3811964732242277
paclitaxel,Dasatinib,NCIH23,0.1752112379752922
Erlotinib,geldanamycin,A2780,3.3452637215970498
Vorinostat,Erlotinib,SKMES1,6.63109301847755
metformin,Vorinostat,A2058,-8.72128086410909
paclitaxel,geldanamycin,UACC62,-0.1160299782726794
paclitaxel,Dasatinib,A2780,0.1119561526876595
paclitaxel,Erlotinib,A375,11.877856996640997
Lapatinib,Sorafenib,NCIH2122,-3.2142130797467816
Vorinostat,Sorafenib,A2058,-3.9552380984537248
paclitaxel,Vorinostat,HCT116,-1.593720937577549
Vorinostat,Erlotinib,OV90,3.3899996482015826
vinblastine,Erlotinib,NCIH2122,7.66334596528203
Sunitinib,geldanamycin,VCAP,2.60625970962018
vinblastine,Sorafenib,SW-620,5.006519903780723
vinblastine,Dasatinib,SKMEL30,-58.5527340809363
Erlotinib,geldanamycin,MDAMB436,3.776985072333982
Lapatinib,Sorafenib,HCT116,2.4866177573815964
paclitaxel,Sunitinib,MDAMB436,-0.6920482116816997
Dasatinib,Sorafenib,LOVO,2.1747311895065486
metformin,Dasatinib,HCT116,-13.14009076535719
Dasatinib,Sorafenib,NCI-H460,2.745769909533195
Erlotinib,Sorafenib,RPMI7951,-10.626155896203898
Sunitinib,geldanamycin,SW837,0.0548896546292299
metformin,Lapatinib,UACC62,-69.1366966634013
Sunitinib,Lapatinib,SW837,14.8508222506114
metformin,geldanamycin,A2058,-28.3488859938485
geldanamycin,Sorafenib,NCIH2122,0.6884341878779402
Lapatinib,Dasatinib,SKMES1,12.566471603210276
vinblastine,Erlotinib,SW-620,-5.472376660417956
vinblastine,Lapatinib,NCIH2122,-2.1691769605730515
Dasatinib,geldanamycin,RPMI7951,-0.3887710448227697
Sunitinib,Lapatinib,OVCAR3,9.1356503291117
vinblastine,Erlotinib,OVCAR3,4.93167956005568
paclitaxel,geldanamycin,NCIH1650,2.713132201978397
vinblastine,Erlotinib,HCT116,9.090654061652296
Lapatinib,Erlotinib,SW837,1.741670982094262
Vorinostat,Lapatinib,NCIH23,-5.89266438028177
Vorinostat,Erlotinib,HCT116,-1.130678948105339
metformin,Sorafenib,A2058,-46.587141393021525
Sunitinib,Lapatinib,T-47D,4.366245372711767
paclitaxel,geldanamycin,SKMES1,2.858782897786812
Vorinostat,Sunitinib,LOVO,2.53362859007723
paclitaxel,Vorinostat,SKMES1,-1.7943154401891548
Dasatinib,geldanamycin,NCIH23,-0.6435038581465955
vinblastine,Sorafenib,SKMEL30,5.99108205682079
vinblastine,Sunitinib,NCI-H460,2.44728958086436
Vorinostat,Sunitinib,CAOV3,1.5718362711845366
metformin,Sunitinib,A375,-55.54568697318505
Lapatinib,Erlotinib,A375,-9.231606713935047
metformin,geldanamycin,T-47D,3.547124544521316
vinblastine,Lapatinib,SW-620,-73.5286754265322
Vorinostat,Dasatinib,RPMI7951,0.2047767843086013
Vorinostat,Lapatinib,NCI-H460,-10.398648228661925
metformin,Erlotinib,NCIH2122,-46.9980356488569
metformin,Vorinostat,HCT116,-62.9031214125763
geldanamycin,Sorafenib,VCAP,-10.35739215730591
Sunitinib,Erlotinib,SKMEL30,1.83593808226401
Erlotinib,Dasatinib,LOVO,7.827394642815597
vinblastine,geldanamycin,LOVO,-9.742168339465294
vinblastine,Sorafenib,NCIH23,-0.29408409265346
paclitaxel,Dasatinib,SW-620,-5.653435188749545
metformin,Sunitinib,HT144,-14.57002364123529
Sunitinib,Sorafenib,RPMI7951,-18.1797235112709
paclitaxel,Sorafenib,MDAMB436,-5.45440876641342
Lapatinib,Dasatinib,NCIH1650,8.596988309863011
Vorinostat,Lapatinib,T-47D,-5.493763326806099
Lapatinib,Sorafenib,MDAMB436,-8.393586343504198
Sunitinib,Dasatinib,HT144,-3.963646539183849
Vorinostat,Erlotinib,A2780,9.625121597198186
paclitaxel,Sorafenib,RPMI7951,-6.18357684414468
Erlotinib,Sorafenib,HCT116,-3.41466344580097
Vorinostat,Sunitinib,RKO,-4.03025121975644
vinblastine,Sunitinib,SW837,-2.66483863280114
geldanamycin,Sorafenib,A2780,-0.190891674386513
Sunitinib,Lapatinib,SK-OV-3,16.1850033157246
Vorinostat,Sorafenib,SW837,-7.910003358009165
Vorinostat,Sunitinib,UACC62,-2.07861348348741
Sunitinib,Erlotinib,SKMES1,12.331931266595111
paclitaxel,Erlotinib,RPMI7951,0.8825935384285006
paclitaxel,geldanamycin,NCIH23,-2.1789667599796294
vinblastine,Sorafenib,SW837,3.0307168501552093
Sunitinib,Lapatinib,CAOV3,14.8229623836697
Sunitinib,geldanamycin,A2058,6.795393661635613
vinblastine,Erlotinib,LOVO,5.16750826555368
metformin,Dasatinib,A375,-57.144820014625296
Vorinostat,Lapatinib,UACC62,6.167862854629888
paclitaxel,geldanamycin,NCI-H460,-2.698758931910008
Vorinostat,Sunitinib,A2058,1.289294757415069
Erlotinib,Dasatinib,OVCAR3,13.9692836454661
metformin,geldanamycin,NCIH1650,-38.6438610292767
vinblastine,Sunitinib,SKMEL30,-3.119647295186995
Vorinostat,geldanamycin,UACC62,-6.745372906074374
paclitaxel,Erlotinib,NCIH23,-2.7468186065138984
paclitaxel,Lapatinib,OVCAR3,1.6198341998494314
vinblastine,Dasatinib,VCAP,1.6646916021852596
vinblastine,Lapatinib,MDAMB436,-7.87226820943855
geldanamycin,Sorafenib,A2058,8.652061852316729
Vorinostat,Lapatinib,RKO,2.4933992323843923
vinblastine,Vorinostat,NCIH2122,2.35160533891099
Erlotinib,Dasatinib,RKO,1.30779520720034
paclitaxel,Lapatinib,A375,-11.9965988914421
paclitaxel,Lapatinib,HCT116,4.780848076735348
Erlotinib,Dasatinib,NCIH1650,11.2728180991378
paclitaxel,Vorinostat,UACC62,0.7651079053562314
Sunitinib,Sorafenib,OVCAR3,-10.6557437737239
paclitaxel,Vorinostat,VCAP,3.27100049685324
Vorinostat,Sunitinib,VCAP,-5.2815921348029296
metformin,geldanamycin,SK-OV-3,-27.5445722402187
Sunitinib,geldanamycin,NCIH23,-2.683955047842884
metformin,Sunitinib,SW-620,-43.929359067237
paclitaxel,Erlotinib,HCT116,-4.639593570653838
Sunitinib,Dasatinib,OV90,-14.7229944429405
paclitaxel,Sorafenib,NCIH1650,-5.00028834575103
Vorinostat,Dasatinib,RKO,-1.2236747050651609
paclitaxel,geldanamycin,T-47D,-17.6830733389949
metformin,Dasatinib,CAOV3,-9.979741434164584
vinblastine,geldanamycin,SW837,-0.2823200449385875
Vorinostat,Dasatinib,NCIH2122,-36.50577458359941
metformin,Vorinostat,OV90,-4.853312003098937
metformin,Sorafenib,SK-OV-3,-27.4476544011683
metformin,Sorafenib,HCT116,-49.5120706514507
vinblastine,Sorafenib,VCAP,1.2287673509824204
Erlotinib,Dasatinib,CAOV3,9.503977484174175
vinblastine,geldanamycin,SW-620,-5.5186956836840375
Sunitinib,geldanamycin,OVCAR3,-2.99361591491145
paclitaxel,Lapatinib,CAOV3,7.99575647038201
Dasatinib,Sorafenib,A2780,11.7225687296843
vinblastine,Erlotinib,RKO,6.987950206462267
metformin,Sunitinib,OV90,5.5273920092716775
vinblastine,geldanamycin,NCIH2122,-7.19378137939456
Sunitinib,Erlotinib,SW837,6.001532732018722
Lapatinib,Sorafenib,VCAP,7.92708077877978
Sunitinib,Sorafenib,A375,4.316615136301563
paclitaxel,Erlotinib,OV90,0.1590569364430157
Vorinostat,Erlotinib,A375,2.8348518495029404
metformin,Vorinostat,SKMEL30,-46.6686841099013
geldanamycin,Sorafenib,SW-620,-0.8984319813221007
Lapatinib,geldanamycin,NCIH2122,4.30511943579503
Vorinostat,Sorafenib,UACC62,-3.36735139960915
paclitaxel,Dasatinib,SKMES1,6.58117049992555
paclitaxel,Sunitinib,SW-620,6.753311816554961
vinblastine,Sunitinib,VCAP,-1.1091988250418725
Erlotinib,geldanamycin,HT144,5.26551760771767
metformin,Dasatinib,SKMES1,-37.3999740396079
metformin,Dasatinib,NCIH2122,-34.48768519828235
metformin,Sorafenib,HT144,-46.862925671502296
paclitaxel,geldanamycin,A2780,-1.19024715514191
Vorinostat,Sorafenib,NCIH1650,-1.4920816076829602
Vorinostat,Sunitinib,SK-OV-3,-5.775806690181939
Sunitinib,Lapatinib,SW-620,-14.2382866820043
Lapatinib,geldanamycin,VCAP,1.3131129859732091
Vorinostat,Erlotinib,CAOV3,13.1991243046288
Lapatinib,geldanamycin,SKMEL30,3.6035536346157695
Lapatinib,Erlotinib,SK-OV-3,4.97603191479674
paclitaxel,Sunitinib,CAOV3,2.9737175212081803
metformin,Erlotinib,SW837,-35.1782981083837
metformin,Dasatinib,HT144,-10.480511156242285
Vorinostat,Lapatinib,RPMI7951,-0.3170472839931941
Erlotinib,Dasatinib,MDAMB436,3.59745169898486
Lapatinib,Erlotinib,HCT116,-5.139364658294922
vinblastine,Dasatinib,NCI-H460,-29.2662792150344
Sunitinib,Erlotinib,UACC62,11.555346181601609
vinblastine,Dasatinib,LOVO,3.7092867134231
paclitaxel,geldanamycin,CAOV3,-0.7280966227290082
Sunitinib,geldanamycin,HT144,0.9480162028997956
metformin,geldanamycin,CAOV3,-9.619042312244815
Dasatinib,geldanamycin,A2780,-3.15562863494722
vinblastine,Erlotinib,UACC62,7.285509446842615
Vorinostat,Erlotinib,HT144,2.71319811317338
Lapatinib,Erlotinib,VCAP,1.026942322157092
vinblastine,geldanamycin,NCIH23,-4.65691689928222
vinblastine,Dasatinib,A2058,-8.677497573270493
Erlotinib,Sorafenib,NCIH1650,14.3436638764016
vinblastine,geldanamycin,OVCAR3,-11.8973420493851
vinblastine,Sunitinib,SKMES1,-6.61979034735207
Sunitinib,Dasatinib,SW-620,8.86280218600469
vinblastine,geldanamycin,NCIH1650,-3.43040335892423
Vorinostat,Sorafenib,VCAP,0.4443344011282492
paclitaxel,Vorinostat,RPMI7951,2.6678241356197647
vinblastine,Lapatinib,VCAP,2.334382802629
vinblastine,Vorinostat,SKMEL30,-13.8157551615103
paclitaxel,Sorafenib,SW-620,1.9007667723773176
Lapatinib,Dasatinib,NCIH2122,-17.190033530139498
paclitaxel,Sorafenib,T-47D,3.88810032819938
Sunitinib,Sorafenib,HCT116,1.2705701336207027
Lapatinib,Dasatinib,NCIH23,3.887422638441485
paclitaxel,Erlotinib,NCI-H460,10.349523074958825
Dasatinib,geldanamycin,NCIH1650,9.62907409316032
paclitaxel,Lapatinib,OV90,0.7709161631446207
paclitaxel,geldanamycin,SK-OV-3,2.3166834950764685
Sunitinib,Sorafenib,SKMEL30,2.76912169862866
metformin,Sorafenib,A375,-46.2372447228831
paclitaxel,Dasatinib,HCT116,-37.0930621901092
vinblastine,Vorinostat,UACC62,0.996650643215182
metformin,Dasatinib,RPMI7951,-12.898019313824
Vorinostat,Sorafenib,OV90,-0.71117494174041
Dasatinib,Sorafenib,SW837,-0.5663484394051013
paclitaxel,Dasatinib,A2058,-12.4595255596924
Erlotinib,Sorafenib,HT144,-0.6089836493556324
Vorinostat,Sorafenib,CAOV3,6.92534745147092
Erlotinib,geldanamycin,CAOV3,3.320229681965675
Vorinostat,geldanamycin,NCIH23,-10.274169876330886
metformin,geldanamycin,A375,-49.062306315025
metformin,Erlotinib,UACC62,-30.7261055182573
Lapatinib,Dasatinib,A2780,22.7414116448382
Sunitinib,Erlotinib,OVCAR3,-0.9529303605806088
Vorinostat,Lapatinib,A375,-10.739322929783883
metformin,Sorafenib,SKMEL30,-20.9507978903398
metformin,geldanamycin,OVCAR3,-24.96156751119129
Lapatinib,Dasatinib,A2058,14.9823899147147
vinblastine,geldanamycin,UACC62,-14.564555056626377
vinblastine,Sorafenib,CAOV3,1.907333647224608
Lapatinib,geldanamycin,A2058,-1.178255647098801
metformin,Dasatinib,MDAMB436,1.9806048133258944
Lapatinib,Dasatinib,LOVO,8.833837192566008
metformin,Vorinostat,NCIH1650,-18.5255095356289
vinblastine,geldanamycin,A375,3.010752586641185
Vorinostat,Sunitinib,NCI-H460,3.67041582610247
metformin,Sunitinib,LOVO,-33.7845903951132
Lapatinib,Dasatinib,HCT116,-13.812973987503693
paclitaxel,Vorinostat,CAOV3,-13.861300672159
metformin,Sorafenib,UACC62,-26.24662901330595
Vorinostat,Sunitinib,A2780,-1.61504571199055
paclitaxel,Dasatinib,SK-OV-3,8.754663680824095
vinblastine,Sunitinib,CAOV3,3.22816419080692
vinblastine,Sunitinib,NCIH1650,-2.0585753436264698
metformin,Lapatinib,T-47D,-9.59094984812801
Erlotinib,geldanamycin,SKMES1,6.02246857213521
metformin,Dasatinib,OVCAR3,-4.11149235653684
Vorinostat,Dasatinib,NCI-H460,-4.361976736345532
vinblastine,Sorafenib,RPMI7951,-2.4097304318056905
Lapatinib,geldanamycin,OVCAR3,4.967381413305823
Dasatinib,Sorafenib,NCIH2122,-11.9154244975033
vinblastine,Dasatinib,A2780,-11.183106529127476
Vorinostat,Sunitinib,A375,-2.3538192484503564
Lapatinib,Sorafenib,RPMI7951,-2.204579993178592
vinblastine,Dasatinib,NCIH2122,-91.8886792382854
geldanamycin,Sorafenib,UACC62,3.2582764286422226
vinblastine,Sorafenib,HT144,9.859104788483815
Lapatinib,Erlotinib,HT144,-2.6304973605131474
vinblastine,Sorafenib,A375,8.398744223780918
Sunitinib,geldanamycin,SW-620,1.4955767028094
Dasatinib,Sorafenib,VCAP,6.720388221210122
Erlotinib,Dasatinib,NCIH23,6.99756701325662
Dasatinib,Sorafenib,A2058,12.966325580978296
paclitaxel,Sunitinib,RPMI7951,-22.8644313188967
Sunitinib,Sorafenib,NCIH2122,-14.4731176558811
vinblastine,Vorinostat,RKO,-0.0918051514147744
Vorinostat,geldanamycin,OV90,0.9434331950199416
Erlotinib,Dasatinib,UACC62,7.877641553655238
Vorinostat,Sunitinib,OV90,-27.1636490162131
vinblastine,Dasatinib,NCIH1650,3.42669038506664
Sunitinib,Erlotinib,HCT116,0.31232235517322
geldanamycin,Sorafenib,OV90,1.1848602197973823
vinblastine,Dasatinib,SKMES1,-5.822632503482525
metformin,Lapatinib,OV90,-2.989164004622407
Vorinostat,Dasatinib,VCAP,1.69213972357191
paclitaxel,Sorafenib,UACC62,-0.89184437235696
Lapatinib,geldanamycin,RKO,2.446050707651698
vinblastine,Erlotinib,MDAMB436,5.07108724357905
Dasatinib,Sorafenib,NCIH1650,5.42147270471237
geldanamycin,Sorafenib,HCT116,-2.20364176327536
Erlotinib,geldanamycin,NCIH2122,3.08443697315444
vinblastine,Sunitinib,NCIH23,-5.97248436581227
Dasatinib,geldanamycin,T-47D,-1.0190872666435924
Vorinostat,Dasatinib,SKMEL30,-14.885807229381896
metformin,Dasatinib,VCAP,0.046018285265003
vinblastine,Erlotinib,A2780,6.00089213826483
vinblastine,Dasatinib,UACC62,-1.4680391508473674
metformin,Vorinostat,SK-OV-3,-49.8653288018085
paclitaxel,Sorafenib,NCIH2122,-7.283890318199592
paclitaxel,Dasatinib,SW837,3.6053774296538297
paclitaxel,Dasatinib,A375,6.364261125349779
metformin,Sorafenib,SW-620,-51.4043293278057
metformin,Sunitinib,SK-OV-3,-64.65676531723692
Lapatinib,geldanamycin,SW-620,-26.1965705632023
vinblastine,Sunitinib,A2058,2.63157412115867
vinblastine,Erlotinib,VCAP,16.694612728237402
paclitaxel,Sunitinib,NCIH2122,-17.0314498829154
metformin,Sunitinib,RKO,-58.40351531723695
Vorinostat,Sunitinib,RPMI7951,-15.3173389528898
metformin,Vorinostat,NCIH23,-6.613686761665703
metformin,Sorafenib,SW837,-39.0646563811545
paclitaxel,Lapatinib,T-47D,0.809697096857583
vinblastine,Sorafenib,OV90,0.4685622181175212
Vorinostat,geldanamycin,SKMEL30,-6.376202369524528
Vorinostat,Sunitinib,T-47D,-14.434457477598505
metformin,Sorafenib,NCIH23,-26.0047332498617
metformin,Dasatinib,SW837,-17.5801214502402
Dasatinib,Sorafenib,MDAMB436,-2.60072537807549
Sunitinib,geldanamycin,CAOV3,7.184930267876617
paclitaxel,Sunitinib,SKMES1,0.555665600488549
Sunitinib,Erlotinib,A2058,8.747205755218493
paclitaxel,Lapatinib,NCIH2122,-2.289513933263135
Lapatinib,Dasatinib,UACC62,3.8009101564042025
metformin,Lapatinib,A375,-1.67197513843126
metformin,Vorinostat,CAOV3,-15.746453943284
