src,dest
COL2A1,ITGB3
COL2A1,ITGB4
COL2A1,ITGB5
COL2A1,ITGB8
COL2A1,PTK2
COL4A1,ITGA1
COL4A1,ITGA11
COL4A1,ITGA2
COL4A1,ITGA3
COL4A1,ITGA4
COL4A1,ITGA5
COL4A1,ITGA6
COL4A1,ITGA7
COL4A1,ITGA9
COL4A1,ITGAV
COL4A1,ITGB1
COL4A1,ITGB3
COL4A1,ITGB4
COL4A1,ITGB5
COL4A1,ITGB8
COL4A1,PTK2
COL4A2,ITGA1
COL4A2,ITGA11
COL4A2,ITGA2
COL4A2,ITGA3
COL4A2,ITGA4
COL4A2,ITGA5
COL4A2,ITGA6
COL4A2,ITGA7
COL4A2,ITGA9
COL4A2,ITGAV
COL4A2,ITGB1
COL4A2,ITGB3
COL4A2,ITGB4
COL4A2,ITGB5
COL4A2,ITGB8
COL4A2,PTK2
COL4A3,ITGA1
COL4A3,ITGA11
COL4A3,ITGA2
COL4A3,ITGA3
COL4A3,ITGA4
COL4A3,ITGA5
COL4A3,ITGA6
COL4A3,ITGA7
COL4A3,ITGA9
COL4A3,ITGAV
COL4A3,ITGB1
COL4A3,ITGB3
COL4A3,ITGB4
COL4A3,ITGB5
COL4A3,ITGB8
COL4A3,PTK2
COL4A4,ITGA1
COL4A4,ITGA11
COL4A4,ITGA2
COL4A4,ITGA3
COL4A4,ITGA4
COL4A4,ITGA5
COL4A4,ITGA6
COL4A4,ITGA7
COL4A4,ITGA9
COL4A4,ITGAV
COL4A4,ITGB1
COL4A4,ITGB3
COL4A4,ITGB4
COL4A4,ITGB5
COL4A4,ITGB8
COL4A4,PTK2
COL6A2,ITGA1
COL6A2,ITGA11
COL6A2,ITGA2
COL6A2,ITGA3
COL6A2,ITGA4
COL6A2,ITGA5
COL6A2,ITGA6
COL6A2,ITGA7
COL6A2,ITGA9
COL6A2,ITGAV
COL6A2,ITGB1
COL6A2,ITGB3
COL6A2,ITGB4
COL6A2,ITGB5
COL6A2,ITGB8
COL6A2,PTK2
COL6A3,ITGA1
COL6A3,ITGA11
COL6A3,ITGA2
COL6A3,ITGA3
COL6A3,ITGA4
COL6A3,ITGA5
COL6A3,ITGA6
COL6A3,ITGA7
COL6A3,ITGA9
COL6A3,ITGAV
COL6A3,ITGB1
COL6A3,ITGB3
COL6A3,ITGB4
COL6A3,ITGB5
COL6A3,ITGB8
COL6A3,PTK2
COL9A1,ITGA1
COL9A1,ITGA11
COL9A1,ITGA2
COL9A1,ITGA3
COL9A1,ITGA4
COL9A1,ITGA5
COL9A1,ITGA6
COL9A1,ITGA7
COL9A1,ITGA9
COL9A1,ITGAV
COL9A1,ITGB1
COL9A1,ITGB3
COL9A1,ITGB4
COL9A1,ITGB5
COL9A1,ITGB8
COL9A1,PTK2
COL9A2,ITGA1
COL9A2,ITGA11
COL9A2,ITGA2
COL9A2,ITGA3
COL9A2,ITGA4
COL9A2,ITGA5
COL9A2,ITGA6
COL9A2,ITGA7
COL9A2,ITGA9
COL9A2,ITGAV
COL9A2,ITGB1
COL9A2,ITGB3
COL9A2,ITGB4
COL9A2,ITGB5
COL9A2,ITGB8
COL9A2,PTK2
COL9A3,ITGA1
COL9A3,ITGA11
COL9A3,ITGA2
COL9A3,ITGA3
COL9A3,ITGA4
COL9A3,ITGA5
COL9A3,ITGA6
COL9A3,ITGA7
COL9A3,ITGA9
COL9A3,ITGAV
COL9A3,ITGB1
COL9A3,ITGB3
COL9A3,ITGB4
COL9A3,ITGB5
COL9A3,ITGB8
COL9A3,PTK2
COMP,ITGA1
COMP,ITGA11
COMP,ITGA2
COMP,ITGA3
COMP,ITGA4
COMP,ITGA5
COMP,ITGA6
COMP,ITGA7
COMP,ITGA9
COMP,ITGAV
COMP,ITGB1
COMP,ITGB3
COMP,ITGB4
COMP,ITGB5
COMP,ITGB8
COMP,PTK2
CREB1,ATF2
CREB1,ATF4
CREB1,BCL2
CREB1,BDNF
CREB1,CPT1A
CREB1,CPT1B
CREB1,CPT1C
CREB1,CREB3L1
CREB1,CREB3L2
CREB1,CREB3L3
CREB1,CREB3L4
CREB1,CREB5
CREB1,CREBBP
CREB1,CRTC2
CREB1,EP300
CREB1,FOS
CREB1,G6PC3
CREB1,JUN
CREB1,PCK2
CREB1,PPARGC1A
CREB1,SIK1
CREB1,VEGFA
CREB1,VEGFB
CREB1,VEGFC
CREB3,ATF2
CREB3,ATF4
CREB3,BCL2
CREB3,BDNF
CREB3,CPT1A
CREB3,CPT1B
CREB3,CPT1C
CREB3,CREB1
CREB3,CREB3L1
CREB3,CREB3L2
CREB3,CREB3L3
CREB3,CREB3L4
CREB3,CREB5
CREB3,CREBBP
CREB3,CRTC2
CREB3,EP300
CREB3,FOS
CREB3,G6PC3
CREB3,JUN
CREB3,PCK2
CREB3,PPARGC1A
CREB3,SIK1
CREB3,VEGFA
CREB3,VEGFB
CREB3,VEGFC
CREB3L1,BCL2
CREB3L1,BDNF
CREB3L1,CPT1A
CREB3L1,CPT1B
CREB3L1,CPT1C
CREB3L1,CREB5
CREB3L1,CRTC2
CREB3L1,FOS
CREB3L1,G6PC3
CREB3L1,JUN
CREB3L1,PCK2
CREB3L1,PPARGC1A
CREB3L1,SIK1
CREB3L1,VEGFA
CREB3L1,VEGFB
CREB3L1,VEGFC
CREB3L2,BCL2
CREB3L2,BDNF
CREB3L2,CPT1A
CREB3L2,CPT1B
CREB3L2,CPT1C
CREB3L2,CREB3L1
CREB3L2,CREB3L3
CREB3L2,CREB5
CREB3L2,CRTC2
CREB3L2,FOS
CREB3L2,G6PC3
CREB3L2,JUN
CREB3L2,PCK2
CREB3L2,PPARGC1A
CREB3L2,SIK1
CREB3L2,VEGFA
CREB3L2,VEGFB
CREB3L2,VEGFC
CREB3L3,BCL2
CREB3L3,BDNF
CREB3L3,CPT1A
CREB3L3,CPT1B
CREB3L3,CPT1C
CREB3L3,CREB3L1
CREB3L3,CREB5
CREB3L3,CRTC2
CREB3L3,FOS
CREB3L3,G6PC3
CREB3L3,JUN
CREB3L3,PCK2
CREB3L3,PPARGC1A
CREB3L3,SIK1
CREB3L3,VEGFA
CREB3L3,VEGFB
CREB3L3,VEGFC
CREB3L4,ATF4
CREB3L4,BCL2
CREB3L4,BDNF
CREB3L4,CPT1A
CREB3L4,CPT1B
CREB3L4,CPT1C
CREB3L4,CREB3L1
CREB3L4,CREB3L2
CREB3L4,CREB3L3
CREB3L4,CREB5
CREB3L4,CRTC2
CREB3L4,EP300
CREB3L4,FOS
CREB3L4,G6PC3
CREB3L4,JUN
CREB3L4,PCK2
CREB3L4,PPARGC1A
CREB3L4,SIK1
CREB3L4,VEGFA
CREB3L4,VEGFB
CREB3L4,VEGFC
CREB5,BCL2
CREB5,BDNF
CREB5,CPT1A
CREB5,CPT1B
CREB5,CPT1C
CREB5,CRTC2
CREB5,FOS
CREB5,G6PC3
CREB5,JUN
CREB5,PCK2
CREB5,PPARGC1A
CREB5,SIK1
CREB5,VEGFA
CREB5,VEGFB
CREB5,VEGFC
CREBBP,ALDOA
CREBBP,ALDOC
CREBBP,ARNT
CREBBP,ATF4
CREBBP,BCL2
CREBBP,CDKN1A
CREBBP,CDKN1B
CREBBP,CDKN2B
CREBBP,CPT1A
CREBBP,CPT1B
CREBBP,CPT1C
CREBBP,CREB3L1
CREBBP,CREB3L2
CREBBP,CREB3L3
CREBBP,CREB3L4
CREBBP,CREB5
CREBBP,CRTC2
CREBBP,EDN1
CREBBP,ENO1
CREBBP,ENO2
CREBBP,ENO3
CREBBP,ENO4
CREBBP,EP300
CREBBP,EPO
CREBBP,FLT1
CREBBP,G6PC3
CREBBP,GAPDH
CREBBP,HIF1A
CREBBP,HK1
CREBBP,HKDC1
CREBBP,HMOX1
CREBBP,KAT2A
CREBBP,LDHA
CREBBP,LDHAL6A
CREBBP,LDHB
CREBBP,LDHC
CREBBP,LEF1
CREBBP,LTBR
CREBBP,MAML1
CREBBP,MAML2
CREBBP,NCOA1
CREBBP,NCOA3
CREBBP,NOS3
CREBBP,PCK2
CREBBP,PDK1
CREBBP,PFKFB3
CREBBP,PFKL
CREBBP,PFKM
CREBBP,PFKP
CREBBP,PPARGC1A
CREBBP,RBPJ
CREBBP,RBPJL
CREBBP,RXRA
CREBBP,RXRB
CREBBP,RXRG
CREBBP,SERPINE1
CREBBP,SIK1
CREBBP,SLC2A1
CREBBP,SP1
CREBBP,STAT1
CREBBP,STAT2
CREBBP,STAT3
CREBBP,STAT5A
CREBBP,STAT5B
CREBBP,STAT6
CREBBP,TCF7
CREBBP,TCF7L1
CREBBP,TCF7L2
CREBBP,TEK
CREBBP,TF
CREBBP,TFRC
CREBBP,THRA
CREBBP,THRB
CREBBP,VEGFA
CRK,ABL1
CRK,ABL2
CRK,BCAR1
CRK,CRKL
CRK,PTK2
CRK,PXN
CRK,RAPGEF1
CRK,RHOQ
CRKL,ABL1
CRKL,ABL2
CRKL,BCAR1
CRKL,PTK2
CRKL,PXN
CRKL,RAPGEF1
CRKL,RHOQ
CRTC2,AKT1
CRTC2,AKT2
CRTC2,ATF4
CRTC2,CPT1A
CRTC2,CPT1B
CRTC2,CPT1C
CRTC2,CREB3L1
CRTC2,CREB3L2
CRTC2,CREB3L3
CRTC2,CREB5
CRTC2,EP300
CRTC2,G6PC3
CRTC2,PCK2
CRTC2,PPARGC1A
CRTC2,SIK1
CSF1R,CRK
CSF1R,CRKL
CSF1R,GRB2
CSF1R,IRS1
CSF1R,PLCB1
CSF1R,PLCB2
CSF1R,PLCB3
CSF1R,PLCB4
CSF1R,SHC2
CSF1R,SHC4
CSF3,CNTFR
CSF3,EGFR
CSF3,EPOR
CSF3,GHR
CSF3,IFNAR1
CSF3,IFNAR2
CSF3,IFNGR1
CSF3,IFNGR2
CSF3,IL10RA
CSF3,IL10RB
CSF3,IL11RA
CSF3,IL12RB1
CSF3,IL15RA
CSF3,IL20RA
CSF3,IL20RB
CSF3,IL22RA1
CSF3,IL27RA
CSF3,IL2RB
CSF3,IL4R
CSF3,IL6R
CSF3,IL6ST
CSF3,JAK1
CSF3,JAK2
CSF3,JAK3
CSF3,LEPR
CSF3,LIFR
CSF3,OSMR
CSF3,PDGFRA
CSNK1A1,AXIN1
CSNK1A1,AXIN2
CSNK1A1,CTNNB1
CSNK1A1,SMO
CSNK1D,CSNK1E
CSNK1D,DVL1
CSNK1D,DVL3
CSNK1D,GSK3B
CSNK1D,SMO
CSNK1D,WWTR1
CSNK1D,YAP1
CSNK1E,DVL1
CSNK1E,DVL3
CSNK1E,FOXO1
CSNK1E,FOXO3
CSNK1E,FRMD1
CSNK1E,FRMD6
CSNK1E,GSK3B
CSNK1E,NF2
CSNK1E,SMO
CSNK1E,WWC1
CSNK1E,WWTR1
CSNK1E,YAP1
CSNK1G1,SMO
CSNK1G2,SMO
CSNK1G3,SMO
CSNK2A2,NFKBIA
CSNK2B,NFKBIA
CTBP1,CTBP2
CTBP1,HDAC1
CTBP1,HDAC2
CTBP1,LEF1
CTBP1,RBPJ
CTBP1,RBPJL
CTBP1,TCF7
CTBP1,TCF7L1
CTBP1,TCF7L2
CTBP2,HDAC1
CTBP2,HDAC2
CTBP2,LEF1
CTBP2,RBPJ
CTBP2,RBPJL
CTBP2,TCF7
CTBP2,TCF7L1
CTBP2,TCF7L2
CTF1,CNTFR
CTF1,EGFR
CTF1,EPOR
CTF1,GHR
CTF1,IFNAR1
CTF1,IFNAR2
CTF1,IFNGR1
CTF1,IFNGR2
CTF1,IL10RA
CTF1,IL10RB
CTF1,IL11RA
CTF1,IL12RB1
CTF1,IL15RA
CTF1,IL20RA
CTF1,IL20RB
CTF1,IL22RA1
CTF1,IL27RA
CTF1,IL2RB
CTF1,IL4R
CTF1,IL6R
CTF1,IL6ST
CTF1,LEPR
CTF1,LIFR
CTF1,OSMR
CTF1,PDGFRA
CTNNA1,YWHAB
CTNNA1,YWHAE
CTNNA1,YWHAG
CTNNA1,YWHAH
CTNNA1,YWHAQ
CTNNA1,YWHAZ
CTNNA2,YWHAB
CTNNA2,YWHAE
CTNNA2,YWHAG
CTNNA2,YWHAH
CTNNA2,YWHAQ
CTNNA2,YWHAZ
CTNNB1,APC
CTNNB1,AXIN1
CTNNB1,AXIN2
CTNNB1,CDH1
CTNNB1,LEF1
CTNNB1,MAGI1
CTNNB1,MAGI2
CTNNB1,MAGI3
CTNNB1,TCF3
CTNNB1,TCF7
CTNNB1,TCF7L1
CTNNB1,TCF7L2
CTNNBIP1,CTNNB1
CTNND2,LEF1
CTNND2,TCF7
CTNND2,TCF7L1
CTNND2,TCF7L2
CTSD,BID
CUL1,FBXW11
CUL1,GLI1
CUL1,GLI2
CUL1,GLI3
CUL1,RBX1
CUL1,SMAD2
CUL1,SMAD3
CUL3,GLI1
CUL3,GLI2
CUL3,GLI3
CUL3,SPOP
CUL3,SPOPL
CUL3,SUFU
CX3CL1,CCR10
CX3CL1,CCR7
CX3CL1,CX3CR1
CX3CL1,CXCR4
CX3CL1,CXCR5
CX3CR1,GNAI1
CX3CR1,GNAI2
CX3CR1,GNAI3
CX3CR1,GNAQ
CX3CR1,JAK2
CX3CR1,JAK3
CXCL1,CCR10
CXCL1,CCR7
CXCL1,CX3CR1
CXCL1,CXCR4
CXCL1,CXCR5
CXCL12,CCR10
CXCL12,CCR7
CXCL12,CX3CR1
CXCL12,CXCR4
CXCL12,CXCR5
CXCL14,CCR10
CXCL14,CCR7
CXCL14,CX3CR1
CXCL14,CXCR4
CXCL14,CXCR5
CXCL16,CCR10
CXCL16,CCR7
CXCL16,CX3CR1
CXCL16,CXCR4
CXCL16,CXCR5
CXCL2,CCR10
CXCL2,CCR7
CXCL2,CX3CR1
CXCL2,CXCR4
CXCL2,CXCR5
CXCL3,CCR10
CXCL3,CCR7
CXCL3,CX3CR1
CXCL3,CXCR4
CXCL3,CXCR5
CXCR4,GNA11
CXCR4,GNA14
CXCR4,GNA15
CXCR4,GNAI1
CXCR4,GNAI2
CXCR4,GNAI3
CXCR4,GNAQ
CXCR4,JAK2
CXCR4,JAK3
CXCR5,GNAI1
CXCR5,GNAI2
CXCR5,GNAI3
CXCR5,GNAQ
CXCR5,JAK2
CXCR5,JAK3
CXXC4,DVL1
CXXC4,DVL3
CYCS,CASP9
CYLD,BCL3
CYLD,DDX58
CYLD,TRAF6
CYTH1,ARF1
CYTH2,ARF1
CYTH3,ARF1
DAAM1,DVL1
DAAM1,DVL3
DAAM2,DVL1
DAAM2,DVL3
DAB2IP,MAPK8
DAB2IP,MAPK9
DAXX,MAP3K5
DCHS2,FRMD1
DCHS2,FRMD6
DCHS2,NF2
DCHS2,WWC1
DDIT4,TBC1D7
DDIT4,TSC1
DDIT4,TSC2
DDX58,MAVS
DDX58,TRAF2
DDX58,TRAF6
DEPDC5,RRAGA
DHH,BOC
DHH,DISP1
DHH,GAS1
DHH,LRP2
DHH,PTCH1
DHH,PTCH2
DHX33,MAVS
DHX58,DDX58
DHX58,IFIH1
DIAPH1,CDC42
DIAPH1,RAC1
DKK1,LRP5
DKK1,LRP6
DKK2,LRP5
DKK2,LRP6
DLG1,DLG2
DLG1,DLG4
DLG1,DLG5
DLG1,LLGL1
DLG1,LLGL2
DLG1,MAPK11
DLG1,MAPK12
DLG1,MAPK13
DLG1,MAPK14
DLG1,SCRIB
DLG1,WWTR1
DLG1,YAP1
DLG2,DLG4
DLG2,DLG5
DLG2,LLGL1
DLG2,LLGL2
DLG2,SCRIB
DLG2,WWTR1
DLG2,YAP1
DLG4,DLG5
DLG4,LLGL1
DLG4,LLGL2
DLG4,SCRIB
DLG4,WWTR1
DLG4,YAP1
DLG5,WWTR1
DLG5,YAP1
DLL1,NOTCH1
DLL1,NOTCH3
DLL3,NOTCH1
DLL3,NOTCH3
DLL4,NOTCH1
DLL4,NOTCH3
DOCK2,ELMO1
DOCK2,RAC1
DOCK2,RAC3
DOCK4,RAP1A
DOCK4,RAP1B
DRD1,GNAL
DRD1,GNAS
DRD2,GNAI1
DRD2,GNAI2
DRD2,GNAI3
DRD2,GNAO1
DRD5,GNAL
DRD5,GNAS
DUSP1,MAPK1
DUSP1,MAPK3
DUSP10,MAPK1
DUSP10,MAPK11
DUSP10,MAPK12
DUSP10,MAPK13
DUSP10,MAPK14
DUSP10,MAPK3
DUSP10,MAPK8
DUSP10,MAPK9
DUSP16,MAPK1
DUSP16,MAPK11
DUSP16,MAPK12
DUSP16,MAPK13
DUSP16,MAPK14
DUSP16,MAPK3
DUSP16,MAPK8
DUSP16,MAPK9
DUSP2,MAPK1
DUSP2,MAPK11
DUSP2,MAPK12
DUSP2,MAPK13
DUSP2,MAPK14
DUSP2,MAPK3
DUSP2,MAPK8
DUSP2,MAPK9
DUSP3,MAPK1
DUSP3,MAPK11
DUSP3,MAPK12
DUSP3,MAPK13
DUSP3,MAPK14
DUSP3,MAPK3
DUSP3,MAPK8
DUSP3,MAPK9
DUSP4,MAPK1
DUSP4,MAPK11
DUSP4,MAPK12
DUSP4,MAPK13
DUSP4,MAPK14
DUSP4,MAPK3
DUSP4,MAPK8
DUSP4,MAPK9
DUSP5,MAPK1
DUSP5,MAPK11
DUSP5,MAPK12
DUSP5,MAPK13
DUSP5,MAPK14
DUSP5,MAPK3
DUSP5,MAPK8
DUSP5,MAPK9
DUSP6,MAPK1
DUSP6,MAPK3
DUSP7,MAPK1
DUSP7,MAPK11
DUSP7,MAPK12
DUSP7,MAPK13
DUSP7,MAPK14
DUSP7,MAPK3
DUSP7,MAPK8
DUSP7,MAPK9
DUSP8,MAPK1
DUSP8,MAPK11
DUSP8,MAPK12
DUSP8,MAPK13
DUSP8,MAPK14
DUSP8,MAPK3
DUSP8,MAPK8
DUSP8,MAPK9
DVL1,CSNK2A2
DVL1,CSNK2B
DVL1,DVL3
DVL1,GSK3B
DVL1,NOTCH1
DVL1,NOTCH3
DVL1,PRICKLE1
DVL1,PRICKLE4
DVL1,RAC1
DVL1,RAC3
DVL1,VANGL1
DVL1,VANGL2
DVL3,CSNK2A2
DVL3,CSNK2B
DVL3,GSK3B
DVL3,NOTCH1
DVL3,NOTCH3
DVL3,PRICKLE1
DVL3,PRICKLE4
DVL3,RAC1
DVL3,RAC3
DVL3,VANGL1
DVL3,VANGL2
E2F4,E2F5
E2F4,MYC
E2F4,TFDP1
E2F5,MYC
E2F5,TFDP1
ECSIT,TRAF6
EDARADD,TRAF6
EDN1,ADRB2
EDN1,CHRM1
EDN1,DRD2
EDN1,EDNRB
EDN1,FFAR2
EDN1,GABBR1
EDN1,GABBR2
EDN1,GHSR
EDN1,HCAR1
EDN1,HTR1A
EDN1,HTR1B
EDN1,HTR1E
EDN1,HTR1F
EDN1,NPY1R
EDN1,OXTR
EDN1,SSTR2
EDN1,SSTR5
EDN2,ADRB2
EDN2,CHRM1
EDN2,DRD2
EDN2,FFAR2
EDN2,GABBR1
EDN2,GABBR2
EDN2,GHSR
EDN2,HCAR1
EDN2,HTR1A
EDN2,HTR1B
EDN2,HTR1E
EDN2,HTR1F
EDN2,NPY1R
EDN2,OXTR
EDN2,SSTR2
EDN2,SSTR5
EDN3,ADRB2
EDN3,CHRM1
EDN3,DRD2
EDN3,FFAR2
EDN3,GABBR1
EDN3,GABBR2
EDN3,GHSR
EDN3,HCAR1
EDN3,HTR1A
EDN3,HTR1B
EDN3,HTR1E
EDN3,HTR1F
EDN3,NPY1R
EDN3,OXTR
EDN3,SSTR2
EDN3,SSTR5
EDNRB,GNA11
EDNRB,GNA12
EDNRB,GNA13
EDNRB,GNA14
EDNRB,GNA15
EDNRB,GNAI1
EDNRB,GNAI2
EDNRB,GNAI3
EDNRB,GNAO1
EDNRB,GNAQ
EEF2K,EEF2
EFNA1,CSF1R
EFNA1,EGFR
EFNA1,EPHA2
EFNA1,ERBB2
EFNA1,ERBB3
EFNA1,ERBB4
EFNA1,FGFR1
EFNA1,FGFR2
EFNA1,FGFR3
EFNA1,FGFR4
EFNA1,FLT1
EFNA1,FLT3
EFNA1,FLT4
EFNA1,IGF1R
EFNA1,INSR
EFNA1,KDR
EFNA1,KIT
EFNA1,MET
EFNA1,NGFR
EFNA1,NTRK1
EFNA1,NTRK2
EFNA1,PDGFRA
EFNA1,TEK
EFNA2,CSF1R
EFNA2,EGFR
EFNA2,EPHA2
EFNA2,ERBB2
EFNA2,ERBB3
EFNA2,ERBB4
EFNA2,FGFR1
EFNA2,FGFR2
EFNA2,FGFR3
EFNA2,FGFR4
EFNA2,FLT1
EFNA2,FLT3
EFNA2,FLT4
EFNA2,IGF1R
EFNA2,INSR
EFNA2,KDR
EFNA2,KIT
EFNA2,MET
EFNA2,NGFR
EFNA2,NTRK1
EFNA2,NTRK2
EFNA2,PDGFRA
EFNA2,TEK
EFNA3,CSF1R
EFNA3,EGFR
EFNA3,EPHA2
EFNA3,ERBB2
EFNA3,ERBB3
EFNA3,ERBB4
EFNA3,FGFR1
EFNA3,FGFR2
EFNA3,FGFR3
EFNA3,FGFR4
EFNA3,FLT1
EFNA3,FLT3
EFNA3,FLT4
EFNA3,IGF1R
EFNA3,INSR
EFNA3,KDR
EFNA3,KIT
EFNA3,MET
EFNA3,NGFR
EFNA3,NTRK1
EFNA3,NTRK2
EFNA3,PDGFRA
EFNA3,TEK
EFNA4,CSF1R
EFNA4,EGFR
EFNA4,EPHA2
EFNA4,ERBB2
EFNA4,ERBB3
EFNA4,ERBB4
EFNA4,FGFR1
EFNA4,FGFR2
EFNA4,FGFR3
EFNA4,FGFR4
EFNA4,FLT1
EFNA4,FLT3
EFNA4,FLT4
EFNA4,IGF1R
EFNA4,INSR
EFNA4,KDR
EFNA4,KIT
EFNA4,MET
EFNA4,NGFR
EFNA4,NTRK1
EFNA4,NTRK2
EFNA4,PDGFRA
EFNA4,TEK
EFNA5,CSF1R
EFNA5,EGFR
EFNA5,EPHA2
EFNA5,ERBB2
EFNA5,ERBB3
EFNA5,ERBB4
EFNA5,FGFR1
EFNA5,FGFR2
EFNA5,FGFR3
EFNA5,FGFR4
EFNA5,FLT1
EFNA5,FLT3
EFNA5,FLT4
EFNA5,IGF1R
EFNA5,INSR
EFNA5,KDR
EFNA5,KIT
EFNA5,MET
EFNA5,NGFR
EFNA5,NTRK1
EFNA5,NTRK2
EFNA5,PDGFRA
EFNA5,TEK
EGFR,CBL
EGFR,CBLB
EGFR,CRK
EGFR,CRKL
EGFR,GAB1
EGFR,GAB2
EGFR,GRB2
EGFR,IRS1
EGFR,JAK1
EGFR,JAK2
EGFR,JAK3
EGFR,MAP2K1
EGFR,MAP2K2
EGFR,MAPK1
EGFR,MAPK3
EGFR,NCK1
EGFR,NCK2
EGFR,PIK3CA
EGFR,PIK3CD
EGFR,PIK3R1
EGFR,PIK3R2
EGFR,PIK3R3
EGFR,PLCB1
EGFR,PLCB2
EGFR,PLCB3
EGFR,PLCB4
EGFR,PLCG1
EGFR,PLCG2
EGFR,PTPN11
EGFR,SHC2
EGFR,SHC4
EGFR,SRC
EGFR,STAT5A
EGFR,STAT5B
EGFR,TYK2
EGLN2,HIF1A
EGLN3,HIF1A
EIF4EBP1,EIF4E
EIF4EBP1,EIF4E1B
EIF4EBP1,EIF4E2
ELAVL1,CCNA1
ELAVL1,CCND1
ELMO1,RAC1
ELMO1,RAC3
ENAH,ACTB
ENAH,ACTG1
EP300,ALDOA
EP300,ALDOC
EP300,ARNT
EP300,ATF4
EP300,BCL2
EP300,CDKN1A
EP300,CDKN1B
EP300,CDKN2B
EP300,CPT1A
EP300,CPT1B
EP300,CPT1C
EP300,CREB3L1
EP300,CREB3L2
EP300,CREB3L3
EP300,CREB5
EP300,EDN1
EP300,ENO1
EP300,ENO2
EP300,ENO3
EP300,ENO4
EP300,EPO
EP300,FLT1
EP300,G6PC3
EP300,GAPDH
EP300,HIF1A
EP300,HK1
EP300,HKDC1
EP300,HMOX1
EP300,KAT2A
EP300,LDHA
EP300,LDHAL6A
EP300,LDHB
EP300,LDHC
EP300,LEF1
EP300,LTBR
EP300,MAML1
EP300,MAML2
EP300,NCOA1
EP300,NCOA3
EP300,NOS3
EP300,PCK2
EP300,PDK1
EP300,PFKFB3
EP300,PFKL
EP300,PFKM
EP300,PFKP
EP300,PPARGC1A
EP300,RBPJ
EP300,RBPJL
EP300,RXRA
EP300,RXRB
EP300,RXRG
EP300,SERPINE1
EP300,SIK1
EP300,SLC2A1
EP300,SP1
EP300,STAT1
EP300,STAT2
EP300,STAT3
EP300,STAT5A
EP300,STAT5B
EP300,STAT6
EP300,TCF7
EP300,TCF7L1
EP300,TCF7L2
EP300,TEK
EP300,TF
EP300,TFRC
EP300,THRA
EP300,THRB
EP300,VEGFA
EPHA2,CRK
EPHA2,CRKL
EPHA2,GRB2
EPHA2,IRS1
EPHA2,PLCB1
EPHA2,PLCB2
EPHA2,PLCB3
EPHA2,PLCB4
EPHA2,SHC2
EPHA2,SHC4
EPO,CNTFR
EPO,EGFR
EPO,EPOR
EPO,GHR
EPO,IFNAR1
EPO,IFNAR2
EPO,IFNGR1
EPO,IFNGR2
EPO,IL10RA
EPO,IL10RB
EPO,IL11RA
EPO,IL12RB1
EPO,IL15RA
EPO,IL20RA
EPO,IL20RB
EPO,IL22RA1
EPO,IL27RA
EPO,IL2RB
EPO,IL4R
EPO,IL6R
EPO,IL6ST
EPO,JAK1
EPO,JAK2
EPO,JAK3
EPO,LEPR
EPO,LIFR
EPO,OSMR
EPO,PDGFRA
EPOR,GHR
EPOR,IFNAR1
EPOR,IFNAR2
EPOR,IL2RB
EPOR,IL4R
EPOR,IL6R
EPOR,JAK1
EPOR,JAK2
EPOR,JAK3
EPOR,OSMR
EPOR,TYK2
ERBB2,ERBB3
ERBB2,ERBB4
ERBB2,GRB2
ERBB2,IRS1
ERBB2,MAP2K1
ERBB2,MAP2K2
ERBB2,PIK3CA
ERBB2,PIK3CD
ERBB2,PIK3R1
ERBB2,PIK3R2
ERBB2,PIK3R3
ERBB2,PLCG1
ERBB2,PLCG2
ERBB2,SHC2
ERBB2,SHC4
ERBB3,GRB2
ERBB3,IRS1
ERBB3,PIK3CA
ERBB3,PIK3CD
ERBB3,PIK3R1
ERBB3,PIK3R2
ERBB3,PIK3R3
ERBB3,PLCG1
ERBB3,PLCG2
ERBB3,SHC2
ERBB3,SHC4
ERBB4,GRB2
ERBB4,IRS1
ERBB4,PIK3CA
ERBB4,PIK3CD
ERBB4,PIK3R1
ERBB4,PIK3R2
ERBB4,PIK3R3
ERBB4,PLCG1
ERBB4,PLCG2
ERBB4,SHC2
ERBB4,SHC4
ERBB4,STAT5A
ERBB4,STAT5B
EREG,CSF1R
EREG,EGFR
EREG,EPHA2
EREG,ERBB2
EREG,ERBB3
EREG,ERBB4
EREG,FGFR1
EREG,FGFR2
EREG,FGFR3
EREG,FGFR4
EREG,FLT1
EREG,FLT3
EREG,FLT4
EREG,IGF1R
EREG,INSR
EREG,KDR
EREG,KIT
EREG,MET
EREG,NGFR
EREG,NTRK1
EREG,NTRK2
EREG,PDGFRA
EREG,TEK
ESR1,BCL2
ESR1,CTSD
ESR1,EBAG9
ESR1,ESR2
ESR1,FOS
ESR1,JUN
ESR1,KRT15
ESR1,KRT16
ESR1,KRT18
ESR1,KRT19
ESR1,KRT24
ESR1,KRT32
ESR1,KRT9
ESR1,NCOA1
ESR1,NCOA3
ESR1,PGR
ESR1,RARA
ESR1,SP1
ESR1,SRC
ESR1,TFF1
ESR1,TGFA
ESR2,BCL2
ESR2,CTSD
ESR2,EBAG9
ESR2,FOS
ESR2,JUN
ESR2,KRT15
ESR2,KRT16
ESR2,KRT18
ESR2,KRT19
ESR2,KRT24
ESR2,KRT32
ESR2,KRT9
ESR2,NCOA1
ESR2,NCOA3
ESR2,PGR
ESR2,RARA
ESR2,SP1
ESR2,SRC
ESR2,TFF1
