Cancer_name,Cell_Line_Name,SignalingPath,sp_num_edges,all_num_edges,edge_weight_ratio,validation-papers,,,,,
Renal,ACHN,Calcium signaling pathway,20.2840501,210.9001231,9.62%,WNK1 promotes renal tumor progression by activating TRPC6-NFAT pathway,,,,,
Renal,ACHN,JAK-STAT signaling pathway,14.97109564,210.9001231,7.10%,RNF7 inhibits apoptosis and sunitinib sensitivity and promotes glycolysis in renal cell carcinoma via the SOCS1/JAK/STAT3 feedback loop,,,,,
Renal,ACHN,MAPK signaling pathway,21.48956403,210.9001231,10.19%,Knockdown of HMGB2 inhibits proliferation and invasion of renal tumor cells via the p-38MAPK pathway,,,,,
Renal,ACHN,PI3K-Akt signaling pathway,17.58849168,210.9001231,8.34%,MicroRNA-195 targets VEGFR2 and has a tumor suppressive role in ACHN cells via PI3K/Akt and Raf/MEK/ERK signaling pathways,,,,,
Renal,ACHN,Rap1 signaling pathway,21.90926781,210.9001231,10.39%,Comparative Gene Expression Profiling of Primary and Metastatic Renal Cell Carcinoma Stem Cell-Like Cancer Cells,,,,,
Renal,ACHN,Ras signaling pathway,16.47390071,210.9001231,7.81%,--,,,,,
Renal,CAKI-1,Apelin signaling pathway,12.53518362,208.0548039,6.02%,--,,,,,
Renal,CAKI-1,Calcium signaling pathway,12.36697026,208.0548039,5.94%,--,,,,,
Renal,CAKI-1,JAK-STAT signaling pathway,12.56907996,208.0548039,6.04%,Caffeic acid and its synthetic derivative CADPE suppress tumor angiogenesis by blocking STAT3-mediated VEGF expression in human renal carcinoma cells,,,,,
Renal,CAKI-1,PI3K-Akt signaling pathway,35.24725419,208.0548039,16.94%,The Phosphoinositide 3-Kinase/Akt Pathway: A New Target in Human Renal Cell Carcinoma Therapy,,,,,
Renal,CAKI-1,Rap1 signaling pathway,10.70756175,208.0548039,5.15%,RAP1GAP inhibits cytoskeletal remodeling and motility in thyroid cancer cells,,,,,
Renal,UO-31,Apelin signaling pathway,12.01235572,175.4286824,6.85%,--,,,,,
Renal,UO-31,PI3K-Akt signaling pathway,33.80866241,175.4286824,19.27%,Identification of response signatures for tankyrase inhibitor treatment in tumor cell lines,,,,,
Renal,UO-31,Relaxin signaling pathway,9.383423882,175.4286824,5.35%,--,,,,,
