locus_id,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
FZD3,0.14194,0.01896,0.24348,0.02897,0.20733,0.21247,0.0024,0.25105,0.01845,0.04082,0.03885,0.03013,0.0,0.01688,0.07994,0.00731,0.03666,0.30044,0.0,0.01099,0.00226,0.00259,0.07213,0.03168
FZD4,0.00346,0.00671,0.0122,0.0,0.0068,0.00154,0.00776,0.00835,0.01264,0.01554,0.0008,0.00092,0.03047,0.00612,0.01466,0.00105,0.00388,0.0,0.00331,0.00547,0.00608,0.00391,0.01673,0.00575
FZD5,0.00264,0.0,0.06737,0.00459,0.0,0.00112,0.00997,0.007,0.00256,0.0,0.0,0.00121,0.0198,0.00142,0.00262,0.00062,0.00139,0.00922,0.0,0.00491,0.00491,0.0,0.00145,0.0
FZD6,0.01315,0.11802,0.02941,0.00446,0.00245,0.0039,0.0,0.0,0.00284,0.05847,0.0,0.01641,0.08847,0.0,0.01473,0.01,0.0,0.0,0.0,0.0,0.01775,0.37075,0.02684,0.01049
FZD7,0.00215,0.00741,0.00155,0.0016,0.02901,0.0,0.0071,0.00061,0.00121,0.00902,0.0,0.00488,0.0471,0.00057,0.00183,0.0,0.00276,0.00928,0.01476,0.02642,0.00845,0.00225,0.01121,0.0
FZD8,0.00501,0.0,0.02308,0.00713,0.38015,0.00358,0.0141,0.00267,0.00729,0.00563,0.0,0.00444,0.02358,0.00189,0.17226,0.00262,0.0163,0.02587,0.00159,0.07371,0.00391,0.00414,0.0014,0.00452
FZD9,0.16224,0.17838,0.39745,0.09853,0.24979,0.25957,0.1775,0.55979,0.23232,0.21671,0.40174,0.28373,0.03614,0.26303,0.47843,0.17965,0.14985,0.37602,0.10497,0.27266,0.27289,0.14062,0.16429,0.24261
FZR1,0.96079,1.0,1.0,1.0,0.9745,1.0,0.92736,0.97059,0.97297,0.8085,1.0,0.97696,0.6176,0.95996,0.99302,0.91867,0.97286,0.98582,1.0,0.97513,0.9596,0.7692,0.98334,0.91729
G0S2,0.54315,0.39835,0.38399,0.06451,0.97661,0.9,0.6432,0.3063,0.08229,0.10086,0.02541,0.16016,0.34125,0.06156,0.81078,0.0,0.03137,0.11885,0.01679,0.0197,0.89708,0.03751,0.68469,0.0
G2E3,0.02105,0.0,0.0,0.0,0.11628,0.00412,0.0,0.11688,0.06921,0.0,0.0,0.04808,0.12676,0.14142,0.03974,0.0,0.01314,0.0942,0.0,0.0,0.0,0.04304,0.03449,0.0
G3BP1,0.00738,0.0,0.02022,0.01818,0.0,0.00851,0.00125,0.0,0.00323,0.0,0.0,0.02192,0.02371,0.18045,0.02276,0.0,0.0,0.00268,0.0,0.01168,0.01589,0.00182,0.00227,0.05876
G3BP2,0.00556,0.0,0.03012,0.0,0.0089,0.0,0.00406,0.00195,0.0034,0.0,0.0,0.00361,0.05556,0.0,0.0,0.00287,0.0,0.0,0.00301,0.01243,0.00635,0.08696,0.0,0.00249
G6PC3,0.00265,0.0,0.06222,0.0,0.0,0.0,0.0,0.0,0.00226,0.0,0.0,0.00222,0.00296,0.0,0.00363,0.0,0.0294,0.01405,0.01657,0.00483,0.0,0.0,0.0,0.0
G6PD,0.01756,0.19604,0.00211,0.02148,0.0047,0.00375,0.00783,0.31014,0.00358,0.0,0.12814,0.02936,0.21099,0.00565,0.25581,0.04157,0.28829,0.02003,0.00072,0.0091,0.00959,0.0,0.19538,0.00469
GAA,0.01442,0.0,0.0,0.04889,0.00318,0.0,0.0,0.0,0.0,0.0,0.0,0.00646,0.04069,0.00334,0.0,0.0,0.00511,0.00645,0.00438,0.0,0.0,0.0,0.0,0.0
GAB1,0.00736,0.00215,0.00512,0.0,0.09801,0.00881,0.02177,0.00286,0.00914,0.0,0.0,0.00137,0.00418,0.00241,0.04116,0.0042,0.00416,0.00396,0.01788,0.01865,0.00611,0.00527,0.0,0.01124
GAB2,0.01997,0.00449,0.00919,0.00746,0.28972,0.01494,0.01109,0.07854,0.02071,0.0,0.00872,0.10017,0.03183,0.00308,0.0415,0.01367,0.03749,0.01139,0.0013,0.1491,0.00969,0.01596,0.06873,0.00132
GAB3,0.01085,0.36906,0.0,0.11301,0.33532,0.01325,0.46872,0.17525,0.06129,0.0,0.32589,0.01422,0.13024,0.0,0.82781,0.00707,0.27089,0.00901,0.01766,0.08183,0.02957,0.0,0.05446,0.0
GAB4,0.651,0.82411,0.48836,0.43259,0.86977,0.62287,0.25184,0.24529,0.1477,0.80602,0.35165,0.50001,0.06062,0.11148,0.6425,0.7111,0.31385,0.87944,0.10028,0.49386,0.51522,0.21079,0.88131,0.59834
GABARAP,0.01008,0.0,0.0993,0.0,0.02498,0.0171,0.07823,0.03226,0.00624,0.0204,0.0733,0.00215,0.00809,0.0,0.02287,0.00642,0.00637,0.024,0.03175,0.00729,0.0,0.01273,0.04135,0.00827
GABBR1,0.02589,0.0039,0.05952,0.02044,0.89277,0.00367,0.83346,0.02014,0.00694,0.0268,0.0,0.00382,0.05348,0.0,0.90366,0.02799,0.01526,0.14035,0.08889,0.0218,0.67386,0.02424,0.04304,0.03439
GABBR2,0.02973,0.11471,0.05767,0.02064,0.85923,0.07643,0.72706,0.14241,0.03984,0.014,0.63488,0.2078,0.03706,0.02766,0.40362,0.02196,0.17888,0.29726,0.04191,0.89653,0.86179,0.38763,0.01937,0.06261
GABPA,0.00178,0.0,0.06152,0.0,0.0,0.01323,0.01232,0.01927,0.00293,0.0,0.0,0.00081,0.01782,0.00291,0.00926,0.0,0.00041,0.01003,0.00239,0.00706,0.00239,0.00531,0.0,0.00665
GABPB1,0.00521,0.00924,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.01667,0.0,0.00629,0.0,0.0,0.00579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01111
GABPB1-IT1,0.00177,0.00509,0.00172,0.0,0.0,0.0,0.00211,0.00274,0.01122,0.01333,0.00528,0.0,0.01754,0.0,0.0,0.0021,0.00272,0.0,0.02721,0.0,0.0,0.0,0.0,0.00268
GABPB2,0.03786,0.32,0.03703,0.0435,0.8,0.4528,0.29033,0.125,0.09835,0.0,0.48264,0.0571,0.0476,0.4316,0.19498,0.10256,0.07447,0.21619,0.05631,0.18962,0.40279,1.0,0.0,0.02728
GABRA1,0.0493,0.35091,0.06138,0.0918,0.86263,0.03698,0.61445,0.10354,0.37252,0.27477,0.4896,0.67982,0.13475,0.02274,0.34691,0.06185,0.41537,0.04633,0.27456,0.75812,0.62541,0.40627,0.04871,0.08695
GABRA2,0.02377,0.48649,0.05378,0.0,0.9769,0.01708,0.45998,0.10085,0.02647,0.15223,0.03691,0.10582,0.46791,0.01543,0.32347,0.0671,0.61957,0.16722,0.53398,0.13186,0.4232,0.20174,0.10038,0.16004
GABRA4,0.04285,0.0,0.09284,0.00632,0.68833,0.11687,0.0337,0.29545,0.28563,0.07692,0.0,0.32085,0.03567,0.13098,0.37213,0.11312,0.08393,0.03933,0.25182,0.25371,0.44529,0.1553,0.03032,0.12341
GABRA5,0.04435,0.01806,0.0017,0.0272,0.89102,0.01097,0.67672,0.3773,0.35167,0.07895,0.09312,0.57625,0.17181,0.11745,0.81343,0.07386,0.09896,0.1956,0.14905,0.71219,0.618,0.26997,0.11178,0.16803
GABRB1,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5333,0.125,0.3125,0.0,0.20835,1.0,0.2857,0.0,0.0,0.2143
GABRB2,0.00272,0.47041,0.16873,0.01958,0.85643,0.09828,0.20832,0.06616,0.16306,0.0,0.03462,0.19426,0.15358,0.00837,0.41506,0.02771,0.17102,0.18368,0.10737,0.25676,0.85245,0.0491,0.08531,0.23052
GABRB3,0.67188,1.0,0.35232,0.89597,0.92771,0.04143,0.89195,0.13738,0.625,0.20757,0.0,0.86765,0.55011,0.02995,0.6854,0.62745,0.76316,0.79168,0.62667,0.99056,1.0,0.46618,0.24445,0.03741
GABRD,0.0723,0.65888,0.13549,0.29154,0.6283,0.66433,0.3981,0.65948,0.339,0.27903,0.88886,0.09153,0.14219,0.10406,0.8877,0.08036,0.1496,0.27764,0.06925,0.5825,0.50407,0.66026,0.44326,0.20727
GABRE,0.0229,0.95403,0.18563,0.03792,0.176,0.0,0.128,0.20903,0.01531,0.0,0.30464,0.13414,0.34687,0.01315,0.34558,0.01733,0.11788,0.65658,0.03278,0.05032,0.04928,1.0,0.21375,0.61692
GABRG3,0.03223,0.11219,0.04006,0.04543,0.94912,0.01747,0.83654,0.02254,0.79431,0.16426,0.0,0.30049,0.47771,0.08016,0.80072,0.03922,0.05189,0.00609,0.24034,0.96786,0.89272,0.07944,0.01496,0.00652
GABRP,0.0455,0.9915,0.4474,0.7895,0.8222,0.1304,0.2031,1.0,0.84,1.0,0.0857,0.381,0.0,0.4595,0.4906,0.0,0.3846,0.1667,0.0,1.0,0.5,0.0,0.7692,0.3182
GABRQ,0.11915,0.49295,1.0,0.01333,0.00929,0.9,0.24713,0.08898,0.02404,0.54412,0.0,0.49986,0.62046,0.00836,0.49546,0.02464,0.17682,0.0861,0.12078,0.09054,0.86497,0.0,0.73829,0.22187
GABRR1,0.6713,1.0,0.3865,0.9257,0.97755,0.5624,0.85795,0.83315,0.79425,0.55815,0.64715,0.69325,0.58144,0.8736,0.9427,0.6431,0.88665,0.41885,0.29805,0.96775,0.42155,0.32635,0.39025,0.93605
GAD1,0.01054,0.05838,0.0266,0.00672,0.01138,0.06308,0.01592,0.00516,0.00811,0.0,0.0,0.00614,0.00552,0.00484,0.10912,0.02607,0.00841,0.00308,0.01139,0.01194,0.01764,0.0079,0.02358,0.0
GAD2,0.04211,0.72822,0.32493,0.15492,0.91191,0.2042,0.57775,0.58562,0.57791,0.21568,0.4046,0.56771,0.43302,0.18993,0.68737,0.05655,0.10654,0.34677,0.17457,0.8876,0.78498,0.36538,0.10526,0.44217
GADD45A,0.0,0.0,0.03043,0.0,0.0,0.0,0.00237,0.05357,0.01016,0.0,0.0,0.0,0.0,0.0,0.02066,0.01058,0.00087,0.04301,0.00377,0.0,0.01122,0.0,0.0,0.02862
GADD45B,0.00233,0.0,0.04316,0.0014,0.00433,0.0,0.03227,0.00572,0.00564,0.00448,0.0,0.00265,0.18865,0.00354,0.00587,0.0041,0.0119,0.0,0.00049,0.00602,0.00847,0.00395,0.02745,0.0111
GADD45G,0.00917,0.0,0.30161,0.0,0.01064,0.02476,0.05556,0.0,0.0,0.0,0.0065,0.0,0.03674,0.00127,0.02862,0.0,0.00535,0.11047,0.00896,0.00136,0.01242,0.0,0.02137,0.00235
GADD45GIP1,0.0,0.7927,0.0,0.0,0.0,0.0,0.0,0.14287,0.7857,0.0,0.0,0.0,0.0,0.0,0.11535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GADL1,0.0,0.0,0.0,0.0,0.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.32144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05556,0.0
GAK,0.00262,0.0,0.0382,0.00901,0.00746,0.0,0.0,0.0,0.0,0.0,0.0,0.00706,0.0,0.0,0.0,0.0,0.0076,0.00933,0.0,0.0,0.0,0.0,0.0,0.0
GAL,0.50412,0.81081,0.61707,0.94815,0.84545,0.74112,0.64193,0.93443,0.72894,0.67933,0.59119,0.73517,0.82815,0.69558,0.71015,0.55557,0.75363,0.47468,0.16158,0.66916,0.77796,0.66406,0.75736,0.78869
GAL3ST1,0.95249,1.0,1.0,0.82457,0.98137,0.94827,0.18667,0.92223,0.61683,0.93667,0.35556,0.94525,0.33333,0.70373,0.9707,0.34646,0.47742,0.5,0.83333,0.04262,0.0503,0.95185,0.9916,0.93389
GAL3ST2,0.66665,0.0,0.0,0.87234,0.87125,0.33332,0.75138,0.0,0.94801,1.0,0.61905,0.81514,0.0,0.875,0.76575,0.4,0.92857,0.42271,0.43341,0.2899,0.80047,0.89286,0.93334,0.70837
GAL3ST3,0.92495,0.66667,0.47322,0.13847,0.78909,0.36111,0.625,1.0,0.38462,0.7589,0.625,0.93104,0.72727,0.77779,0.94593,0.95349,0.3148,0.81633,0.06147,0.95386,0.89474,0.66264,0.34479,0.33022
GALC,0.01924,0.0,0.0,0.0,0.83988,0.13333,0.8824,0.0,0.01786,0.0,0.0,0.0,0.0,0.087,0.7288,0.0,0.2549,0.45,0.01666,0.35131,0.04444,0.0,0.3226,0.0
GALE,0.12053,0.11523,0.34513,0.01233,0.07565,0.00518,0.13918,0.00943,0.0188,0.11689,0.05801,0.07421,0.08823,0.01298,0.26565,0.03856,0.07508,0.07117,0.09889,0.00854,0.01133,0.07571,0.19222,0.0294
GALK1,0.21609,0.06584,0.09963,0.11463,0.20631,0.19497,0.17468,0.01695,0.16241,0.19651,0.21053,0.1658,0.28334,0.14723,0.2842,0.21516,0.11994,0.10998,0.16509,0.11816,0.10473,0.11681,0.25136,0.16091
GALK2,0.013,0.0,0.04696,0.00216,0.00166,0.00085,0.00167,0.01442,0.0,0.0,0.0,0.00299,0.06491,0.0,0.00545,0.0,0.00499,0.00826,0.0,0.0,0.00259,0.00542,0.00638,0.00276
GALNS,0.00547,0.0,0.03245,0.01193,0.00293,0.00837,0.01577,0.01554,0.0,0.0427,0.0,0.00308,0.0,0.01036,0.0,0.00113,0.00637,0.0,0.0,0.02578,0.00141,0.0,0.00283,0.00901
GALNT10,0.05273,0.0,0.00771,0.00411,0.07735,0.1014,0.01567,0.02732,0.00672,0.00816,0.00182,0.01129,0.07849,0.01118,0.1116,0.00393,0.0132,0.12936,0.00082,0.01795,0.00918,0.0034,0.07143,0.00876
GALNT11,0.01313,0.00087,0.0211,0.0,0.20967,0.03305,0.04059,0.00856,0.00617,0.03727,0.0,0.00408,0.01321,0.00214,0.09299,0.00874,0.01915,0.07883,0.01235,0.05329,0.00596,0.0,0.02681,0.00835
GALNT12,0.05073,0.0,0.0,0.0,0.0,0.0,0.01064,0.04688,0.0,0.0,0.0,0.02978,0.15054,0.11881,0.06114,0.00483,0.04673,0.07141,0.0,0.01818,0.0,0.01802,0.04546,0.00704
GALNT13,0.17135,0.38,0.04021,0.02273,0.96051,0.03185,0.84389,0.015,0.01284,0.04277,0.00826,0.03237,0.05743,0.47455,0.4873,0.09029,0.46329,0.40853,0.80235,0.8398,0.91301,0.42643,0.15206,0.67465
GALNT14,0.03883,0.01003,0.05358,0.0,0.18751,0.15625,0.30189,0.04687,0.01805,0.04093,0.0,0.01443,0.10345,0.0,0.80209,0.02271,0.04545,0.27587,0.0511,0.62581,0.64035,0.04065,0.02244,0.08824
GALNT15,0.5,0.3636,0.7925,1.0,1.0,0.4286,0.0,1.0,0.0,1.0,0.0,0.0,0.0769,1.0,0.8919,0.0,0.0588,1.0,0.0341,0.0303,1.0,0.1053,0.0,0.24
GALNT16,0.19093,0.03257,0.54697,0.08015,0.95243,0.41134,0.15699,0.24584,0.08741,0.18471,0.36496,0.48974,0.02027,0.04393,0.93332,0.05367,0.21948,0.36392,0.02683,0.25131,0.93565,0.17348,0.38314,0.07052
GALNT17,0.06652,0.11671,0.28978,0.01662,0.87965,0.03137,0.84782,0.02996,0.11015,0.22212,0.67443,0.71138,0.45808,0.0375,0.41907,0.12078,0.01696,0.43031,0.72329,0.91831,0.94122,0.29099,0.0227,0.03129
GALNT18,0.1023,0.20435,0.01669,0.01895,0.01758,0.06785,0.02885,0.03333,0.08299,0.08451,0.0,0.0597,0.18385,0.03955,0.08919,0.03226,0.06101,0.14393,0.02841,0.02697,0.08838,0.01246,0.0743,0.01222
GALNT2,0.00773,0.0,0.0073,0.0,0.0,0.0,0.0,0.0047,0.01156,0.0024,0.0,0.0,0.13447,0.0,0.01547,0.0,0.0,0.0,0.0,0.0,0.01384,0.0,0.0093,0.04987
GALNT3,0.95117,0.95112,0.7745,0.0,0.0,0.88181,0.00338,0.31306,0.4266,0.00395,0.0,0.10184,0.0204,0.01335,0.90272,0.92142,0.04505,0.88405,0.0,0.15782,0.00323,0.11061,0.9015,0.0
GALNT4,0.00834,0.0,0.01409,0.00427,0.00455,0.00188,0.00989,0.00589,0.00432,0.0,0.00487,0.00726,0.01198,0.0,0.0,0.00282,0.00337,0.00375,0.0,0.00108,0.00542,0.01266,0.00812,0.00186
GALNT6,0.16207,0.18756,0.48527,0.00573,0.00908,0.35918,0.03588,0.04366,0.18102,0.01271,0.12205,0.0624,0.11434,0.02656,0.26925,0.02416,0.16539,0.35187,0.00748,0.00245,0.00736,0.0,0.86201,0.13274
GALNT7,0.00364,0.0,0.01958,0.00146,0.00264,0.00404,0.00211,0.02725,0.0,0.0,0.0,0.00358,0.01538,0.00789,0.01003,0.0,0.0,0.00529,0.00161,0.00068,0.0,0.0,0.01931,0.00426
GALNT8,0.0233,1.0,0.0,0.4375,0.4773,0.0,0.1029,0.3636,0.2286,0.2239,0.0,0.2374,0.0,0.0339,0.1333,0.013,0.2812,0.0,0.0,0.072,0.0364,0.0,0.25,0.9706
GALNT9,0.03618,0.319,0.10008,0.06725,0.86719,0.08417,0.41048,0.69388,0.54041,0.454,0.33908,0.76737,0.14591,0.10104,0.6064,0.13914,0.12288,0.20746,0.20014,0.5473,0.82423,0.22878,0.19368,0.41669
GALNTL5,0.45836,0.0,0.5449,1.0,1.0,0.91837,0.77778,0.86666,0.87858,0.0,1.0,0.94002,0.50002,0.0,1.0,0.6154,0.0,0.0,0.4,0.93104,1.0,0.62858,0.79998,0.90666
GALNTL6,0.00517,0.09112,0.0005,0.00357,0.9425,0.00851,0.58669,0.09594,0.51342,0.22627,0.38774,0.03927,0.36413,0.58323,0.68152,0.06575,0.2438,0.02635,0.49691,0.75098,0.72671,0.79326,0.01587,0.45439
GALP,0.1186,1.0,0.04394,0.9571,0.89872,0.2737,0.1154,0.97308,0.44679,0.4375,0.0,0.913,0.0,0.9412,0.746,0.0455,0.4375,0.45714,0.2039,0.4368,0.9024,0.9545,0.35483,0.46509
GALR1,0.0,0.81177,0.08656,0.11667,0.92694,0.01168,0.88977,0.82857,0.69187,0.0,1.0,0.9466,0.0,0.01817,0.71287,0.02483,0.0397,0.21389,0.18397,0.8843,0.94691,0.64423,0.00909,0.0159
GALR2,0.1922,0.89586,0.46227,0.30559,0.92778,0.42301,0.80035,0.7581,0.67048,0.71379,0.34685,0.85069,0.55543,0.10928,0.86543,0.04296,0.28758,0.15542,0.33588,0.90218,0.95733,0.9076,0.18881,0.41778
GALR3,0.51615,0.26925,0.12,0.85715,0.82355,0.27587,0.5463,0.58335,0.3778,0.94445,0.5136,0.89705,0.0,1.0,0.7408,0.46666,0.75335,0.05335,0.24925,0.7963,0.92075,0.79313,0.5739,0.97725
GAMT,0.36927,0.39849,0.2839,0.53386,0.55373,0.52488,0.74101,0.30187,0.47811,0.31765,0.30357,0.38177,0.21667,0.50254,0.56312,0.36427,0.41038,0.64125,0.53806,0.56359,0.80857,0.17007,0.2841,0.55982
GANAB,0.70218,1.0,0.33588,0.81891,1.0,1.0,1.0,1.0,0.52275,1.0,1.0,0.66454,1.0,0.86924,0.90197,1.0,0.54815,0.62982,0.97777,1.0,0.75194,0.9298,1.0,0.9697
GANC,0.02238,0.0,0.0,0.00451,0.00248,0.0,0.00888,0.00278,0.01034,0.0,0.0,0.02996,0.01698,0.0,0.0,0.0,0.01128,0.00909,0.0,0.01223,0.00748,0.0084,0.0,0.00889
GAPDH,0.00594,0.00039,0.01584,0.01048,0.00109,0.00133,0.00709,0.00276,0.0058,0.0,0.0,0.00515,0.02898,0.00088,0.0044,0.00136,0.00403,0.00706,0.00288,0.00699,0.00587,0.00203,0.00206,0.0049
GAPVD1,0.00907,0.0,0.0,0.0,0.0,0.00714,0.0,0.0,0.0,0.0,0.0,0.0,0.20204,0.00177,0.02548,0.0,0.0,0.0,0.0,0.0,0.01299,0.0,0.0,0.00298
GAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAREM1,0.01176,0.00172,0.02708,0.00721,0.02648,0.01525,0.00248,0.0,0.00344,0.0,0.02876,0.00568,0.00484,0.01391,0.05021,0.00215,0.00337,0.02466,0.00238,0.00894,0.01758,0.0,0.06026,0.03624
GAREM2,0.75401,0.57779,0.80962,0.42041,0.49845,0.77162,0.49137,0.72933,0.5603,0.58043,0.80369,0.56022,0.47593,0.45787,0.91268,0.51948,0.49667,0.93994,0.47301,0.55583,0.43681,0.91733,0.74194,0.67907
GARS,0.00654,0.0,0.0,0.00519,0.01156,0.00298,0.00686,0.00517,0.0,0.00732,0.0,0.00168,0.00207,0.01081,0.00945,0.0,0.005,0.00376,0.00093,0.01091,0.0,0.01087,0.0,0.00601
GART,0.01473,0.0,0.03593,0.00378,0.00063,0.0009,0.00873,0.00498,0.00916,0.0317,0.0,0.00393,0.02415,0.00254,0.00273,0.0,0.01083,0.00819,0.0092,0.00197,0.0054,0.01419,0.00813,0.00751
GAS1,0.00762,0.0,0.02845,0.00548,0.00531,0.00253,0.00573,0.01048,0.00293,0.00114,0.49641,0.00253,0.0071,0.0,0.00352,0.0,0.00829,0.00284,0.0,0.02171,0.00499,0.00849,0.01811,0.01442
GAS1RR,0.01484,0.0,0.05899,0.0,0.00795,0.0,0.00474,0.02488,0.00378,0.0,0.08599,0.0,0.0,0.0,0.00109,0.0,0.02372,0.0,0.0,0.0,0.01551,0.02891,0.0,0.01465
GAS2,0.1,0.66667,0.29785,0.03125,1.0,0.1591,0.88885,0.03225,0.00583,0.0,0.40678,0.8,0.0357,0.2105,0.6921,0.07693,0.0652,0.3696,0.7951,1.0,1.0,0.1145,0.23685,0.3122
GAS2L1,0.00849,0.0,0.0,0.0076,0.00331,0.00724,0.0,0.0,0.00746,0.00524,0.0,0.00682,0.16494,0.0,0.01071,0.00262,0.00749,0.0,0.0,0.0135,0.01466,0.06038,0.01339,0.02243
GAS2L2,0.10865,0.80556,0.35787,0.97297,0.89241,0.56394,0.68934,0.0,0.61906,0.96665,0.59116,0.93724,0.17241,0.6129,0.86092,0.21629,0.9859,0.19374,0.06581,0.8103,0.93896,0.46552,0.85914,0.968
GAS2L3,0.1077,0.07614,0.06781,0.35086,0.14698,0.47361,0.34667,0.3111,0.11905,0.13158,0.18072,0.08857,0.04792,0.14053,0.19708,0.13003,0.25243,0.34,0.16821,0.27778,0.19585,0.19231,0.1422,0.13875
GAS5,0.0023,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.00432,0.0,0.0,0.0,0.02193,0.025,0.0345,0.0,0.01095,0.0,0.0184,0.03139,0.0,0.0,0.0,0.01708
GAS5-AS1,0.33035,0.1009,0.07545,0.50805,0.43155,0.8313,0.4375,0.53905,0.0818,0.98685,1.0,0.0577,1.0,0.3472,0.60435,0.95555,1.0,0.73895,0.9659,0.9885,0.96035,0.89995,0.1626,0.9604
GAS6,0.0,0.0,0.0,0.0,0.0,0.00391,0.0,0.00931,0.0,0.0,0.0,0.00333,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0
GAS6-DT,0.15802,0.00877,0.23016,0.00097,0.00337,0.33097,0.00325,0.00428,0.05087,0.00408,0.02548,0.00517,0.01486,0.0564,0.0222,0.00197,0.0047,0.39355,0.00556,0.00377,0.0143,0.00962,0.25534,0.19183
GAS7,0.00863,0.00156,0.02397,0.00819,0.0725,0.00976,0.73389,0.02044,0.04314,0.00969,0.40504,0.01309,0.375,0.03195,0.212,0.01819,0.02611,0.02718,0.21024,0.16246,0.58223,0.01305,0.02531,0.00656
GAS8,0.0075,0.06826,0.44443,0.01863,0.00597,0.26675,0.11845,0.55149,0.5165,0.24445,0.01458,0.01698,0.18462,0.03374,0.45714,0.05731,0.10744,0.05818,0.40826,0.03793,0.01667,0.00772,0.29746,0.00313
GASAL1,0.00921,0.00318,0.0123,0.0,0.0,0.0,0.0,0.0,0.00882,0.0,0.0,0.0,0.03636,0.01099,0.00179,0.0,0.0,0.0,0.0,0.0,0.01375,0.02667,0.0041,0.01014
GATA1,0.47825,0.58755,0.72059,1.0,0.9864,0.69231,1.0,1.0,0.79999,1.0,0.63638,0.95,0.21739,0.37692,0.80646,0.88462,0.71878,0.5,0.625,0.97752,1.0,0.60867,0.33333,0.83672
GATA2,0.86828,0.87148,0.97529,0.56221,0.94048,0.86287,0.92738,0.50573,0.89633,0.95854,1.0,0.90228,0.21673,0.35522,0.92499,0.08449,0.58718,0.95798,0.14943,0.98073,0.97433,0.97839,0.92159,0.02593
GATA2-AS1,0.01872,0.00178,0.01394,0.00538,0.00448,0.22772,0.01473,0.1441,0.00482,0.03064,0.0,0.0206,0.19312,0.00496,0.63371,0.00483,0.08854,0.00482,0.04142,0.01532,0.0082,0.01536,0.43098,0.00386
GATA3,0.00547,0.0,0.0,0.01629,0.29208,0.0,0.78597,0.14389,0.01008,0.0,0.67949,0.02463,0.0,0.0,0.65272,0.0,0.02337,0.05805,0.28959,0.01623,0.20444,0.0,0.09836,0.02042
GATA3-AS1,0.43699,0.02745,0.81124,0.45743,0.35833,0.90408,0.83999,0.76,0.58064,1.0,0.98795,0.03803,0.66887,0.03726,0.77436,0.08667,0.07259,0.45237,0.57812,0.24616,0.64557,0.0,0.93025,0.15382
GATA4,0.94533,0.625,0.88876,0.53243,0.90244,0.55633,0.5752,0.84794,0.69221,0.6667,0.45107,0.91664,1.0,0.9231,0.9355,0.11363,0.40907,0.83335,0.43041,0.89655,0.95653,0.91787,1.0,0.91146
GATA5,0.03018,0.01362,0.16155,0.02001,0.89308,0.22261,0.78407,0.22561,0.219,0.06633,0.26722,0.15482,0.04526,0.02082,0.86577,0.0433,0.13608,0.18177,0.13992,0.87376,0.92988,0.03011,0.1625,0.07611
GATA6-AS1,0.0038,0.0,0.0,0.00523,0.0107,0.00627,0.00174,0.00243,0.00211,0.00154,0.01567,0.0055,0.01713,0.00489,0.00073,0.0,0.01785,0.00401,0.00227,0.00804,0.00439,0.0,0.0,0.00117
GATAD1,0.02537,0.0,0.08448,0.02518,0.02047,0.00348,0.08565,0.04875,0.04405,0.0,0.0011,0.06458,0.0603,0.00532,0.09288,0.03947,0.03807,0.02963,0.0,0.0573,0.0808,0.01031,0.0,0.01258
GATAD2A,0.01248,0.0709,0.00558,0.00146,0.22891,0.02961,0.0247,0.00671,0.00462,0.0,0.0,0.01608,0.01222,0.13458,0.09011,0.02283,0.00432,0.00699,0.0,0.02395,0.00572,0.00385,0.01015,0.0
GATAD2B,0.01346,0.0,0.01338,0.00287,0.00052,0.0012,0.00251,0.0,0.00277,0.0,0.01313,0.00022,0.01251,0.00504,0.00215,0.0,0.00798,0.00314,0.0085,0.01151,0.00501,0.00614,0.01557,0.01715
GATB,0.00688,0.0,0.0,0.0,0.00498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00695,0.00709,0.07143,0.0,0.01667
GATC,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATD1,0.0,0.0,0.0031,0.0,0.0,0.01268,0.00137,0.00558,0.00609,0.0,0.0,0.00167,0.01529,0.01551,0.00484,0.00338,0.00789,0.00213,0.0,0.00317,0.00455,0.0,0.00225,0.00243
