Gene_num,Gene_name,high_eq_Att_deg,Att_deg,methy_upstream_pvalues,methy_distal_promoter_pvalues,methy_proximal_promoter_pvalues,methy_core_promoter_pvalues,methy_downstream_pvalues,cnv_mcnv_pvalues,cnv_dup_pvalues,cnv_del_pvalues,gene_expression_pvalues,protein_expression_pvalues
1409,PDE4B,2.71032949719517,0.0557516758709757,1.0,0.8246256834261783,0.2846765757385875,0.8246256834261783,0.4557801921418617,0.972831475262696,1.0,1.0,0.0977110098193935,1.0
2087,YWHAB,2.7143297414964422,0.0557829994341544,1.0,0.5001017794853693,0.8432113817033519,0.6766869815264505,0.2617373858603573,1.0,1.0,1.0,0.1590632759892748,1.0
1611,PSTPIP1,2.7183299857977143,0.055812774578125,0.2109473074665628,0.6387768435649753,0.1077512439851151,0.3715646834633043,0.0634259771597216,1.0,1.0,1.0,0.89007684658428,1.0
471,CYP27A1,2.7223302300989873,0.0559477696390625,1.0,1.0,0.0085833603503941,1.0,0.8506881860719427,1.0,1.0,1.0,0.908940991885446,1.0
432,CTLA4,2.7263304744002594,0.0560201613125,1.0,0.0758683904499638,1.0,0.5625770214945697,0.4247343018102715,1.0,1.0,1.0,0.013190143745537,1.0
936,IL17RE,2.7303307187015315,0.0561640030757812,1.0,0.588581083293209,0.3715646834633043,1.0,0.3792659729079377,1.0,1.0,1.0,0.1487198659384366,1.0
1918,TBKBP1,2.7343309630028045,0.0569680380429687,0.0140236644166965,0.0493215002003003,0.0487552991428516,0.8097948226905496,0.9259601127032032,1.0,1.0,1.0,0.4835868137732254,1.0
1513,PLK1,2.7383312073040766,0.05698459755,0.0735382840033141,0.5434451776356353,0.7476976524753538,1.0,0.8506881860719427,1.0,1.0,1.0,0.1395668412603737,1.0
1431,PFKM,2.7423314516053487,0.0569935420484375,1.0,0.0815400145334895,0.5434440243243016,1.0,0.7012532826632851,1.0,1.0,1.0,0.1278580805189318,1.0
157,BCAR1,2.7463316959066217,0.0570081209067968,0.4821036759429927,0.2933456501846204,0.4002779519228027,0.066896964504946,0.2420211031519888,1.0,1.0,1.0,0.6819208083854478,1.0
1474,PLA1A,2.750331940207894,0.0570907004054687,1.0,0.5434451776356353,1.0,0.9752884627122086,0.1892107900930917,1.0,1.0,1.0,0.0202932790931347,1.0
1994,TNFSF13B,2.7543321845091664,0.0571667918789062,1.0,0.6017879719871302,1.0,1.0,0.1339320092848958,1.0,1.0,1.0,0.4910286626092754,1.0
95,ARAP3,2.758332428810439,0.057240751861875,1.0,0.3297779796482059,0.0875509211711266,1.0,0.0199128477272254,1.0,1.0,1.0,0.0179727848147872,1.0
1810,SIK2,2.762332673111711,0.0573092421390625,0.884434381770755,0.4644636813503597,0.2757149166663435,1.0,0.8432237801687793,1.0,1.0,1.0,0.2188664623820194,1.0
1478,PLA2G1B,2.7663329174129836,0.0573344789679687,1.0,0.7047891291814816,0.0840738020195056,1.0,0.0466317326186524,1.0,1.0,1.0,0.7553476286101564,1.0
1652,RAG1,2.770333161714256,0.0573619022601562,1.0,0.7404875043717178,0.8394968079341012,1.0,0.0107116275601324,1.0,1.0,1.0,0.1525332874911413,1.0
1776,SCRIB,2.7743334060155282,0.0573953168048281,0.2092137279225486,0.4500423158932323,1.0,0.4247343018102715,0.9183915793830312,1.0,1.0,1.0,0.118026116698584,1.0
80,AOX1,2.778333650316801,0.0574076867851562,1.0,0.1454244713763807,0.6524600089125,0.1474106269691308,0.083222217854212,1.0,1.0,1.0,0.1286818648417851,1.0
1672,RASA4B,2.7823338946180733,0.0578478034539921,1.0,1.0,1.0,1.0,0.9600916337498888,1.0,1.0,1.0,0.6679930383165965,1.0
1374,NUMBL,2.7863341389193454,0.0579141886953124,1.0,0.6524600089125,0.6662611417191255,0.9714881984502108,0.049874788209849,1.0,1.0,1.0,0.0102796991377877,1.0
1231,ME3,2.790334383220618,0.057986161534375,0.1480780412438125,0.4302852964109404,0.0563117858838654,0.1174673255580186,0.5371406380584195,0.3249311654768372,1.0,1.0,0.0581809920965071,1.0
519,DTX1,2.7943346275218905,0.0580172214765625,0.3369221446519522,0.6084411459306318,0.895733017965424,0.5690257932249676,0.6801762019143189,0.3170585862340608,1.0,1.0,0.1751591573776477,1.0
847,HRH1,2.7983348718231627,0.058144448803125,0.0556993589575639,0.0333510471773443,0.1278580805189318,0.3844543094411069,0.9032773541488812,1.0,1.0,1.0,0.4029319144213391,1.0
129,ATP6V1A,2.802335116124435,0.0582398490841385,1.0,0.2007005175702367,0.9487032189700564,1.0,0.4615590008934203,1.0,1.0,1.0,0.0275182117618069,1.0
1025,ITPR2,2.8063353604257077,0.0591018117617187,0.4850786910667827,0.9032773541488812,0.3539756673825743,0.2933456501846204,0.5092327329556139,1.0,1.0,1.0,0.5902043985590019,1.0
1606,PRMT1,2.81033560472698,0.0594029358101562,0.3589465811574475,0.4791386099413017,0.618481826370963,0.4850786910667827,0.0607575330641472,1.0,1.0,1.0,0.0357953849233662,1.0
1653,RAG2,2.8143358490282524,0.059576810003125,1.0,0.2825366693148801,0.1480780412438125,0.1813057960560731,0.1782133806262122,1.0,1.0,1.0,0.9603228339561364,1.0
1028,JAG2,2.818336093329525,0.0597740079484375,0.160478697150551,0.4615590008934203,0.6697293864767297,0.3883085818886346,0.9828905880928936,1.0,1.0,1.0,0.2118114463228383,1.0
1673,RASAL1,2.822336337630797,0.0597846743442734,0.3044286764672613,0.1647820760487151,0.5434451776356353,0.873159199750797,0.2382066463370621,0.3170585862340608,1.0,1.0,0.1333108641940958,1.0
1612,PTAFR,2.8263365819320696,0.0597959319492187,0.2597172210680184,0.4358781761988516,0.6906847657685582,1.0,0.1782133806262122,1.0,1.0,1.0,0.8506818528429039,1.0
1694,RCAN2,2.830336826233342,0.0599437889759375,1.0,0.5184502553450132,0.6977238945180402,1.0,0.5820282295226769,1.0,1.0,1.0,0.043816357834089,1.0
581,ENAH,2.8343370705346143,0.0600820803458306,0.4732384601003846,0.3589465811574475,1.0,1.0,0.6387768435649753,1.0,1.0,1.0,0.0166320730005363,1.0
1512,PLIN5,2.838337314835887,0.0601235550645312,0.9752884627122086,0.3589465811574475,0.9221749651233508,0.6628000179921385,0.1302614338823622,1.0,1.0,1.0,0.7458902090265229,1.0
1484,PLA2G3,2.8423375591371594,0.0601366770148437,1.0,0.3227326627329253,0.2740862741544241,0.0683284647624833,0.6558993884568947,1.0,1.0,1.0,0.9370599979099616,1.0
578,ELMO1,2.8463378034384315,0.0603782608956718,1.0,0.6421863589875758,0.2458783326142669,0.6117799729176134,0.2270185642454132,1.0,1.0,1.0,0.0758683904499638,1.0
1689,RBL2,2.850338047739704,0.06053017330625,0.3923177523426771,0.6017879719871302,0.1480780412438125,0.0832217768348755,0.8656565540016024,1.0,1.0,1.0,0.3677438245061395,1.0
1516,PLK4,2.8543382920409766,0.06085965903125,0.3589465811574475,0.2761825047420463,0.835773431257255,0.3728380324309374,0.2288567553827765,1.0,1.0,1.0,0.0376742054862672,1.0
1410,PDE4C,2.8583385363422487,0.0609507136006191,1.0,0.1364231674264591,0.6017879719871302,0.979089258101179,0.2197711284408489,1.0,1.0,1.0,0.8712776950493827,1.0
1311,NEO1,2.8623387806435217,0.0610336883398437,1.0,0.3818547356934284,1.0,1.0,0.3112102537256069,1.0,1.0,1.0,0.9771884191137532,1.0
1211,MAPK6,2.8663390249447938,0.0610735261390703,1.0,0.895733017965424,0.99429646597062,0.5720677154094196,0.11525083641727,1.0,1.0,1.0,0.0028962632426352,1.0
2092,YWHAZ,2.870339269246066,0.0610907422640331,0.5402871491910413,0.6438934805830061,0.5061794109560072,0.549786333980617,0.5061794109560072,1.0,1.0,1.0,0.0056675596999807,1.0
1510,PLIN2,2.874339513547339,0.0611874806101562,1.0,0.8209174965776396,0.9676885814334162,1.0,0.1278580805189318,1.0,1.0,1.0,0.4820999155866013,1.0
533,DUSP8,2.878339757848611,0.0612349626275781,1.0,0.8395060118233304,1.0,1.0,0.6353749467215747,1.0,1.0,1.0,0.9202828193774986,1.0
2027,TXN,2.882340002149883,0.0613942937914062,0.5918697075272304,0.5918702375710694,1.0,1.0,0.6456034324461988,1.0,1.0,1.0,0.0002545997308527,1.0
165,BDKRB1,2.886340246451156,0.0614095124992187,0.6353744630241253,0.2126912527199261,0.9146100405445944,1.0,0.9259601127032032,1.0,1.0,1.0,0.8805682545045059,1.0
151,AZI2,2.890340490752428,0.0614145884804687,1.0,1.0,1.0,0.5951488448152125,0.6801762019143189,1.0,1.0,1.0,0.0009025483726659,1.0
292,CCNB3,2.8943407350537007,0.0615354855304687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0180292304878218,1.0
1908,TACR2,2.8983409793549733,0.0616767874078125,0.049874788209849,0.4529061230171649,0.005750942362139,0.0100008518293412,0.01421076715953,1.0,1.0,1.0,0.1568819277941383,1.0
1941,TFRC,2.9023412236562454,0.0617343599335937,1.0,0.416486750762464,0.828337788367049,0.9581928761753724,0.7950765800208118,0.6023451362422172,1.0,0.5115366451236327,0.054488035298459,1.0
475,CYSLTR2,2.906341467957518,0.0618453571960937,1.0,0.1736486113198617,1.0,1.0,0.416486750762464,1.0,1.0,1.0,0.8301689645965534,1.0
1165,LTB4R2,2.9103417122587905,0.0619981786953125,1.0,0.4732384601003846,0.1662356772764653,1.0,0.8506881860719427,1.0,1.0,1.0,0.0037260867152833,1.0
1230,ME1,2.9143419565600626,0.062031770721875,0.1026349894172588,0.2307055178258495,0.7877332367668235,1.0,0.3896858327278331,1.0,1.0,1.0,0.0104210419681085,1.0
2028,TXN2,2.918342200861335,0.0620527824473437,1.0,0.4615590008934203,1.0,0.1619036168091723,0.2537216042765594,1.0,1.0,1.0,0.0126882312929608,1.0
474,CYSLTR1,2.9223424451626077,0.0620866179898437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7530962447963572,1.0
878,IFI16,2.9263426894638798,0.0623062424335937,1.0,0.7950765800208118,0.351506602246237,0.2382066463370621,0.1706543323770283,0.6755939209350842,1.0,1.0,0.8525528626485739,1.0
562,EGLN2,2.9303429337651523,0.0624798383460937,1.0,0.8469542667104454,0.9828905880928936,0.8432237801687793,0.4644636813503597,1.0,1.0,1.0,1.0,1.0
87,APLN,2.934343178066425,0.0624798755546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1061910941916459,1.0
1198,MAP4K1,2.938343422367697,0.0624961089985937,1.0,0.1797546458542518,1.0,0.2720009409244894,0.2517446478775356,0.5970270839661096,1.0,1.0,0.6836358934922977,1.0
156,BBC3,2.9423436666689695,0.0625011275398437,0.5820282295226769,0.5951678062353475,1.0,1.0,0.5184502553450132,1.0,1.0,1.0,0.4056302208271104,1.0
1372,NTSR1,2.946343910970242,0.0626654802578125,0.9638896978279232,0.0550924909723573,0.5308730731929201,1.0,0.895733017965424,1.0,1.0,1.0,0.0603714164701268,1.0
2017,TRHR,2.950344155271514,0.0627788106890624,1.0,0.3614484128996954,0.1141549946391333,1.0,0.9809898569038292,1.0,1.0,1.0,0.6495961407497244,1.0
986,IRAG1,2.9543443995727867,0.0629121034859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3792632454334852,1.0
1363,NRG2,2.9583446438740593,0.063201685703125,0.952498308355988,0.6977238945180402,0.4821036759429927,1.0,0.9487032189700564,1.0,1.0,1.0,0.5689694031836605,1.0
115,ATP1A2,2.9623448881753314,0.0632202950368029,0.6977238945180402,0.828337788367049,0.8394968079341012,0.8394968079341012,0.9183915793830312,1.0,1.0,1.0,0.5984737357310427,1.0
1468,PITX2,2.966345132476604,0.063304249359375,0.835773431257255,0.1494186222439587,0.8098172431442923,0.8806732702840152,0.6732046879885242,1.0,1.0,1.0,0.3612273590436931,1.0
1857,SOD2,2.9703453767778765,0.0633825129429687,0.2197711284408489,0.8024381238987224,1.0,1.0,0.8135131968506659,1.0,1.0,1.0,1.0,1.0
10,ACSBG1,2.9743456210791486,0.0634177247976562,1.0,0.5031357470143778,0.5061794109560072,1.0,0.2363154167770794,1.0,1.0,1.0,0.4865674249818242,1.0
1807,SHOC2,2.978345865380421,0.0635070170145546,1.0,0.3369221446519522,0.2637677010229654,0.8394922778803323,0.828337788367049,1.0,1.0,1.0,0.0133847551984049,1.0
119,ATP1B2,2.9823461096816937,0.0635177558653506,1.0,0.9942964741299556,1.0,1.0,0.7950765800208118,1.0,1.0,1.0,0.828337788367049,1.0
357,CHRM3,2.9863463539829658,0.0641167934710577,1.0,0.4850786910667827,0.3774857511288951,0.3089387413505673,0.0127737445748138,1.0,1.0,0.3249311654768372,0.6438877902512061,1.0
2000,TOLLIP,2.9903465982842383,0.0641174038347656,0.4500423158932323,0.4192253791839797,1.0,1.0,0.7404871464907055,1.0,1.0,1.0,0.0607575330641472,1.0
1373,NUMB,2.994346842585511,0.0643026610781249,0.7585542021467591,0.5434451776356353,0.6942010329568615,1.0,0.3949604230687942,0.6207870927503878,1.0,0.2540354686593772,0.0610833246454811,1.0
118,ATP1B1,2.998347086886783,0.0643161765481028,0.873159199750797,0.8098172431442923,1.0,1.0,0.744089774246399,1.0,1.0,0.9604691439572924,0.0199128477272254,1.0
1406,PDE3A,3.002347331188056,0.0643377153439933,0.7225628209081943,0.9828905880928936,0.0569298086355437,0.7987551158485091,0.4500423158932323,1.0,1.0,1.0,0.8263939757009285,1.0
865,HTR2B,3.006347575489328,0.0643914725023437,1.0,0.3818547356934284,1.0,0.5918702375710694,0.3134927549744813,1.0,1.0,1.0,0.6564164785882788,1.0
132,ATP6V1C1,3.0103478197906,0.0644245122660125,1.0,0.6285942485373732,0.3539756673825743,0.4791386099413017,0.3112102537256069,0.3249311654768372,1.0,1.0,0.0665421955199522,1.0
1475,PLA2G10,3.014348064091873,0.0645013187570312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4578883136548005,1.0
1717,RLN2,3.0183483083931453,0.0645660928125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4873086530625723,1.0
116,ATP1A3,3.0223485526944174,0.0646935809462981,0.2517446478775356,0.2057775757258029,0.7859000187818611,1.0,0.3157862461705493,1.0,1.0,1.0,0.1290554111383511,1.0
1923,TBXA2R,3.0263487969956904,0.0648193723789062,1.0,1.0,0.7658185896471094,0.6134519144106743,0.8881980993944443,1.0,1.0,1.0,0.9070365577742358,1.0
840,HMOX1,3.0303490412969625,0.0648202908164062,0.7297150726441002,0.9562944752596728,0.1046578075718719,0.7694585654328076,0.5277532657303159,1.0,1.0,1.0,0.360193384606354,1.0
1711,RICTOR,3.0343492855982346,0.065402244821875,1.0,0.9866922766824622,0.4110412665755688,1.0,0.8694064072587895,1.0,1.0,1.0,0.578749423864707,1.0
299,CCNG2,3.0383495298995067,0.0654861059375,0.0627499504494612,0.4615590008934203,0.9866922766824622,0.1016353086738895,0.0140236644166965,1.0,1.0,1.0,0.3333301034800365,1.0
491,DDIT4,3.0423497742007797,0.0656455262816484,0.6456034324461988,0.8320537311474636,0.2363154167770794,1.0,0.5529705291894391,1.0,1.0,1.0,0.0110832952594963,1.0
1173,MAGI3,3.046350018502052,0.0658961323257812,0.952498308355988,0.416486750762464,0.3044286764672613,1.0,0.1981958995492289,0.1961325662609215,1.0,1.0,0.0040868758152155,1.0
1127,LFNG,3.050350262803324,0.0660464138195312,0.7621837768491206,0.3429503676634471,0.9221749651233508,0.4386902621934847,0.588581083293209,1.0,1.0,1.0,0.3702817308809555,1.0
261,CCKAR,3.054350507104597,0.0660659275976562,1.0,0.0594585984030965,0.083222217854212,1.0,0.2597172210680184,1.0,1.0,0.3249311654768372,0.5081022220190183,1.0
1825,SLC27A4,3.058350751405869,0.066269328934375,1.0,1.0,1.0,1.0,0.1965393252334311,1.0,1.0,1.0,0.0871082294796578,1.0
1824,SLC27A1,3.062350995707142,0.0662773578039062,1.0,0.4500423158932323,0.2617373858603573,0.4110345735148941,0.0450779316093066,0.0519334897339941,1.0,1.0,0.5722606177199832,1.0
1909,TACR3,3.066351240008414,0.0662786016554687,1.0,0.5061794109560072,0.2678629279431149,1.0,0.2617373858603573,1.0,1.0,1.0,0.2134542807098167,1.0
1703,RGL2,3.070351484309686,0.0664629462518906,1.0,0.1844378628858105,0.3766880346720888,0.0563117858838654,0.2658102277887764,1.0,1.0,0.8359817542801296,0.943012548866858,1.0
1511,PLIN4,3.074351728610959,0.0666896083671875,0.2092137279225486,0.929746936940584,0.4703034422423718,0.3321483886308887,0.7083313654430826,1.0,1.0,1.0,0.1157961173979176,1.0
1716,RLN1,3.0783519729122313,0.066773981234375,0.2720009409244894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5415920771730777,1.0
1307,NCOR1,3.0823522172135034,0.0669291637815312,1.0,0.019412310338625,1.0,0.0208157511355038,0.7767537038335269,1.0,1.0,1.0,0.4865686719051068,1.0
866,HTR2C,3.0863524615147764,0.0670497153109375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0609138597464282,1.0
1070,KRT17,3.0903527058160485,0.0674332240015625,1.0,0.1534959453339454,0.9942964741299556,1.0,0.2382066463370621,1.0,1.0,1.0,0.5690230295204488,1.0
763,GNRH1,3.0943529501173206,0.067441976703125,1.0,1.0,0.0977138882872683,1.0,0.8024381238987224,1.0,1.0,1.0,0.3429151519793059,1.0
114,ATP1A1,3.0983531944185936,0.0674991132851992,0.5031357470143778,0.3564556630801542,0.9373252740961556,0.0106590898476512,0.2911619515584414,1.0,1.0,1.0,0.0627491984684076,1.0
802,GRPR,3.1023534387198657,0.0675353172070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0081311664162277,1.0
771,GRAP2,3.106353683021138,0.06756467371875,1.0,0.3021901193584687,1.0,0.0627499504494612,0.3309611195931166,0.3249311654768372,1.0,1.0,0.3086549395349953,1.0
1208,MAPK15,3.110353927322411,0.0675958887056562,0.6117799729176134,0.6697293864767297,0.8656565540016024,0.895733017965424,0.1290554111383511,1.0,1.0,1.0,0.4056067076283653,1.0
1907,TACR1,3.114354171623683,0.0676541757148437,0.8995040509478887,0.7694585654328076,0.5277532657303159,1.0,0.549786333980617,1.0,1.0,1.0,0.1882080809991968,1.0
540,EBAG9,3.118354415924956,0.0678071830882812,0.0750850848484214,0.4572204222966001,0.4275045515761392,0.1130673720385591,0.7261359620753296,1.0,1.0,1.0,0.0257268209790752,1.0
70,ALDOB,3.122354660226228,0.0678999869609375,1.0,0.2109473074665628,0.835773431257255,1.0,0.9335353525395846,1.0,1.0,1.0,0.2587359250361568,1.0
584,ENO3,3.1263549045275,0.067915981203125,1.0,0.0009499853680386,1.0,1.0,0.1231549642873975,1.0,1.0,1.0,0.8357643982653291,1.0
1674,RASAL2,3.130355148828772,0.0684206576565156,0.3134927549744813,0.2057775757258029,0.7333000811681523,0.9828905880928936,0.4151207368489202,1.0,1.0,1.0,0.0270158045390203,1.0
16,ACSL6,3.134355393130045,0.068691117890625,1.0,0.3976138285619145,0.3345290866505369,0.7987551158485091,0.7225628209081943,1.0,1.0,1.0,0.0206840474020556,1.0
89,APOA1,3.1383556374313173,0.0690924613851562,1.0,0.2092137279225486,0.7877332367668235,1.0,0.5340022117583216,1.0,1.0,1.0,0.1202429168296706,1.0
609,FABP1,3.1423558817325903,0.0690933791609375,1.0,0.4791386099413017,0.1026349894172588,1.0,0.2040749571224892,1.0,1.0,1.0,0.0682982778364685,1.0
1670,RASA3,3.1463561260338624,0.0693041629385,0.7297150726441002,0.0866709469541868,0.2678629279431149,0.8825533282336198,0.2911619515584414,0.1348869011712886,1.0,1.0,0.2740746042472302,1.0
523,DTX4,3.1503563703351345,0.0693708148085937,1.0,0.0033035804787289,0.1590632759892748,0.2977459406624527,0.3112102537256069,1.0,1.0,1.0,0.1001406262252118,1.0
1667,RARA,3.1543566146364066,0.0693737572265625,0.2699264955144616,0.2637683841923489,0.2162096714850749,0.9316408536002176,0.0538952847070837,1.0,1.0,1.0,0.1202795224886007,1.0
1334,NLRX1,3.1583568589376796,0.0694186682421875,1.0,0.944909214272268,1.0,0.5122956740974749,0.5787646345391508,1.0,1.0,1.0,0.645589263936269,1.0
13,ACSL3,3.1623571032389517,0.0696009270445312,0.9904942674707437,0.884434381770755,0.9790892880092326,0.9752884627122086,0.5918702375710694,1.0,1.0,1.0,0.0101395294999701,1.0
611,FABP4,3.1663573475402247,0.0696912679125,1.0,0.4415127453392038,0.2288567553827765,1.0,0.3134927549744813,1.0,1.0,1.0,0.6623287911402356,1.0
1617,PTGER1,3.170357591841497,0.069695909809375,0.5402883081739063,0.0849324259029921,0.8320537311474636,1.0,0.2325648701417598,0.3895327047167157,1.0,1.0,0.0633900336324302,1.0
1375,OLR1,3.174357836142769,0.0699284864382812,1.0,0.1197171345710743,0.0416214312245755,1.0,1.0,1.0,1.0,1.0,0.1152341937542768,1.0
1121,LDHC,3.178358080444041,0.069981405265625,1.0,0.3589465811574475,0.0455909426806823,1.0,0.0647960879406428,1.0,1.0,1.0,0.1858765736317958,1.0
439,CTNND2,3.182358324745314,0.070066747290625,0.873159199750797,0.6387768435649753,0.1077512439851151,0.9942964741299556,0.3134927549744813,1.0,1.0,1.0,0.9657888958333614,1.0
92,APOC3,3.186358569046586,0.0701118018703125,1.0,0.2597172210680184,0.0199128477272254,1.0,0.1364231674264591,1.0,1.0,1.0,0.3751861800457601,1.0
832,HJV,3.190358813347858,0.0702973857695312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4550910194715859,1.0
543,EDA2R,3.194359057649131,0.070303581375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4715736720448977,1.0
1164,LTB,3.1983593019504033,0.07048790040625,1.0,0.3766880346720888,1.0,0.4970775461617177,0.7333000811681523,1.0,1.0,1.0,0.0411319689861818,1.0
821,HDAC5,3.2023595462516754,0.0706151016179687,1.0,0.2846765757385875,0.5984737357310427,1.0,0.9638896978279232,1.0,1.0,1.0,0.9828905146735648,1.0
1569,PPP4R3C,3.2063597905529484,0.070701638340625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1675,RASAL3,3.2103600348542205,0.0707882642221875,0.3250701145111485,0.1766819721580167,0.2740862741544241,1.0,0.4821036759429927,1.0,1.0,1.0,0.8413385714901369,1.0
375,COL3A1,3.2143602791554926,0.0709225441640625,0.5001017794853693,0.4500423158932323,0.8656565540016024,1.0,0.7154347306097097,1.0,1.0,1.0,0.0652312355989338,1.0
1402,PDE10A,3.2183605234567656,0.0709705756492961,0.0292387130590073,0.3044286764672613,0.0647957048178104,1.0,0.6906847657685582,1.0,0.3249311654768372,0.626662590268225,0.0038120788818834,1.0
1440,PGK2,3.2223607677580377,0.071047464765625,1.0,1.0,0.4910584304873011,1.0,0.5402883081739063,1.0,1.0,1.0,0.0824552321674953,1.0
91,APOA5,3.2263610120593107,0.071111132596875,1.0,0.5153681949056692,0.0223070214509611,1.0,0.1428074685946973,1.0,1.0,1.0,0.4599247542668511,1.0
839,HMGCS2,3.230361256360583,0.0711937405328125,0.549786333980617,0.6084411459306318,0.7404875043717178,1.0,0.4275045515761392,1.0,1.0,1.0,0.1426006037671548,1.0
532,DUSP7,3.234361500661855,0.0712411227986718,0.4615590008934203,0.7333000811681523,0.1351731542321975,1.0,0.4137587062889861,1.0,1.0,1.0,0.8413555947262802,1.0
1064,KRT10,3.238361744963127,0.07154875959375,0.0594585984030965,1.0,1.0,1.0,0.0191661897488385,1.0,1.0,1.0,0.0270162424154239,1.0
811,HAMP,3.2423619892644,0.0716650462101562,0.4761835269024038,0.2933456501846204,0.5561637403987543,1.0,0.8098172431442923,1.0,1.0,1.0,0.0117818137497419,1.0
764,GNRH2,3.246362233565672,0.071727100125,0.5308730731929201,0.3227326627329253,0.2197711284408489,1.0,0.2911619515584414,0.4610143891726546,1.0,1.0,0.7566581166505358,1.0
488,DCN,3.250362477866945,0.0718581509453125,0.5466112014260416,1.0,1.0,0.8432237801687793,0.1924429392004798,1.0,1.0,1.0,0.3728366646983816,1.0
1147,LLGL1,3.254362722168217,0.0719348511667031,0.929746936940584,0.8919643394259521,0.618481826370963,1.0,0.3250701145111485,0.2024843966011751,1.0,1.0,0.3989411785651507,1.0
684,FYB1,3.2583629664694893,0.0722228345664062,1.0,1.0,1.0,1.0,1.0,0.3249311654768372,1.0,1.0,0.3702721460334661,1.0
567,EHHADH,3.2623632107707614,0.0725373684789062,0.6871751603158041,0.0939143219555107,0.0690536036958379,1.0,0.7549299403019574,1.0,1.0,1.0,0.062058970218188,1.0
542,EDA,3.2663634550720344,0.072680626109375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6975514856449831,1.0
499,DHX58,3.2703636993733065,0.0728148320703125,0.7118799224040282,0.3157862461705493,0.3502754817964562,0.5323872111632272,0.1428074685946973,1.0,1.0,1.0,0.01085733330199,1.0
2038,VANGL2,3.2743639436745795,0.0729112261523437,0.344165064059352,0.3766880346720888,0.3539756673825743,0.2325648701417598,0.8919643394259521,1.0,1.0,1.0,0.910824716489788,1.0
1026,ITPR3,3.2783641879758516,0.0729867473078125,1.0,0.2270185642454132,0.11525083641727,0.4002779519228027,0.0108590342564299,0.3249311654768372,1.0,1.0,0.2170729305094709,1.0
90,APOA2,3.2823644322771237,0.0730243874226562,1.0,0.7585542021467591,1.0,1.0,0.9221749651233508,1.0,1.0,1.0,0.4137074836636476,1.0
1793,SGK1,3.286364676578396,0.0730782374445312,0.835773431257255,0.0392922141688255,0.5031357470143778,0.7333000811681523,0.8209174965776396,0.7734251646640478,1.0,1.0,0.8900801280830983,1.0
1270,MOB1B,3.290364920879669,0.07313422065625,1.0,0.6627995653997223,0.8135131968506659,1.0,0.1016348193318024,1.0,1.0,1.0,0.0581702074815937,1.0
728,GK,3.294365165180941,0.0733828815726562,1.0,0.9108304335449982,1.0,1.0,1.0,1.0,1.0,1.0,6.975287670610353e-05,1.0
79,ANGPTL4,3.298365409482214,0.0734512718723437,1.0,0.2288567553827765,0.6628000179921385,0.2537216042765594,0.9942964741299556,1.0,1.0,1.0,0.1597674118276636,1.0
2043,VCAM1,3.302365653783486,0.073533596990625,1.0,0.7658185896471094,0.7118799224040282,1.0,0.0627499504494612,1.0,1.0,1.0,0.0181824110876971,1.0
473,CYP8B1,3.306365898084758,0.0736287761710937,0.6524600089125,0.3589465811574475,1.0,1.0,0.8806732702840152,1.0,1.0,1.0,0.1865379834676847,1.0
162,BCL2L11,3.31036614238603,0.0737876448867187,1.0,0.4443455997406166,0.7895670382928575,0.4137587062889861,0.1036424764172704,1.0,1.0,1.0,0.8787751314688965,1.0
5,ACADL,3.314366386687303,0.0738537904429687,1.0,0.8769148484870471,0.5593659204126147,0.5690257932249676,0.344165064059352,1.0,1.0,1.0,0.1758129908402748,1.0
510,DLL1,3.3183666309885753,0.0739206473359375,0.5402883081739063,0.4302852964109404,0.3417397923821004,0.4137587062889861,0.0476924477343668,1.0,1.0,1.0,0.3123411312099285,1.0
1630,PTPRC,3.3223668752898483,0.0739333698835937,1.0,1.0,1.0,1.0,0.3044286764672613,1.0,1.0,1.0,0.0406424332677272,1.0
1055,KIF3A,3.3263671195911204,0.0740678373460937,1.0,0.884434381770755,0.4940630842734778,0.4219745701791013,0.1266694063736092,1.0,1.0,1.0,0.0078324350149855,1.0
729,GK2,3.3303673638923925,0.0741374821679687,0.4500423158932323,0.3639611490571611,0.4083344518725905,0.4110412665755688,0.2233738197596421,1.0,1.0,1.0,0.3147317463800516,1.0
1054,KIDINS220,3.3343676081936655,0.074187195375,1.0,0.4821036759429927,0.5593659204126147,1.0,0.160478697150551,1.0,1.0,1.0,0.0184427813124537,1.0
