Gene_num,Gene_name,Att_deg
848,HRH2,0.026223215373454713
849,HSP90AA1,0.021308670758497582
850,HSP90AB1,0.02132255922450771
851,HSP90B1,0.011947125867591982
852,HSPA1A,0.018329024057064828
853,HSPA1B,0.0191238915158031
854,HSPA1L,0.038366447396875
855,HSPA2,0.02342425658046875
856,HSPA6,0.0411294868409375
857,HSPA8,0.017342114041949963
858,HSPB1,0.23748828939634276
859,HTR1A,0.21641048764203125
860,HTR1B,0.21836442096609376
861,HTR1D,0.21034662023164064
862,HTR1E,0.20428833958124998
863,HTR1F,0.2470496710597656
864,HTR2A,0.053647742015625
865,HTR2B,0.06474653730468749
866,HTR2C,0.06722558080078125
867,HTR4,0.28913038585710865
868,HTR5A,0.027470010070304855
869,HTR6,0.2839772593669566
870,HTR7,0.4983182247656286
871,IBSP,0.27671625353593754
872,ICAM1,0.089724699109375
873,ICOS,0.585960982421875
874,ID1,0.23069500874125
875,ID2,0.18938012062109374
876,ID3,0.201071885484375
877,ID4,0.20703724765000003
878,IFI16,0.061915378532031246
879,IFIH1,0.282332309953125
880,IFNA1,0.8774008712945311
881,IFNA10,0.9539774816671875
882,IFNA13,0.8414506090578124
883,IFNA14,0.7863933153609375
884,IFNA16,0.8210423692960938
885,IFNA17,0.8210423746179687
886,IFNA2,0.8758763396585938
887,IFNA21,0.99529178331875
888,IFNA4,0.8210423680039063
889,IFNA5,0.8775979147195312
890,IFNA6,0.8747412347148438
891,IFNA7,0.8432330413804687
892,IFNA8,0.8479830504132813
893,IFNAR1,1.5735502841039062
894,IFNAR2,1.602991088866875
895,IFNB1,1.0218453198828126
896,IFNE,0.42901060408671876
897,IFNG,0.8130994299277656
898,IFNGR1,0.5230709088796874
899,IFNGR2,0.48363997963859373
900,IFNK,0.4170464765929688
901,IFNL1,0.3411259032632813
902,IFNL2,0.3410813963421875
903,IFNL3,0.3405095182484375
904,IFNLR1,0.48245801076171874
905,IFNW1,0.495142879025
906,IGF1,1.6841079221889061
907,IGF1R,4.310198789817969
908,IGF2,0.8524849961852343
909,IGFBP3,0.0339098586796875
910,IHH,0.24164341759375
911,IKBKB,3.0165660567710937
912,IKBKE,0.42374069400000003
913,IKBKG,3.7705383976101565
914,IL10,0.6865856059144531
915,IL10RA,0.4551923915507813
916,IL10RB,0.43906196242296874
917,IL11,0.3163527101453125
918,IL11RA,0.4093758376377344
919,IL12A,0.6705134610947969
920,IL12B,0.7747954411120547
921,IL12RB1,0.46313073384921877
922,IL12RB2,0.4800944918265625
923,IL13,0.41692656852489063
924,IL13RA1,0.447346990451875
925,IL13RA2,0.484510404015625
926,IL15,0.33190261023046874
927,IL15RA,0.45943211459218747
928,IL17A,0.036245968265625
929,IL17B,0.017534896671875
930,IL17C,0.04439661636328125
931,IL17D,0.41603235032929686
932,IL17F,0.03870372603515625
933,IL17RA,0.23748807670023436
934,IL17RB,0.0810784971453125
935,IL17RC,0.10529440155171874
936,IL17RE,0.056822771173437495
937,IL18,0.05376508899476563
938,IL19,0.3649778339007812
939,IL1A,0.405185207428125
940,IL1B,0.7524111434098985
941,IL1R1,0.5661342609023438
942,IL1RAP,0.4593172715703125
943,IL2,0.9725876016261406
944,IL20,0.31946841545625
945,IL20RA,0.46729052196953125
946,IL20RB,0.46941605825
947,IL21,0.3160503494976562
948,IL21R,0.5126795073765624
949,IL22,0.3353398774609375
950,IL22RA1,0.46847746210703123
951,IL22RA2,0.45795437590078125
952,IL23A,0.397913464671875
953,IL23R,0.45866010742968755
954,IL24,0.31948549101171875
955,IL25,0.03761660054296875
956,IL27RA,0.4479375908117188
957,IL2RA,1.2309181599499999
958,IL2RB,1.288829099303125
959,IL2RG,1.2789119129523439
960,IL3,0.5998898618765625
961,IL3RA,1.2507391884414063
962,IL4,0.9391311985525312
963,IL4R,1.1743363992071876
964,IL5,0.6065364797208516
965,IL5RA,0.45906354680390626
966,IL6,1.2093388283266406
967,IL6R,1.5035387910265625
968,IL6ST,0.7871168749851563
969,IL7,0.6223739731476563
970,IL7R,1.3199014873539063
971,IL9,0.3217866793625
972,IL9R,0.4875080019484375
973,ILK,0.035300016878125
974,INHBA,0.5063490599484375
975,INHBB,0.5181083052890625
976,INHBC,0.5101231653710938
977,INHBE,0.525874952515625
978,INPP5D,0.666885069453125
979,INPPL1,0.52457436359375
980,INS,2.0486896019984373
981,INSL3,0.030755274242187502
982,INSL5,0.0285387724609375
983,INSR,5.352801286407422
984,INVS,0.025401699276562502
985,IQCE,0.13482295389843751
986,IRAG1,0.0645653549390625
987,IRAK1,0.5105072280460938
988,IRAK2,0.1728502619453125
989,IRAK3,0.15776630405078124
990,IRAK4,0.7135928867265625
991,IRF1,0.35156812723046876
992,IRF3,1.0304101646245472
993,IRF5,0.20035305850000001
994,IRF7,1.1480040127367066
995,IRF9,0.26688618969335937
996,IRS1,2.7443625936245315
997,IRS2,1.5658379485921876
998,IRS4,2.383134013075781
999,ITCH,0.166037977490625
1000,ITGA1,0.9168170001579938
1001,ITGA10,0.8181674437671387
1002,ITGA11,0.9453336480211697
1003,ITGA2,0.9371825710218409
1004,ITGA2B,0.9009063536130273
1005,ITGA3,0.7396933979391505
1006,ITGA4,0.9727542659632895
1007,ITGA5,0.8597280003757983
1008,ITGA6,0.805756128199433
1009,ITGA7,0.5759370180580716
1010,ITGA8,0.8950438195395525
1011,ITGA9,1.008458232236381
1012,ITGAL,0.09633065015625
1013,ITGAM,0.10695493421484376
1014,ITGAV,1.5331129738104634
1015,ITGB1,0.806236825440489
1016,ITGB2,0.1052616494609375
1017,ITGB3,1.7014200877112238
1018,ITGB4,0.6424039947023167
1019,ITGB5,0.7973727512841464
1020,ITGB6,1.1709198242101722
1021,ITGB7,0.8775394848029554
1022,ITGB8,0.8681957359724413
1023,ITK,0.37045346488359376
1024,ITPR1,0.04457710652890625
1025,ITPR2,0.058950883140625
1026,ITPR3,0.072677418853125
1027,JAG1,0.3164485250515625
1028,JAG2,0.06008759526171875
1029,JAK1,1.0401912191145313
1030,JAK2,1.8883941546492187
1031,JAK3,1.2572148063796875
1032,JMJD7-PLA2G4B,0.369210823065625
1033,JUN,3.1057522690255737
1034,JUND,0.3330345955677679
1035,KAT2A,0.22296210764437502
1036,KAT2B,0.32182864855335935
1037,KCNJ12,0.018785411875
1038,KCNJ14,0.01757942547265625
1039,KCNJ18,0.0197371065546875
1040,KCNJ2,0.0179692699609375
1041,KCNJ3,0.2836099922175
1042,KCNJ4,0.00791991461328125
1043,KCNJ5,0.372713715366875
1044,KCNJ6,0.38963909493335935
1045,KCNJ8,0.018546512429687502
1046,KCNJ9,0.17821597043367188
1047,KCNMA1,0.0786094181625
1048,KCNMB1,0.0891862698671875
1049,KCNMB2,0.10344081064453126
1050,KCNMB3,0.10935536445312499
1051,KCNMB4,0.07913630108671875
1052,KCNU1,0.0945936491640625
1053,KDR,3.915578496385156
1054,KIDINS220,0.0723473806484375
1055,KIF3A,0.07305846977734375
1056,KIF7,0.07679233470312499
1057,KIT,3.2776533578973437
1058,KITLG,1.2964381119308594
1059,KLF2,0.24442110162804687
1060,KLF4,0.11423489545312498
1061,KNG1,0.23164107415625002
1062,KRAS,5.708326958527051
1063,KRIT1,0.028419534392968748
1064,KRT10,0.0705536163203125
1065,KRT12,0.07656441323828125
1066,KRT13,0.10076580328125001
1067,KRT14,0.0789072228203125
1068,KRT15,0.2699824632734375
1069,KRT16,0.07625468849609375
1070,KRT17,0.06694000723984375
1071,KRT18,0.07789056008984376
1072,KRT19,0.09246346240234374
1073,KRT20,0.07687853246093751
1074,KRT23,0.07633987597265626
1075,KRT24,0.07658345824609375
1076,KRT25,0.07965804272656249
1077,KRT26,0.07895785022265625
1078,KRT27,0.07740103200390624
1079,KRT28,0.07660229763671875
1080,KRT31,0.07502262946874999
1081,KRT32,0.10108220579296875
1082,KRT33A,0.07667843172265626
1083,KRT33B,0.07633900271484376
1084,KRT34,0.082558222296875
1085,KRT35,0.0953982651328125
1086,KRT36,0.10171198212109375
1087,KRT37,0.0773119025078125
1088,KRT38,0.08327333260546875
1089,KRT39,0.07962480383593751
1090,KRT40,0.07677232133984374
1091,KRT9,0.07639247185546875
1092,KSR1,0.0439216098125
1093,KSR2,0.0211479015859375
1094,LAMA1,0.29626364489296875
1095,LAMA2,0.2757407480898437
1096,LAMA3,0.35317567252890625
1097,LAMA4,0.2619069324984375
1098,LAMA5,0.19426103852734375
1099,LAMB1,0.23410235731328127
1100,LAMB2,0.17796771742734374
1101,LAMB3,0.27321073682578123
1102,LAMB4,0.2975758068
1103,LAMC1,0.28142886878671874
1104,LAMC2,0.2853171082390625
1105,LAMC3,0.2689225282039063
1106,LAMTOR1,0.17161934134091328
1107,LAMTOR2,0.19788904209601327
1108,LAMTOR3,0.41268100724600704
1109,LAMTOR4,0.11713342622033751
1110,LAMTOR5,0.18271608841364845
1111,LAT,2.1623700671375
1112,LATS1,0.3242955571640625
1113,LATS2,0.3549425092648437
1114,LCK,0.3215222882789063
1115,LCN2,0.09168960387032812
1116,LCP2,0.633661779275
1117,LDHA,0.04123506644435156
1118,LDHAL6A,0.0830584504375
1119,LDHAL6B,0.0766635235078125
1120,LDHB,0.038453309650598594
1121,LDHC,0.07111023799609376
1122,LEF1,0.9177804840485156
1123,LEFTY1,0.123216180046875
1124,LEFTY2,0.12476685664062499
1125,LEP,1.3621535922914063
1126,LEPR,1.6289106366148438
1127,LFNG,0.06761232078125
1128,LGR4,0.1409123694921875
1129,LGR5,0.1506019245234375
1130,LGR6,0.14676480392187502
1131,LHB,0.0320813460390625
1132,LHCGR,0.5101727085412885
1133,LIF,0.4233699032796875
1134,LIFR,0.8567979112703126
1135,LILRA1,0.0366733818046875
1136,LILRA2,0.037672574375000004
1137,LILRA4,0.039628146039062506
1138,LILRA5,0.0423131067109375
1139,LILRA6,0.041665989046875004
1140,LILRB1,0.03491343578125
1141,LILRB2,0.039352869421875
1142,LILRB3,0.041220733671875
1143,LILRB4,0.0339562582734375
1144,LILRB5,0.040708098609375
1145,LIMD1,0.22863186712109373
1146,LIPE,2.570802819197125
1147,LLGL1,0.07045729245695312
1148,LLGL2,0.09062070808507812
1149,LPAR1,1.0359938678059966
1150,LPAR2,1.341305000976432
1151,LPAR3,1.4114908619449038
1152,LPAR4,1.575078789437487
1153,LPAR5,1.4397871170216798
1154,LPAR6,1.3379823146826433
1155,LPIN1,0.0108132761046875
1156,LPIN2,0.012755883140625
1157,LPIN3,0.019219691812500002
1158,LPL,0.10036323238671875
1159,LRP2,0.1397286956796875
1160,LRP5,1.4530087411851562
1161,LRP6,1.4927156131804686
1162,LSP1,0.4335628322905468
1163,LTA,0.11764298525
1164,LTB,0.07080957969140625
1165,LTB4R2,0.06192876145703125
1166,LTBP1,0.21551539299218753
1167,LTBR,0.18040769040703125
1168,LY96,0.0522914156875
1169,LYN,0.6149897715853907
1170,MAGED1,0.019453514945625
1171,MAGI1,0.486024512303125
1172,MAGI2,0.5794430451703125
1173,MAGI3,0.0655641294609375
1174,MALT1,1.2144149376555469
1175,MAML1,0.16504731005390627
1176,MAML2,0.22872547658984374
1177,MAML3,0.23228730247421875
1178,MAP2K1,3.602880569821172
1179,MAP2K2,1.729134025254375
1180,MAP2K3,1.0347693800914453
1181,MAP2K4,1.3054677802181565
1182,MAP2K5,0.7008828377578125
1183,MAP2K6,1.29155030971
1184,MAP2K7,1.5167710131588281
1185,MAP3K1,0.7928477579437422
1186,MAP3K11,0.048280679638906254
1187,MAP3K12,0.01069829644765625
1188,MAP3K13,0.01216522465390625
1189,MAP3K14,0.8426292555742187
1190,MAP3K2,0.27464991177187503
1191,MAP3K20,0.02390296512109375
1192,MAP3K3,0.32920711560820315
1193,MAP3K4,0.284837631415625
1194,MAP3K5,0.5983808524757812
1195,MAP3K6,0.03310616763828125
1196,MAP3K7,1.6496703684924219
1197,MAP3K8,0.45775784785734375
1198,MAP4K1,0.06402985114703126
1199,MAP4K2,0.021460496625
1200,MAP4K3,0.0147068008046875
1201,MAP4K4,0.01286643387265625
1202,MAPK1,7.798475165636127
1203,MAPK10,1.74922757837067
1204,MAPK11,1.6541490917874686
1205,MAPK12,2.039900728580195
1206,MAPK13,2.7448527065179764
1207,MAPK14,2.5288790734665545
1208,MAPK15,0.0669543759763789
1209,MAPK3,3.7633953442847496
1210,MAPK4,0.05178506271563281
1211,MAPK6,0.059212473714523435
1212,MAPK7,1.6692470336352656
1213,MAPK8,3.0184639437842415
1214,MAPK8IP1,0.0476362080126875
1215,MAPK8IP2,0.047804261133476564
1216,MAPK8IP3,0.029190334619015625
1217,MAPK9,2.208394909508395
1218,MAPKAP1,0.02523714501171875
1219,MAPKAPK2,0.642974063440253
1220,MAPKAPK3,0.5926864711816017
1221,MAPKAPK5,0.08124109779136306
1222,MAPT,0.009552949001953123
1223,MATK,0.03686572995179688
1224,MAVS,0.4840765363710937
1225,MAX,0.048975139521874995
1226,MC2R,0.26525501964123255
1227,MCL1,0.18067738800753907
1228,MDM2,0.36167661097578124
1229,MDM4,0.0273313381578125
1230,ME1,0.062011624531250004
1231,ME3,0.05686176240390625
1232,MECOM,0.076859855725
1233,MED1,0.24740082314765624
1234,MED12,0.21871384129632812
1235,MED12L,0.2833238718809375
1236,MED13,0.2880249756719531
1237,MED13L,0.24015956445445313
1238,MED14,0.23462149445835936
1239,MED16,0.18764023737515623
1240,MED17,0.23681453980804684
1241,MED24,0.16570868673484374
1242,MED27,0.21130067469179686
1243,MED30,0.23980914249773438
1244,MED4,0.19675439589984375
1245,MEF2A,0.13146937386640625
1246,MEF2B,0.1495377487390625
1247,MEF2C,0.17199931000453125
1248,MEF2D,0.1153932378828125
1249,MEFV,0.23051747693808577
1250,MEGF8,0.020148755929687498
1251,MET,3.4959436530810155
1252,MFN1,0.025220215253906247
1253,MFN2,0.0230679461875
1254,MFNG,0.0814168650625
1255,MGRN1,0.020171941156249998
1256,MIOS,0.2962350235703125
1257,MKNK1,0.5840622710009999
1258,MKNK2,0.5192641967697578
1259,MLKL,0.301705831875
1260,MLST8,0.1654544221296875
1261,MLYCD,0.12616920731640624
1262,MMP1,0.19557690060797656
1263,MMP13,0.09722363594786719
1264,MMP14,0.1300849472484375
1265,MMP2,0.34841920264320314
1266,MMP3,0.10379302221279688
1267,MMP7,0.10127608941406249
1268,MMP9,0.2909881070482031
1269,MOB1A,0.07638333208984376
1270,MOB1B,0.07319524632421875
1271,MOSMO,0.02221941180078125
1272,MPL,0.4626567323984375
1273,MRAS,0.7057034587916836
1274,MS4A2,0.3141254026671875
1275,MST1,0.32869134832351565
1276,MST1R,0.6905073434695312
1277,MTCP1,0.02943836132734375
1278,MTOR,2.5520004673390626
1279,MUC5AC,0.09725096763417969
1280,MUC5B,0.09460225366625781
1281,MYB,0.1547075570703125
1282,MYC,0.7879563573648437
1283,MYD88,1.1018245524329688
1284,MYH6,0.1250979374703906
1285,MYH7,0.11626355517125
1286,MYL2,0.09738741646874999
1287,MYL3,0.0967730356484375
1288,MYL4,0.09562592822656249
1289,MYL6,0.17115317886070397
1290,MYL6B,0.1820853466371129
1291,MYL9,0.6309756450698083
1292,MYLK,1.007160692591626
1293,MYLK2,1.2279838722030951
1294,MYLK3,1.324979431412547
1295,MYLK4,1.2325987124864997
1296,NAIP,0.05221742671875
1297,NAMPT,0.67198897484375
1298,NANOG,0.4064754259414063
1299,NANOGP8,0.3611759978984375
1300,NBL1,0.21372283753812502
1301,NCF1,0.0403979606609375
1302,NCK1,0.5499376378242187
1303,NCK2,0.4070969333828125
1304,NCOA1,0.7073318786594454
1305,NCOA2,0.8609851575694922
1306,NCOA3,0.84448809785475
1307,NCOR1,0.06817797874632812
1308,NCOR2,0.052730971798437505
1309,NCSTN,0.12630152047734375
1310,NEK7,0.0138272081015625
1311,NEO1,0.06130941755078125
1312,NF1,0.15151339289343752
1313,NF2,0.48445937136484374
1314,NFATC1,3.391662778692422
1315,NFATC2,3.481165827836328
1316,NFATC3,3.1870280939367186
1317,NFATC4,1.1351138298364845
1318,NFKB1,5.65784360022146
1319,NFKB2,0.3594116439007813
1320,NFKBIA,1.4033880628325
1321,NFKBIB,1.038640206784375
1322,NFKBIE,0.757622594375
1323,NGF,1.5952665088885938
1324,NGFR,3.2568478503376888
1325,NKD1,0.157925744634375
1326,NKD2,0.13961273699296875
1327,NLK,0.18900395326015626
1328,NLRC4,0.12637000976953125
1329,NLRP1,0.03528324068264843
1330,NLRP12,0.041436420562500006
1331,NLRP3,0.39904807034105055
1332,NLRP6,0.02018766147265625
1333,NLRP7,0.01996604800390625
1334,NLRX1,0.07082542988671875
1335,NOD1,0.07991258488671875
1336,NOD2,0.1588711661280781
1337,NODAL,0.5635596686328125
1338,NOG,0.369312570875
1339,NOS1,0.359977939235099
1340,NOS2,0.5096571214100473
1341,NOS3,2.975122019493959
1342,NOTCH1,0.46372384078249995
1343,NOTCH2,0.49641035795375
1344,NOTCH3,0.6665100185177344
1345,NOTCH4,0.40125842865375
1346,NOTUM,0.2910154150546875
1347,NOX1,0.09190842826750001
1348,NOX4,0.098848216301875
1349,NPPA,1.65706395925
1350,NPPB,0.144348007296875
1351,NPPC,1.0
1352,NPR1,1.0355858482570235
1353,NPR2,1.416673997734375
1354,NPRL2,0.14994752691484375
1355,NPRL3,0.14346821168125
1356,NPY,0.6395259275308594
1357,NPY1R,0.19532554095796872
1358,NR1H3,0.07500888419296875
1359,NR4A1,0.5920142246590234
1360,NRAS,6.112245109042114
1361,NRF1,0.027330990703125
1362,NRG1,0.0951546199140625
1363,NRG2,0.06368105977343749
1364,NRG3,0.141914840859375
1365,NRG4,0.0374019699375
1366,NSMAF,0.37389593701562496
1367,NTF3,0.9932352227470312
1368,NTF4,0.9558102263449219
1369,NTRK1,3.242408977240703
1370,NTRK2,1.676663084309922
1371,NTRK3,0.768589390671875
1372,NTSR1,0.06282306333984375
1373,NUMB,0.06358477115625
1374,NUMBL,0.056779591207031244
1375,OLR1,0.07020357645703125
1376,OPRD1,0.30269127457421874
1377,OPRM1,0.3658909539859375
1378,ORAI1,0.6174588173601563
1379,ORAI2,0.4108256725390625
1380,ORAI3,0.46621994390625
1381,OSM,0.6115788317390625
1382,OSMR,1.20008296886875
1383,OTUD5,0.04759972216015625
1384,OXT,0.6298708043000001
1385,OXTR,0.7648364087043382
1386,P2RY1,0.03618786452411235
1387,PAK1,0.854005280788125
1388,PAK2,0.5739488840685938
1389,PAK3,0.2275960201289453
1390,PAK4,0.27909401731682815
1391,PAK5,0.3235085093024219
1392,PAK6,0.24801775508773438
1393,PALS1,0.13558705101171875
1394,PARD3,1.2066326995409375
1395,PARD6A,0.6338820128372656
1396,PARD6B,1.1575406480718748
1397,PARD6G,0.9843036595379687
1398,PATJ,0.122969430890625
1399,PCK1,0.77258181828125
1400,PCK2,0.7715126445819063
1401,PDCD1,0.0546091424453125
1402,PDE10A,0.07022576212185314
1403,PDE1A,0.14134353525824073
1404,PDE1B,0.11005158786575907
1405,PDE1C,0.1554117429771613
1406,PDE3A,0.06445654160341094
1407,PDE3B,1.5369658603322531
1408,PDE4A,0.040582611373302345
1409,PDE4B,0.054111112722687496
1410,PDE4C,0.061110573604117965
1411,PDE4D,0.11270773433925313
1412,PDGFA,1.5677681656753126
1413,PDGFB,1.8485868266317187
1414,PDGFC,1.7415174095283594
1415,PDGFD,1.7721936693528906
1416,PDGFRA,4.423773835413281
1417,PDGFRB,3.7831059341889848
1418,PDHA1,0.014478481580468749
1419,PDHA2,0.020968894843750002
1420,PDHB,0.016706068975
1421,PDK1,0.12425962349296875
1422,PDPK1,1.530915959283125
1423,PERP,0.015121614757812499
1424,PF4,0.1653767050234375
1425,PF4V1,0.17032411754296875
1426,PFKFB1,0.18874399057265626
1427,PFKFB2,0.32075411160937506
1428,PFKFB3,0.13841805141250002
1429,PFKFB4,0.13752005146875002
1430,PFKL,0.051837525561484375
1431,PFKM,0.05561242555859375
1432,PFKP,0.050587283814601564
1433,PFN1,0.01589877096573846
1434,PFN2,0.012744194822649673
1435,PFN3,0.10721582216390163
1436,PFN4,0.09237108810176028
1437,PGAM5,0.38937165796093753
1438,PGF,1.0785424150133593
1439,PGK1,0.04144834006242188
1440,PGK2,0.0722111413515625
1441,PGR,0.076673106453125
1442,PHKA1,0.8534240924298184
1443,PHKA2,0.7415887297987719
1444,PHKB,0.7079842782378508
1445,PHKG1,0.9157824917673332
1446,PHKG2,0.6078648360902009
1447,PHLPP1,0.020963831782031248
1448,PHLPP2,0.0283418190109375
1449,PIAS1,0.0479679644625
1450,PIAS2,0.0483824821375
1451,PIAS3,0.0435239855765625
1452,PIAS4,0.04292926960703125
1453,PIDD1,0.0131782853671875
1454,PIK3AP1,0.29525686399921874
1455,PIK3C3,0.08191644230859375
1456,PIK3CA,5.090201578917489
1457,PIK3CB,4.237558994487252
1458,PIK3CD,4.6286708231712135
1459,PIK3CG,2.070028776991697
1460,PIK3R1,3.096843354422254
1461,PIK3R2,3.322204701868529
1462,PIK3R3,4.372270463761163
1463,PIK3R4,0.07832852778125
1464,PIK3R5,2.0779680394535345
1465,PIK3R6,2.0203977150754
1466,PIM1,0.22084005299140624
1467,PIN1,0.00774922862803125
1468,PITX2,0.063603931484375
1469,PKLR,0.030823723980468752
1470,PKM,0.016510766530023473
1471,PKN1,0.1533646743234811
1472,PKN2,0.3177963521285416
1473,PKN3,0.0140703672265625
1474,PLA1A,0.05477925456796874
1475,PLA2G10,0.06444548993124999
1476,PLA2G12A,0.05411478014578125
1477,PLA2G12B,0.05503386641406249
1478,PLA2G1B,0.05710360699375
1479,PLA2G2A,0.054204442555468746
1480,PLA2G2C,0.05372475957578125
1481,PLA2G2D,0.05545999812578126
1482,PLA2G2E,0.054566178539062496
1483,PLA2G2F,0.054073593634375
1484,PLA2G3,0.05991769141875
1485,PLA2G4A,0.5483849453575
1486,PLA2G4B,0.41174226070296877
1487,PLA2G4C,0.4306750843764062
1488,PLA2G4D,0.4944013562709375
1489,PLA2G4E,0.5250647335514843
1490,PLA2G4F,0.49359718566562494
1491,PLA2G5,0.04760391337390625
1492,PLA2G6,0.0371675122203125
1493,PLAAT3,0.02140505060296875
1494,PLAT,0.16526483496093752
1495,PLAU,0.031808566140624994
1496,PLCB1,2.3637627310226534
1497,PLCB2,2.3398274980521725
1498,PLCB3,2.646340132577855
1499,PLCB4,4.255069522472763
1500,PLCD1,0.093162111234375
1501,PLCD3,0.0938211696734375
1502,PLCD4,0.10272237172656251
1503,PLCE1,0.463382873359375
1504,PLCG1,1.7021593014939969
1505,PLCG2,2.29468002591493
1506,PLCZ1,0.11153343696093751
1507,PLD1,0.8180614512841093
1508,PLD2,0.6837235706139844
1509,PLIN1,0.16574384069921877
1510,PLIN2,0.06280177306484375
1511,PLIN4,0.06859474734453125
1512,PLIN5,0.06144607998203125
1513,PLK1,0.0583604696640625
1514,PLK2,0.043984635864843746
1515,PLK3,0.082540721875
1516,PLK4,0.062395365795312505
1517,PLN,0.9141277567282031
1518,PLTP,0.042264798478906254
1519,PMAIP1,0.01668635426171875
1520,POMC,0.6204602354492188
1521,PORCN,0.25401926518125
1522,POU5F1,0.3050107242421875
1523,POU5F1B,0.307447850984375
1524,PPARA,1.2137744165473712
1525,PPARD,0.2917596257381201
1526,PPARG,0.7331765643355469
1527,PPARGC1A,0.811122789353125
1528,PPBP,0.16663773889453126
1529,PPIF,1.34377125646875
1530,PPM1A,0.040852500277343745
1531,PPM1B,0.026062879128125
1532,PPM1D,0.01648055683203125
1533,PPP1CA,0.4813764815384694
1534,PPP1CB,0.533009402014273
1535,PPP1CC,0.5796268021963947
1536,PPP1R12A,0.37871548755983814
1537,PPP1R12B,0.22005565745918765
1538,PPP1R12C,0.09247629891593086
1539,PPP1R1B,0.019469652418178125
1540,PPP1R3A,0.535703911446142
1541,PPP1R3B,0.48073060993693434
1542,PPP1R3C,0.3374220336058744
1543,PPP1R3D,0.45928838992071874
1544,PPP1R3E,0.27535612829863043
1545,PPP1R3F,0.3008711427460067
1546,PPP2CA,0.25204679400671876
1547,PPP2CB,0.19726804897351563
1548,PPP2R1A,0.1805850540263672
1549,PPP2R1B,0.4150564471164062
1550,PPP2R2A,0.20802210398671875
1551,PPP2R2B,0.155065435765625
1552,PPP2R2C,0.153727956278125
1553,PPP2R2D,0.18711264479375
1554,PPP2R3A,0.3833395352203125
1555,PPP2R3B,0.18853794305234373
1556,PPP2R3C,0.1864734612984375
1557,PPP2R5A,0.19905559537890627
1558,PPP2R5B,0.13863144580234377
1559,PPP2R5C,0.13913425532031248
1560,PPP2R5D,0.14813946231875
1561,PPP2R5E,0.20087251897578123
1562,PPP3CA,1.3510582305200602
1563,PPP3CB,1.7937346414848063
1564,PPP3CC,2.5245227678550126
1565,PPP3R1,1.5004505782632938
1566,PPP3R2,2.9314925655978694
1567,PPP4C,0.03758352088828125
1568,PPP4R3A,0.04772576066796875
1569,PPP4R3C,0.07038635466875
1570,PPP5C,0.0227683345296875
1571,PRDM4,0.02403054938671875
1572,PREX1,0.1471747202781653
1573,PRICKLE1,0.0453306310515625
1574,PRICKLE2,0.04566401214375
1575,PRICKLE3,0.05215677193125
1576,PRICKLE4,0.053689766796875
1577,PRKAA1,1.7992642277749513
1578,PRKAA2,1.9348890201109947
1579,PRKAB1,1.2832467091250481
1580,PRKAB2,1.5210819236121913
1581,PRKACA,2.2095576751134267
1582,PRKACB,2.3609701833171512
1583,PRKACG,4.5155430748782965
1584,PRKAG1,1.078417140867137
1585,PRKAG2,1.1710151655949632
1586,PRKAG3,1.6283649615218954
1587,PRKAR1A,0.13033005065625
1588,PRKAR1B,0.09804820514321876
1589,PRKAR2A,0.26902183703125
1590,PRKAR2B,0.19933656789062498
1591,PRKCA,1.573358627339922
1592,PRKCB,1.573991218928672
1593,PRKCD,1.62104529047875
1594,PRKCE,0.9498923713351626
1595,PRKCG,0.6074131050978906
1596,PRKCI,1.126466672750078
1597,PRKCQ,1.3544508652164062
1598,PRKCZ,0.84794058726125
1599,PRKD1,0.15440396856015626
1600,PRKD2,0.13741584508046875
1601,PRKD3,0.14323643152812499
1602,PRKG1,0.7457024234718881
1603,PRKG2,0.6528506735837949
1604,PRL,0.66495401555
1605,PRLR,1.5705070916432813
1606,PRMT1,0.0594952325515625
1607,PRR5,0.026446603906249998
1608,PSEN1,0.1701324284515625
1609,PSEN2,0.13646103420625
1610,PSENEN,0.10212699427343751
1611,PSTPIP1,0.0563684110390625
1612,PTAFR,0.059781716296874995
1613,PTCH1,0.31130737593359376
1614,PTCH2,0.294547864125
1615,PTCRA,0.037990009203124994
1616,PTEN,1.2675955016367189
1617,PTGER1,0.07005003565234375
1618,PTGER2,0.27218721892821096
1619,PTGER3,0.2944106652522656
1620,PTGFR,0.32847415647740175
1621,PTGS2,0.6563578251536719
1622,PTK2,0.5943311809808629
1623,PTK2B,0.10515829702992187
1624,PTPN1,0.130721302078125
1625,PTPN11,0.3464020832330469
1626,PTPN2,0.0511275208125
1627,PTPN5,0.04736143107390625
1628,PTPN6,0.7043682918620313
1629,PTPN7,0.10692813170789062
1630,PTPRC,0.07431697308984375
1631,PTPRF,0.17392356135234377
1632,PTPRR,0.08616637875070313
1633,PXN,0.08709512445070312
1634,PYCARD,0.43678728466196876
1635,PYDC1,0.0178311589453125
1636,PYDC2,0.02043090625
1637,PYGB,0.4271524531739547
1638,PYGL,0.6991712732596931
1639,PYGM,0.5973343183319493
1640,RAB10,0.04191779721953125
1641,RAB11B,0.03170918777632813
1642,RAB14,0.04259872709921875
1643,RAB2A,0.03870949389921875
1644,RAB5A,0.012795989290625
1645,RAB5B,0.01238019522890625
1646,RAB5C,0.010742962218749999
1647,RAB8A,0.04620642343359375
1648,RAC1,1.4119569483915937
1649,RAC2,2.4688189401222655
1650,RAC3,1.7532243845527344
