Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR008271:Ser/Thr_kinase_AS	4	20.0	0.0028846294958271733	GSK3B, MAP2K1, MAPK8, PRKCA	20	316	20607	13.04240506329114	0.24219153772387259	0.055384886319881727	0.047307923731565636
KEGG_PATHWAY	hsa04960:Aldosterone-regulated sodium reabsorption	3	15.0	0.002938266756184983	INSR, PIK3R3, PRKCA	20	38	8840	34.89473684210526	0.42150310527491386	0.006506162102981034	0.002938266756184983
GOTERM_MF_DIRECT	GO:0005009~insulin receptor activity	2	10.0	0.002950003276217215	INSR, IGF1R	20	3	19304	643.4666666666667	0.30262521401731557	0.08977422443702035	0.07800055565839473
KEGG_PATHWAY	hsa04114:Oocyte meiosis	4	20.0	0.0030653722720182528	MAP2K1, PPP2R1B, PPP2R1A, IGF1R	20	139	8840	12.719424460431656	0.4350595251947059	0.006707755795239942	0.0030653722720182528
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	4	20.0	0.0032563775509622996	NFKBIA, MAP2K1, MAPK8, PIK3R3	20	142	8840	12.450704225352114	0.4548392328004319	0.007042863075337066	0.0032563775509622996
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	4	20.0	0.0033140159177411505	NFKBIA, GSK3B, CASP8, FOXO1	20	311	19304	12.414147909967845	0.33301076363682003	0.08977422443702035	0.07800055565839473
GOTERM_CC_DIRECT	GO:0005899~insulin receptor complex	2	10.0	0.0036339256798913174	INSR, IGF1R	20	4	20887	522.1750000000001	0.2553821152925604	0.05886959601423934	0.055962455470326286
INTERPRO	IPR040723:cPLA2_C2	2	10.0	0.003683237352219783	PLA2G4F, PLA2G4E	20	4	20607	515.175	0.2982959665323597	0.05617943683882343	0.047986602299828346
GOTERM_MF_DIRECT	GO:0044877~protein-containing complex binding	4	20.0	0.0038159581677960634	CASP8, MYC, INSR, IGF1R	20	327	19304	11.806727828746176	0.37276713790202565	0.08977422443702035	0.07800055565839473
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	5	25.0	0.003875688670472529	MAP2K1, MYC, PIK3R3, PRKCA, SOS2	20	312	8840	7.083333333333333	0.5143556252778274	0.00828595508859644	0.003875688670472529
KEGG_PATHWAY	hsa04261:Adrenergic signaling in cardiomyocytes	4	20.0	0.0040933357154242875	PPP2R1B, PPP2R1A, PPP2R2A, PRKCA	20	154	8840	11.480519480519481	0.5336985475871883	0.008651823216692245	0.0040933357154242875
KEGG_PATHWAY	hsa04218:Cellular senescence	4	20.0	0.004321238860496594	MAP2K1, MYC, PIK3R3, FOXO1	20	157	8840	11.261146496815288	0.5531320071324447	0.009030903685981646	0.004321238860496594
KEGG_PATHWAY	hsa04110:Cell cycle	4	20.0	0.004398898129761112	GSK3B, PPP2R1B, PPP2R1A, MYC	20	158	8840	11.18987341772152	0.5595683126341755	0.00905215111452826	0.004398898129761112
KEGG_PATHWAY	hsa04930:Type II diabetes mellitus	3	15.0	0.004466442040640353	MAPK8, INSR, PIK3R3	20	47	8840	28.212765957446805	0.5650912452728103	0.00905215111452826	0.004466442040640353
KEGG_PATHWAY	hsa04217:Necroptosis	4	20.0	0.0044774080781537625	PLA2G4F, MAPK8, CASP8, PLA2G4E	20	159	8840	11.119496855345913	0.5659813938137572	0.00905215111452826	0.0044774080781537625
INTERPRO	IPR041847:C2_cPLA2	2	10.0	0.004602036482735095	PLA2G4F, PLA2G4E	20	5	20607	412.14000000000004	0.3577741279516359	0.05617943683882343	0.047986602299828346
GOTERM_MF_DIRECT	GO:0004713~protein tyrosine kinase activity	3	15.0	0.004630450531340158	MAP2K1, INSR, IGF1R	20	104	19304	27.84230769230769	0.432336759060697	0.08977422443702035	0.07800055565839473
GOTERM_CC_DIRECT	GO:0030424~axon	4	20.0	0.0046621662780607235	GSK3B, MAPK8, INSR, IGF1R	20	380	20887	10.993157894736843	0.3151247087530977	0.060334916609648445	0.05735541455485099
GOTERM_BP_DIRECT	GO:0043243~positive regulation of protein-containing complex disassembly	2	10.0	0.004805251622548728	INSR, IGF1R	20	5	19734	394.68000000000006	0.8671126404827507	0.18259956165685165	0.1795416742606843
GOTERM_MF_DIRECT	GO:0043559~insulin binding	2	10.0	0.004912089797153492	INSR, IGF1R	20	5	19304	386.08	0.4516007172387918	0.08977422443702035	0.07800055565839473
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	12	60.0	0.005214128595895545	NFKBIA, GSK3B, MAPK8, PPP1R12A, CASP8, PPP2R1B, PPP2R1A, MYC, PRKCA, SOS2, FOXO1, MALT1	20	5754	20887	2.1779979144942647	0.34521565235310514	0.060334916609648445	0.05735541455485099
GOTERM_MF_DIRECT	GO:0106310~protein serine kinase activity	4	20.0	0.005227612921318993	GSK3B, MAP2K1, MAPK8, PRKCA	20	366	19304	10.548633879781422	0.47241306053340903	0.08977422443702035	0.07800055565839473
UP_KW_MOLECULAR_FUNCTION	KW-0808~Transferase	8	40.0	0.005295631697491437	GSK3B, MAP2K1, MAPK8, PLA2G4E, INSR, PIK3R3, PRKCA, IGF1R	15	2072	11889	3.0602316602316604	0.07164014407247787	0.036276522821022096	0.03109416241801894
KEGG_PATHWAY	hsa04140:Autophagy - animal	4	20.0	0.005309920681324894	MAP2K1, MAPK8, PIK3R3, IGF1R	20	169	8840	10.461538461538462	0.6285261193547982	0.010619841362649788	0.005309920681324894
KEGG_PATHWAY	hsa04530:Tight junction	4	20.0	0.005397974008843893	MAPK8, PPP2R1B, PPP2R1A, PPP2R2A	20	170	8840	10.4	0.6345927531391232	0.01068109750686132	0.005397974008843893
INTERPRO	IPR002642:LysoPLipase_cat_dom	2	10.0	0.005520032857127834	PLA2G4F, PLA2G4E	20	6	20607	343.45	0.4122133021563086	0.05617943683882343	0.047986602299828346
UP_SEQ_FEATURE	DOMAIN:PLA2c	2	10.0	0.005530208476335309	PLA2G4F, PLA2G4E	20	6	20569	342.81666666666666	0.7014838843104784	0.3714832128420293	0.3714832128420293
KEGG_PATHWAY	hsa04310:Wnt signaling pathway	4	20.0	0.005759051401987294	GSK3B, MAPK8, MYC, PRKCA	20	174	8840	10.160919540229886	0.6584564065568108	0.011275616429154072	0.005759051401987294
GOTERM_MF_DIRECT	GO:0004674~protein serine/threonine kinase activity	4	20.0	0.00588683438931281	GSK3B, MAP2K1, MAPK8, PRKCA	20	382	19304	10.106806282722513	0.5134015687592601	0.08977422443702035	0.07800055565839473
INTERPRO	IPR036941:Rcpt_L-dom_sf	2	10.0	0.006437227137781851	INSR, IGF1R	20	7	20607	294.3857142857143	0.46204017771124817	0.05617943683882343	0.047986602299828346
INTERPRO	IPR006211:Furin-like_Cys-rich_dom	2	10.0	0.006437227137781851	INSR, IGF1R	20	7	20607	294.3857142857143	0.46204017771124817	0.05617943683882343	0.047986602299828346
INTERPRO	IPR000494:Rcpt_L-dom	2	10.0	0.006437227137781851	INSR, IGF1R	20	7	20607	294.3857142857143	0.46204017771124817	0.05617943683882343	0.047986602299828346
UP_SEQ_FEATURE	DOMAIN:C2	3	15.0	0.006893777506086348	PLA2G4F, PLA2G4E, PRKCA	20	136	20569	22.68639705882353	0.7786582875807594	0.3714832128420293	0.3714832128420293
UP_KW_MOLECULAR_FUNCTION	KW-0829~Tyrosine-protein kinase	3	15.0	0.007955243945870702	MAP2K1, INSR, IGF1R	15	116	11889	20.498275862068965	0.10579370925146869	0.036276522821022096	0.03109416241801894
INTERPRO	IPR000008:C2_dom	3	15.0	0.008086590868804446	PLA2G4F, PLA2G4E, PRKCA	20	148	20607	20.885472972972973	0.5413503316775133	0.06469272695043557	0.05525837093683038
KEGG_PATHWAY	hsa04929:GnRH secretion	3	15.0	0.008398667887185737	MAP2K1, PIK3R3, PRKCA	20	65	8840	20.4	0.7916944296231694	0.016272419031422364	0.008398667887185737
GOTERM_BP_DIRECT	GO:0032873~negative regulation of stress-activated MAPK cascade	2	10.0	0.008633694298140069	MYC, FOXO1	20	9	19734	219.26666666666668	0.973569183368744	0.2754274978622099	0.27081507564920637
GOTERM_BP_DIRECT	GO:0046777~protein autophosphorylation	3	15.0	0.00890123441329468	GSK3B, INSR, IGF1R	20	149	19734	19.866442953020133	0.9763954427479579	0.2754274978622099	0.27081507564920637
SMART	SM00022:PLAc	2	10.0	0.008947236777818455	PLA2G4F, PLA2G4E	17	6	10692	209.6470588235294	0.1719962345637145	0.1111163349626512	0.10582508091681068
PIR_SUPERFAMILY	PIRSF000620:Insulin_receptor	2	10.0	0.009254441368863888	INSR, IGF1R	7	3	1940	184.76190476190476	0.054257720193243486	0.05552664821318333	0.05552664821318333
KEGG_PATHWAY	hsa05211:Renal cell carcinoma	3	15.0	0.009689293256441174	MAP2K1, PIK3R3, SOS2	20	70	8840	18.942857142857143	0.8365088503773914	0.01857946954327895	0.009689293256441174
GOTERM_BP_DIRECT	GO:0018105~peptidyl-serine phosphorylation	3	15.0	0.009841039411782094	GSK3B, MAPK8, PRKCA	20	157	19734	18.854140127388536	0.9841378397437034	0.2754274978622099	0.27081507564920637
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	3	15.0	0.009957425680294436	MAP2K1, MYC, PIK3R3	20	71	8840	18.67605633802817	0.8445395357921918	0.01889878751566087	0.009957425680294436
INTERPRO	IPR002011:Tyr_kinase_rcpt_2_CS	2	10.0	0.010097996552721146	INSR, IGF1R	20	11	20607	187.33636363636364	0.6225568842141891	0.07331192174893042	0.06262059982721141
KEGG_PATHWAY	hsa04622:RIG-I-like receptor signaling pathway	3	15.0	0.010228861327068156	NFKBIA, MAPK8, CASP8	20	72	8840	18.416666666666664	0.8522695025334568	0.01921786067509775	0.010228861327068156
UP_KW_MOLECULAR_FUNCTION	KW-0723~Serine/threonine-protein kinase	4	20.0	0.010364720806006313	GSK3B, MAP2K1, MAPK8, PRKCA	15	399	11889	7.945864661654135	0.1357241758420814	0.036276522821022096	0.03109416241801894
KEGG_PATHWAY	hsa05218:Melanoma	3	15.0	0.010503586320799712	MAP2K1, PIK3R3, IGF1R	20	73	8840	18.164383561643834	0.85970384924249	0.019536670556687466	0.010503586320799712
GOTERM_BP_DIRECT	GO:0097062~dendritic spine maintenance	2	10.0	0.010542679344008033	INSR, IGF1R	20	11	19734	179.4	0.9882138850063819	0.2754274978622099	0.27081507564920637
GOTERM_BP_DIRECT	GO:2001241~positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	2	10.0	0.010542679344008033	PPP2R1B, PPP2R1A	20	11	19734	179.4	0.9882138850063819	0.2754274978622099	0.27081507564920637
UP_SEQ_FEATURE	DOMAIN:Caspase family p20	2	10.0	0.011031434950073192	CASP8, MALT1	20	12	20569	171.40833333333333	0.9109195756594777	0.3714832128420293	0.3714832128420293
INTERPRO	IPR035892:C2_domain_sf	3	15.0	0.011396736803271886	PLA2G4F, PLA2G4E, PRKCA	20	177	20607	17.463559322033895	0.667251729628918	0.07331192174893042	0.06262059982721141
UP_KW_DOMAIN	KW-0677~Repeat	11	55.00000000000001	0.011583818964437533	NFKBIA, PPP1R12A, CASP8, PPP2R1B, PPP2R1A, INSR, PIK3R3, PPP2R2A, PRKCA, MALT1, IGF1R	16	5064	14597	1.9817214652448658	0.10998266652621302	0.11583818964437533	0.11583818964437533
KEGG_PATHWAY	hsa05212:Pancreatic cancer	3	15.0	0.011635103602484619	MAP2K1, MAPK8, PIK3R3	20	77	8840	17.22077922077922	0.8865981667033879	0.021427022475862763	0.011635103602484619
INTERPRO	IPR000357:HEAT	2	10.0	0.011923585882883883	PPP2R1B, PPP2R1A	20	13	20607	158.51538461538462	0.683851497801307	0.07331192174893042	0.06262059982721141
UP_KW_LIGAND	KW-0067~ATP-binding	6	30.0	0.012242429985567606	GSK3B, MAP2K1, MAPK8, INSR, PRKCA, IGF1R	9	1443	6947	3.2095172095172093	0.07124278542973927	0.07345457991340563	0.07345457991340563
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	4	20.0	0.012379795939736073	MAP2K1, PPP1R12A, PIK3R3, SOS2	20	230	8840	7.6869565217391305	0.9014325211667754	0.022574922007754013	0.012379795939736073
GOTERM_BP_DIRECT	GO:0097242~amyloid-beta clearance	2	10.0	0.0124481815488574	INSR, IGF1R	20	13	19734	151.8	0.9947447282110625	0.29991932443544655	0.29489675201667115
GOTERM_MF_DIRECT	GO:0043560~insulin receptor substrate binding	2	10.0	0.012723916922655006	INSR, IGF1R	20	13	19304	148.4923076923077	0.7903421214249549	0.14140274395417912	0.122858121796254
GOTERM_MF_DIRECT	GO:0031994~insulin-like growth factor I binding	2	10.0	0.012723916922655006	INSR, IGF1R	20	13	19304	148.4923076923077	0.7903421214249549	0.14140274395417912	0.122858121796254
GOTERM_BP_DIRECT	GO:0070417~cellular response to cold	2	10.0	0.013399628460051341	NFKBIA, FOXO1	20	14	19734	140.95714285714286	0.9964909133774988	0.29991932443544655	0.29489675201667115
KEGG_PATHWAY	hsa05171:Coronavirus disease - COVID-19	4	20.0	0.013574955723609386	NFKBIA, MAPK8, PIK3R3, PRKCA	20	238	8840	7.428571428571429	0.9213097835384838	0.024513997714479086	0.013574955723609386
INTERPRO	IPR029030:Caspase-like_dom_sf	2	10.0	0.013745985327924455	CASP8, MALT1	20	15	20607	137.38000000000002	0.7351967744580706	0.07331192174893042	0.06262059982721141
INTERPRO	IPR011600:Pept_C14_caspase	2	10.0	0.013745985327924455	CASP8, MALT1	20	15	20607	137.38000000000002	0.7351967744580706	0.07331192174893042	0.06262059982721141
INTERPRO	IPR001309:Pept_C14_p20	2	10.0	0.013745985327924455	CASP8, MALT1	20	15	20607	137.38000000000002	0.7351967744580706	0.07331192174893042	0.06262059982721141
UP_SEQ_FEATURE	REPEAT:HEAT 15	2	10.0	0.013771224801857645	PPP2R1B, PPP2R1A	20	15	20569	137.12666666666667	0.9513444916557721	0.3714832128420293	0.3714832128420293
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	3	15.0	0.013878028866386477	MAP2K1, INSR, IGF1R	20	188	19734	15.745212765957445	0.9971362432695253	0.29991932443544655	0.29489675201667115
GOTERM_BP_DIRECT	GO:0046475~glycerophospholipid catabolic process	2	10.0	0.014350206910786917	PLA2G4F, PLA2G4E	20	15	19734	131.56	0.9976569362902932	0.29991932443544655	0.29489675201667115
GOTERM_MF_DIRECT	GO:0005524~ATP binding	6	30.0	0.014532201162267538	GSK3B, MAP2K1, MAPK8, INSR, PRKCA, IGF1R	20	1541	19304	3.758079169370539	0.8323600912777074	0.14140274395417912	0.122858121796254
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	11	55.00000000000001	0.014657395213094157	NFKBIA, SMPD2, GSK3B, MAP2K1, MAPK8, PPP1R12A, PLA2G4E, INSR, PRKCA, SOS2, IGF1R	20	5592	20887	2.0543365522174537	0.6976094755213337	0.14840612653257834	0.14107742892603126
SMART	SM00239:C2	3	15.0	0.01484104303888687	PLA2G4F, PLA2G4E, PRKCA	17	126	10692	14.974789915966387	0.26947931888960275	0.1111163349626512	0.10582508091681068
GOTERM_BP_DIRECT	GO:0045651~positive regulation of macrophage differentiation	2	10.0	0.015299917650796236	CASP8, PRKCA	20	16	19734	123.3375	0.9984355373252434	0.3045412180015632	0.2994412454512978
INTERPRO	IPR016035:Acyl_Trfase/lysoPLipase	2	10.0	0.015565200152496888	PLA2G4F, PLA2G4E	20	17	20607	121.21764705882353	0.7782069495665674	0.07864522182314217	0.06717612697393394
UP_SEQ_FEATURE	REPEAT:HEAT 14	2	10.0	0.01559375485521441	PPP2R1B, PPP2R1A	20	17	20569	120.99411764705883	0.9674904819415598	0.3714832128420293	0.3714832128420293
GOTERM_MF_DIRECT	GO:0004708~MAP kinase kinase activity	2	10.0	0.01563834545099288	MAP2K1, MAPK8	20	16	19304	120.65	0.8538254100199147	0.14140274395417912	0.122858121796254
GOTERM_MF_DIRECT	GO:0043548~phosphatidylinositol 3-kinase binding	2	10.0	0.01563834545099288	INSR, IGF1R	20	16	19304	120.65	0.8538254100199147	0.14140274395417912	0.122858121796254
KEGG_PATHWAY	hsa05235:PD-L1 expression and PD-1 checkpoint pathway in cancer	3	15.0	0.01566392265033818	NFKBIA, MAP2K1, PIK3R3	20	90	8840	14.733333333333333	0.9469515201265376	0.02801432320156636	0.01566392265033818
SMART	SM00220:S_TKc	4	20.0	0.0158737621375216	GSK3B, MAP2K1, MAPK8, PRKCA	17	365	10692	6.892506043513296	0.28539339650102913	0.1111163349626512	0.10582508091681068
KEGG_PATHWAY	hsa04540:Gap junction	3	15.0	0.01633016443854552	MAP2K1, PRKCA, SOS2	20	92	8840	14.41304347826087	0.9532286593605237	0.02892771986256635	0.01633016443854552
INTERPRO	IPR006212:Furin_repeat	2	10.0	0.0164736149755286	INSR, IGF1R	20	18	20607	114.48333333333333	0.7970180312627972	0.07907335188253728	0.06754182139966726
UP_SEQ_FEATURE	REPEAT:HEAT 12	2	10.0	0.016503822909052966	PPP2R1B, PPP2R1A	20	18	20569	114.27222222222223	0.9734268281410506	0.3714832128420293	0.3714832128420293
UP_SEQ_FEATURE	REPEAT:HEAT 13	2	10.0	0.016503822909052966	PPP2R1B, PPP2R1A	20	18	20569	114.27222222222223	0.9734268281410506	0.3714832128420293	0.3714832128420293
KEGG_PATHWAY	hsa05222:Small cell lung cancer	3	15.0	0.016667821719497065	NFKBIA, MYC, PIK3R3	20	93	8840	14.25806451612903	0.9561220116140404	0.02924730980968353	0.016667821719497065
GOTERM_MF_DIRECT	GO:0016301~kinase activity	3	15.0	0.017198851410992866	GSK3B, PIK3R3, PRKCA	20	206	19304	14.056310679611649	0.8795491263497185	0.14140274395417912	0.122858121796254
INTERPRO	IPR021133:HEAT_type_2	2	10.0	0.017381235613605644	PPP2R1B, PPP2R1A	20	19	20607	108.4578947368421	0.8142344761718417	0.07945707709076866	0.06786958668169822
GOTERM_MF_DIRECT	GO:0008970~phospholipase A1 activity	2	10.0	0.017576767683288242	PLA2G4F, PLA2G4E	20	18	19304	107.24444444444444	0.8850703350937565	0.14140274395417912	0.122858121796254
KEGG_PATHWAY	hsa05022:Pathways of neurodegeneration - multiple diseases	5	25.0	0.017713582441514518	GSK3B, MAP2K1, MAPK8, CASP8, PRKCA	20	483	8840	4.575569358178054	0.9640007177346214	0.030791834898333648	0.017713582441514518
UP_SEQ_FEATURE	REPEAT:HEAT 11	2	10.0	0.018321568375148336	PPP2R1B, PPP2R1A	20	20	20569	102.84500000000001	0.9822459950421829	0.3714832128420293	0.3714832128420293
GOTERM_MF_DIRECT	GO:0047498~calcium-dependent phospholipase A2 activity	2	10.0	0.01854462215792513	PLA2G4F, PLA2G4E	20	19	19304	101.60000000000001	0.8980920171989007	0.14140274395417912	0.122858121796254
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	9	45.0	0.01888017827072582	NFKBIA, GSK3B, MAPK8, PPP1R12A, CASP8, MYC, PPP2R2A, PRKCA, FOXO1	20	4030	20887	2.3322952853598014	0.7864566536756437	0.1699216044365324	0.16153041409398758
KEGG_PATHWAY	hsa04916:Melanogenesis	3	15.0	0.01947623445311092	GSK3B, MAP2K1, PRKCA	20	101	8840	13.12871287128713	0.9742242603556864	0.033542403780357694	0.01947623445311092
KEGG_PATHWAY	hsa03015:mRNA surveillance pathway	3	15.0	0.020207629722286187	PPP2R1B, PPP2R1A, PPP2R2A	20	103	8840	12.873786407766989	0.9775645955037922	0.034482744296745235	0.020207629722286187
GOTERM_MF_DIRECT	GO:0005515~protein binding	18	90.0	0.02118912563623443	GSK3B, MAP2K1, PPP1R12A, INSR, PIK3R3, PRKCA, PPP2R2A, FOXO1, MALT1, IGF1R, NFKBIA, SMPD2, MAPK8, CASP8, PPP2R1B, PPP2R1A, MYC, SOS2	20	12754	19304	1.3622079347655638	0.9266750381923621	0.15206313691885884	0.13212043043769703
UP_SEQ_FEATURE	REPEAT:HEAT 10	2	10.0	0.02194751517472938	PPP2R1B, PPP2R1A	20	24	20569	85.70416666666667	0.9920758798933982	0.3714832128420293	0.3714832128420293
UP_SEQ_FEATURE	REPEAT:HEAT	2	10.0	0.02194751517472938	PPP2R1B, PPP2R1A	20	24	20569	85.70416666666667	0.9920758798933982	0.3714832128420293	0.3714832128420293
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	3	15.0	0.02208626297197308	PPP2R1B, PPP2R1A, MYC	20	108	8840	12.277777777777777	0.984299925620093	0.03734586284351812	0.02208626297197308
UP_SEQ_FEATURE	REPEAT:HEAT 9	2	10.0	0.022852017350733028	PPP2R1B, PPP2R1A	20	25	20569	82.27600000000001	0.9935232957620921	0.3714832128420293	0.3714832128420293
KEGG_PATHWAY	hsa05145:Toxoplasmosis	3	15.0	0.023247324436012497	NFKBIA, MAPK8, CASP8	20	111	8840	11.945945945945946	0.9874125611461405	0.03895497608196689	0.023247324436012497
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	6	30.0	0.023393138117719394	NFKBIA, CASP8, MYC, INSR, MALT1, IGF1R	20	1737	19304	3.3340241796200343	0.9443055251608371	0.15855349168676477	0.13775959113768088
UP_SEQ_FEATURE	REGION:Disordered	18	90.0	0.02431727376863503	GSK3B, MAP2K1, PLA2G4F, PPP1R12A, PLA2G4E, INSR, PRKCA, FOXO1, MALT1, IGF1R, NFKBIA, SMPD2, MAPK8, CASP8, PPP2R1B, PPP2R1A, MYC, SOS2	20	13727	20569	1.3485903693450862	0.9953304145409494	0.3714832128420293	0.3714832128420293
GOTERM_BP_DIRECT	GO:0051247~positive regulation of protein metabolic process	2	10.0	0.02474946516888569	NFKBIA, MAPK8	20	26	19734	75.9	0.9999724775807013	0.4702398382088281	0.4623650083823645
KEGG_PATHWAY	hsa04725:Cholinergic synapse	3	15.0	0.024834236694402184	MAP2K1, PIK3R3, PRKCA	20	115	8840	11.530434782608694	0.9906976891817412	0.040877593142998284	0.024834236694402184
KEGG_PATHWAY	hsa04724:Glutamatergic synapse	3	15.0	0.024834236694402184	PLA2G4F, PLA2G4E, PRKCA	20	115	8840	11.530434782608694	0.9906976891817412	0.040877593142998284	0.024834236694402184
UP_SEQ_FEATURE	REPEAT:HEAT 8	2	10.0	0.025560771525827704	PPP2R1B, PPP2R1A	20	28	20569	73.46071428571429	0.9964637943361487	0.3714832128420293	0.3714832128420293
SMART	SM00261:FU	2	10.0	0.026617023609862452	INSR, IGF1R	17	18	10692	69.88235294117648	0.43250939311476577	0.13973937395177788	0.13308511804931225
UP_KW_CELLULAR_COMPONENT	KW-0539~Nucleus	10	50.0	0.02686203906447731	NFKBIA, GSK3B, MAP2K1, MAPK8, CASP8, PPP2R1A, MYC, PRKCA, FOXO1, MALT1	16	5858	17942	1.9142625469443495	0.27873813538737	0.13568345734270165	0.13568345734270165
UP_SEQ_FEATURE	REPEAT:HEAT 7	2	10.0	0.029161379383762998	PPP2R1B, PPP2R1A	20	32	20569	64.278125	0.9984221863538467	0.39732379410377083	0.39732379410377083
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	4	20.0	0.0295642636596834	MAP2K1, MYC, INSR, FOXO1	20	713	19734	5.5354838709677425	0.999996539958824	0.5092592614504713	0.5007309963065639
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	3	15.0	0.02987560423829365	GSK3B, MAP2K1, PRKCA	20	277	19304	10.453429602888086	0.9752858336610819	0.18937336178411962	0.16453751105833345
GOTERM_BP_DIRECT	GO:0048009~insulin-like growth factor receptor signaling pathway	2	10.0	0.030377889251047084	MAP2K1, IGF1R	20	32	19734	61.66875	0.9999975652642127	0.5092592614504713	0.5007309963065639
GOTERM_MF_DIRECT	GO:0004712~protein serine/threonine/tyrosine kinase activity	2	10.0	0.031044813407232728	GSK3B, MAP2K1	20	32	19304	60.325	0.9786670756955783	0.18937336178411962	0.16453751105833345
GOTERM_BP_DIRECT	GO:0031663~lipopolysaccharide-mediated signaling pathway	2	10.0	0.03224718211677287	NFKBIA, MALT1	20	34	19734	58.04117647058824	0.9999989153184031	0.5092592614504713	0.5007309963065639
GOTERM_BP_DIRECT	GO:0030010~establishment of cell polarity	2	10.0	0.03224718211677287	GSK3B, IGF1R	20	34	19734	58.04117647058824	0.9999989153184031	0.5092592614504713	0.5007309963065639
UP_SEQ_FEATURE	REPEAT:HEAT 6	2	10.0	0.03364441597108567	PPP2R1B, PPP2R1A	20	37	20569	55.5918918918919	0.9994247489790312	0.4314401577468633	0.4314401577468633
UP_KW_CELLULAR_COMPONENT	KW-1003~Cell membrane	8	40.0	0.03392086433567541	SMPD2, GSK3B, PLA2G4F, PLA2G4E, PPP2R1A, INSR, PRKCA, IGF1R	16	4049	17942	2.2156087922943937	0.3390746138563955	0.13568345734270165	0.13568345734270165
GOTERM_BP_DIRECT	GO:0071407~cellular response to organic cyclic compound	2	10.0	0.034113060575629656	PLA2G4F, CASP8	20	36	19734	54.81666666666667	0.9999995168110024	0.5092592614504713	0.5007309963065639
GOTERM_BP_DIRECT	GO:0042113~B cell activation	2	10.0	0.034113060575629656	CASP8, MALT1	20	36	19734	54.81666666666667	0.9999995168110024	0.5092592614504713	0.5007309963065639
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	3	15.0	0.03524545489704572	MAP2K1, PIK3R3, SOS2	20	139	8840	9.53956834532374	0.9987366287516214	0.057505742200443015	0.03524545489704572
UP_KW_PTM	KW-0007~Acetylation	9	45.0	0.036988754904374616	MAP2K1, CASP8, PPP2R1B, PPP2R1A, MYC, PPP2R2A, PRKCA, FOXO1, MALT1	18	3511	14252	2.0296211905440047	0.3873567407912134	0.5150972378444613	0.5150972378444613
KEGG_PATHWAY	hsa05017:Spinocerebellar ataxia	3	15.0	0.037597001224449866	MAPK8, PIK3R3, PRKCA	20	144	8840	9.208333333333332	0.9991975906757075	0.060809062849979785	0.037597001224449866
GOTERM_MF_DIRECT	GO:0004714~transmembrane receptor protein tyrosine kinase activity	2	10.0	0.037713060391636424	INSR, IGF1R	20	39	19304	49.4974358974359	0.9908132867425687	0.21439897683812645	0.18628107823640494
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	3	15.0	0.037805946748736684	MAPK8, CASP8, FOXO1	20	322	19734	9.192857142857143	0.9999999029360224	0.5449270945162735	0.5358015211631303
UP_KW_LIGAND	KW-0547~Nucleotide-binding	6	30.0	0.0378672154356363	GSK3B, MAP2K1, MAPK8, INSR, PRKCA, IGF1R	9	1879	6947	2.4647862338123114	0.20675000029744173	0.1136016463069089	0.1136016463069089
GOTERM_MF_DIRECT	GO:0051059~NF-kappaB binding	2	10.0	0.03866211057736706	NFKBIA, GSK3B	20	40	19304	48.26	0.9918552216421616	0.21439897683812645	0.18628107823640494
UP_SEQ_FEATURE	REPEAT:HEAT 5	2	10.0	0.03899817320713575	PPP2R1B, PPP2R1A	20	43	20569	47.83488372093023	0.9998286522191033	0.4723112088419774	0.4723112088419774
UP_KW_BIOLOGICAL_PROCESS	KW-0945~Host-virus interaction	4	20.0	0.03959233841353763	NFKBIA, CASP8, PPP2R1A, IGF1R	14	690	11450	4.74120082815735	0.5718776161087333	0.6619951183008378	0.6619951183008378
GOTERM_BP_DIRECT	GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	2	10.0	0.04154254802473291	MYC, MALT1	20	44	19734	44.85	0.9999999809883735	0.5547306487920423	0.5454409010849985
GOTERM_BP_DIRECT	GO:0051603~proteolysis involved in protein catabolic process	2	10.0	0.04246741808934295	CASP8, MALT1	20	45	19734	43.85333333333334	0.9999999873134979	0.5547306487920423	0.5454409010849985
GOTERM_BP_DIRECT	GO:1904646~cellular response to amyloid-beta	2	10.0	0.04246741808934295	GSK3B, IGF1R	20	45	19734	43.85333333333334	0.9999999873134979	0.5547306487920423	0.5454409010849985
