Drug	Target
Estazolam	GABRA1
Estazolam	GABRA2
Estazolam	GABRA3
Estazolam	GABRA4
Estazolam	GABRA5
Estazolam	GABRA6
Estazolam	GABRB1
Estazolam	GABRB2
Estazolam	GABRB3
Estazolam	GABRD
Estazolam	GABRE
Estazolam	GABRG1
Estazolam	GABRG2
Estazolam	GABRG3
Estazolam	GABRP
Estazolam	GABRQ
Finasteride	SRD5A2
Finasteride	SRD5A1
Finasteride	AKR1D1
Anastrozole	CYP19A1
Halofantrine	KCNH2
Dantrolene	RYR1
Rifaximin	NR1I2
Ketamine	GRIN3A
Ketamine	TACR1
Ketamine	DRD2
Ketamine	OPRD1
Ketamine	SLC6A2
Ketamine	OPRK1
Ketamine	OPRM1
Ketamine	CHRM1
Ketamine	CHRM2
Ketamine	CHRM3
Ketamine	CHRM4
Ketamine	CHRM5
Ketamine	HTR2A
Ketamine	HTR2B
Ketamine	HTR2C
Ketamine	HTR1A
Ketamine	HTR1B
Ketamine	HTR1D
Ketamine	HTR1E
Ketamine	HTR1F
Ketamine	HTR3A
Ketamine	BCHE
Ketamine	NOS1
Budesonide	NR3C1
Aminophylline	PDE3A
Aminophylline	ADORA1
Aminophylline	ADORA3
Aminophylline	HDAC2
Quetiapine	HTR2A
Quetiapine	DRD2
Quetiapine	HTR1A
Quetiapine	HTR1B
Quetiapine	HTR1D
Quetiapine	HTR1E
Quetiapine	HTR2C
Quetiapine	HTR3A
Quetiapine	HTR6
Quetiapine	HTR7
Quetiapine	DRD1
Quetiapine	DRD5
Quetiapine	DRD3
Quetiapine	DRD4
Quetiapine	HRH1
Quetiapine	ADRA1A
Quetiapine	ADRA1B
Quetiapine	ADRA1D
Quetiapine	ADRA2A
Quetiapine	ADRA2B
Quetiapine	ADRA2C
Quetiapine	CHRM1
Quetiapine	CHRM2
Quetiapine	CHRM3
Quetiapine	CHRM4
Quetiapine	CHRM5
Enoxaparin	SERPINC1
Enoxaparin	F10
Mivacurium	CHRNA2
Mivacurium	CHRM2
Mivacurium	CHRM3
Mivacurium	BCHE
Levomethadyl Acetate	OPRM1
Levomethadyl Acetate	CHRNB4
Levomethadyl Acetate	CHRNA3
Encainide	SCN5A
Paclitaxel	TUBB1
Paclitaxel	BCL2
Paclitaxel	NR1I2
Paclitaxel	MAP4
Paclitaxel	MAP2
Paclitaxel	MAPT
Diphenidol	CHRM1
Diphenidol	CHRM3
Diphenidol	CHRM2
Metoclopramide	DRD2
Metoclopramide	CHRM1
Metoclopramide	HTR4
Metoclopramide	HTR3A
Metoclopramide	ACHE
Dexamethasone	NR3C1
Dexamethasone	NR0B1
Dexamethasone	ANXA1
Dexamethasone	NOS2
Dexamethasone	NR1I2
Levodopa	DRD1
Levodopa	DRD5
Levodopa	DRD2
Levodopa	DRD3
Levodopa	DRD4
Sevoflurane	GABRA1
Sevoflurane	GLRA1
Sevoflurane	GRIA1
Sevoflurane	KCNA1
Sevoflurane	ATP2C1
Sevoflurane	ATP5F1D
Sevoflurane	ND1
Sevoflurane	GABRA1
Sevoflurane	GABRA2
Sevoflurane	GABRA3
Sevoflurane	GABRA4
Sevoflurane	GABRA5
Sevoflurane	GABRA6
Sevoflurane	GABRB1
Sevoflurane	GABRB2
Sevoflurane	GABRB3
Sevoflurane	GABRD
Sevoflurane	GABRE
Sevoflurane	GABRG1
Sevoflurane	GABRG2
Sevoflurane	GABRG3
Sevoflurane	GABRP
Sevoflurane	GABRQ
Bromodiphenhydramine	HRH1
Aripiprazole	HTR2A
Aripiprazole	DRD2
Aripiprazole	HTR1A
Aripiprazole	HTR1B
Aripiprazole	HTR1D
Aripiprazole	HTR1E
Aripiprazole	HTR2C
Aripiprazole	HTR3A
Aripiprazole	HTR6
Aripiprazole	HTR7
Aripiprazole	DRD1
Aripiprazole	DRD5
Aripiprazole	DRD3
Aripiprazole	DRD4
Aripiprazole	HRH1
Aripiprazole	ADRA1A
Aripiprazole	ADRA1B
Aripiprazole	ADRA2A
Aripiprazole	ADRA2B
Aripiprazole	ADRA2C
Aripiprazole	CHRM1
Aripiprazole	CHRM2
Aripiprazole	CHRM3
Aripiprazole	CHRM4
Aripiprazole	CHRM5
Chlorprothixene	DRD2
Chlorprothixene	DRD1
Chlorprothixene	DRD3
Chlorprothixene	HTR2A
Chlorprothixene	HTR2B
Chlorprothixene	HTR2C
Chlorprothixene	HRH1
Chlorprothixene	CHRM1
Chlorprothixene	CHRM2
Chlorprothixene	CHRM3
Chlorprothixene	CHRM4
Chlorprothixene	CHRM5
Epoprostenol	P2RY12
Epoprostenol	PTGIR
Epoprostenol	PTGIS
Gemfibrozil	PPARA
Clomipramine	SLC6A4
Clomipramine	HTR2A
Clomipramine	HTR2B
Clomipramine	HTR2C
Clomipramine	SLC6A2
Clomipramine	GSTP1
Bepridil	CACNA1A
Bepridil	CACNA1H
Bepridil	CACNA2D2
Bepridil	ATP1A1
Bepridil	KCNQ1
Bepridil	TNNC1
Bepridil	CALM1
Bepridil	CALM2
Bepridil	CALM3
Bepridil	PDE1B
Bepridil	PDE1A
Bepridil	KCNH2
Decamethonium	CHRNA2
Decamethonium	ACHE
Decamethonium	CHRNA4
Decamethonium	CHRNB2
Alimemazine	HRH1
Isocarboxazid	MAOA
Isocarboxazid	MAOB
Docetaxel	TUBB1
Docetaxel	BCL2
Docetaxel	MAP2
Docetaxel	MAP4
Docetaxel	MAPT
Docetaxel	NR1I2
Olsalazine	TPMT
Olsalazine	IFNG
Gliquidone	ABCC8
Gliquidone	KCNJ8
Mitiglinide	ABCC8
Mitiglinide	PPARG
Ergonovine	ADRA1A
Dasatinib	ABL1
Dasatinib	SRC
Dasatinib	EPHA2
Dasatinib	LCK
Dasatinib	YES1
Dasatinib	KIT
Dasatinib	PDGFRB
Dasatinib	STAT5B
Dasatinib	ABL2
Dasatinib	FYN
Dasatinib	BTK
Dasatinib	NR4A3
Dasatinib	BCR
Dasatinib	CSK
Dasatinib	EPHA5
Dasatinib	EPHB4
Dasatinib	FGR
Dasatinib	FRK
Dasatinib	HSPA8
Dasatinib	LYN
Dasatinib	MAP3K20
Dasatinib	MAPK14
Dasatinib	PPAT
Lisdexamfetamine	SLC6A3
Lisdexamfetamine	ADRA1B
Eculizumab	C5
Lapatinib	EGFR
Lapatinib	ERBB2
Desonide	NR3C1
Sitagliptin	DPP4
Decitabine	DNMT1
Paliperidone	HTR2A
Paliperidone	DRD2
Paliperidone	HRH1
Paliperidone	ADRA1A
Paliperidone	ADRA1B
Paliperidone	DRD4
Paliperidone	HTR1D
Paliperidone	DRD3
Paliperidone	HTR2C
Paliperidone	ADRA2A
Paliperidone	ADRA2B
Paliperidone	ADRA2C
Paliperidone	HTR1A
Paliperidone	DRD1
Paliperidone	CYP3A4
Paliperidone	CYP2D6
Paliperidone	CYP3A5
Paliperidone	HTR7
Sunitinib	PDGFRB
Sunitinib	FLT1
Sunitinib	KIT
Sunitinib	KDR
Sunitinib	FLT4
Sunitinib	FLT3
Sunitinib	CSF1R
Sunitinib	PDGFRA
Panitumumab	EGFR
Ranibizumab	VEGFA
Idursulfase	PLIN3
Alglucosidase alfa	M6PR
Varenicline	CHRNA4
Varenicline	CHRNA7
Varenicline	CHRFAM7A
Varenicline	CHRNA3
Varenicline	CHRNA6
Varenicline	CHRNB2
Arformoterol	ADRB2
Hydralazine	AOC3
Hydralazine	P4HA1
Exenatide	GLP1R
Mecasermin	IGF1R
Mecasermin	IGFBP3
Mecasermin	INSR
Mecasermin	IGF2R
Pramlintide	CALCR
Pramlintide	RAMP1
Pramlintide	RAMP2
Pramlintide	RAMP3
Galsulfase	PLIN3
Nelarabine	POLA1
Abatacept	CD80
Abatacept	CD86
Carbetocin	OXTR
Lumiracoxib	PTGS2
Lumiracoxib	PTGS1
Tetracosactide	MC2R
Corticotropin	MC2R
Corticotropin	CRH
Fenoterol	ADRB2
Fenoterol	ADRB1
Fenoterol	ADRB3
Glisoxepide	KCNJ8
Pirbuterol	ADRB2
Pirbuterol	ADRB1
Bevantolol	ADRB1
Bevantolol	ADRB2
Bevantolol	ADRA1A
Glucosamine	MMP9
Glucosamine	NFKB2
Glucosamine	TNF
Glucosamine	IFNG
Practolol	ADRB1
Oxtriphylline	PDE3A
Oxtriphylline	PDE4A
Oxtriphylline	ADORA2A
Oxtriphylline	ADORA1
Oxtriphylline	HDAC2
Insulin Aspart	INSR
Insulin Detemir	INSR
Insulin Glulisine	INSR
Fosphenytoin	SCN5A
Polythiazide	SLC12A3
Quinethazone	CA1
Quinethazone	CA2
Quinethazone	SLC12A1
Quinethazone	SLC12A2
Quinethazone	SLC12A3
Cefazolin	PON1
Cefazolin	IL15
Cefazolin	IL2
Metocurine	CHRNA2
Metocurine	CHRM2
Pancuronium	CHRNA2
Pancuronium	CHRM2
Pancuronium	CHRM3
Pipecuronium	CHRNA2
Pipecuronium	CHRM2
Pipecuronium	CHRM3
Vecuronium	CHRNA2
Cilazapril	ACE
Dihydroquinidine barbiturate	GABRA1
Forasartan	AGTR1
Potassium	ATP1A1
Quinidine barbiturate	GABRA1
Quinidine barbiturate	GABRA2
Quinidine barbiturate	SCN5A
Quinidine barbiturate	KCNK1
Quinidine barbiturate	GRIA2
Saprisartan	AGTR1
Spirapril	ACE
Tasosartan	AGTR1
Tasosartan	AGTR2
Amobarbital	GABRA1
Amobarbital	GABRA2
Amobarbital	GABRA3
Amobarbital	GABRA4
Amobarbital	GABRA5
Amobarbital	GABRA6
Amobarbital	CHRNA4
Amobarbital	CHRNA7
Amobarbital	CHRFAM7A
Amobarbital	GRIA2
Amobarbital	GRIK2
Aprobarbital	GABRA1
Aprobarbital	GABRA2
Aprobarbital	GABRA3
Aprobarbital	GABRA4
Aprobarbital	GABRA5
Aprobarbital	GABRA6
Aprobarbital	CHRNA4
Aprobarbital	CHRNA7
Aprobarbital	CHRFAM7A
Aprobarbital	GRIA2
Aprobarbital	GRIK2
Butethal	GABRA1
Butethal	GABRA2
Butethal	GABRA3
Butethal	GABRA4
Butethal	GABRA5
Butethal	GABRA6
Butethal	CHRNA4
Butethal	CHRNA7
Butethal	CHRFAM7A
Butethal	GRIA2
Butethal	GRIK2
Heptabarbital	GABRA1
Heptabarbital	GABRA2
Heptabarbital	GABRA3
Heptabarbital	GABRA4
Heptabarbital	GABRA5
Heptabarbital	GABRA6
Heptabarbital	CHRNA4
Heptabarbital	CHRNA7
Heptabarbital	CHRFAM7A
Heptabarbital	GRIA2
Heptabarbital	GRIK2
Hexobarbital	GABRA1
Hexobarbital	GABRA2
Hexobarbital	GABRA3
Hexobarbital	GABRA4
Hexobarbital	GABRA5
Hexobarbital	GABRA6
Hexobarbital	CHRNA4
Hexobarbital	CHRNA7
Hexobarbital	CHRFAM7A
Hexobarbital	GRIA2
Hexobarbital	GRIK2
Lithium	GSK3B
Lithium	IMPA1
Lithium	IMPA2
Lithium	GRIA3
Mestranol	ESR1
Penbutolol	ADRB1
Penbutolol	ADRB2
Penbutolol	HTR1A
Penbutolol	HTR1B
Ephedra	SLC6A3
Ephedra	SLC6A2
Ephedra	ADRA2A
Ephedra	ADRA2B
Ephedra	ADRA2C
Ephedra	MAOA
Ephedra	MAOB
Ephedra	ADRB1
Ephedra	ADRB2
Ephedra	ADRB3
Ephedra	SLC6A4
Ephedra	SLC18A2
Ephedra	SLC18A1
Ephedrine	SLC6A2
Ephedrine	ADRA1A
Ephedrine	SLC18A2
Ephedrine	ACHE
Mephentermine	ADRA1A
Mephentermine	ADRA1B
Mephentermine	ADRA1D
Mephentermine	ADRA2A
Mephentermine	ADRA2B
Mephentermine	ADRA2C
Mephentermine	ADRB1
Mephentermine	ADRB2
Mephentermine	ADRB3
Procaterol	ADRB2
Rasagiline	MAOB
Rasagiline	BCL2
Aluminium	TF
Aluminium	ATP1A1
Aluminium	KLK1
Aluminium	APP
Calcium	CACNA1C
Calcium	ATP2C1
Calcium	TNNC2
Calcium	TNNC1
Calcium	SPTBN1
Calcium	S100B
Calcium	CAST
Calcium	COMP
Calcium	CALM1
Calcium	CALM2
Calcium	CALM3
Calcium	AOC1
Calcium	S100A13
Calcium	ALPP
Calcium	S100A8
Calcium	S100A9
Calcium	S100A2
Calcium	CP
Calcium	BMP4
Calcium	MGP
Calcium	PCDH19
Calcium	PDCD6
Aluminium monostearate	TNNC1
Aluminium monostearate	VDAC1
Aluminium monostearate	VDAC2
Aluminium monostearate	VDAC3
Magnesium	ATP1A1
Cortisone acetate	NR3C1
Ginkgo biloba	SLC6A2
Ginkgo biloba	PLA2G2A
Ginkgo biloba	GLRA1
Ginkgo biloba	GABRA1
Ginkgo biloba	GABRB2
Ginkgo biloba	GABRG2
Glycodiazine	KCNJ1
Glycodiazine	ABCC8
Paramethasone	NR3C1
Mibefradil	CACNA1G
Mibefradil	CACNA1H
Mibefradil	CACNA1C
Mibefradil	CACNA1D
Mibefradil	CACNA1F
Mibefradil	CACNA1I
Mibefradil	CACNA1S
Mibefradil	CACNB1
Mibefradil	CACNB2
Mibefradil	CACNB3
Mibefradil	CACNB4
Yohimbine	ADRA2A
Yohimbine	ADRA2B
Yohimbine	ADRA2C
Yohimbine	HTR1A
Yohimbine	HTR1B
Yohimbine	HTR1D
Yohimbine	DRD2
Yohimbine	DRD3
Yohimbine	HTR2A
Yohimbine	HTR2C
Yohimbine	KCNJ1
Yohimbine	KCNJ10
Yohimbine	KCNJ11
Yohimbine	KCNJ12
Yohimbine	KCNJ14
Yohimbine	KCNJ15
Yohimbine	KCNJ8
Yohimbine	HTR2B
Bezafibrate	PPARA
Bezafibrate	PPARD
Bezafibrate	PPARG
Bezafibrate	NR1I2
Bezafibrate	RXRA
Bezafibrate	RXRB
Bezafibrate	RXRG
Colchicine	TUBB1
Colchicine	TUBB
Drospirenone	PGR
Drospirenone	NR3C2
Drospirenone	AR
Digitoxin	ATP1A1
Magnesium salicylate	PTGS2
Magnesium salicylate	PTGS1
Salsalate	PTGS2
Salsalate	PTGS1
Neostigmine	ACHE
Choline magnesium trisalicylate	PTGS1
Choline magnesium trisalicylate	PTGS2
Methotrimeprazine	DRD2
Methotrimeprazine	DRD1
Methotrimeprazine	DRD5
Methotrimeprazine	DRD3
Methotrimeprazine	DRD4
Methotrimeprazine	HTR2A
Methotrimeprazine	HTR2C
Methotrimeprazine	HRH1
Methotrimeprazine	CHRM1
Methotrimeprazine	CHRM2
Methotrimeprazine	CHRM3
Methotrimeprazine	CHRM4
Methotrimeprazine	CHRM5
Methotrimeprazine	ADRA1A
Methotrimeprazine	ADRA1B
Methotrimeprazine	ADRA1D
Methotrimeprazine	ADRA2A
Methotrimeprazine	ADRA2B
Methotrimeprazine	ADRA2C
Ginseng	IL6
Ginseng	PTGS2
Ginseng	AHR
Danazol	ESR1
Danazol	AR
Danazol	PGR
Danazol	GNRHR
Danazol	CCL2
Clenbuterol	ADRB2
Clenbuterol	ADRB1
Clenbuterol	ADRB3
Clenbuterol	NGF
Clenbuterol	TNF
Bambuterol	ADRB2
Tiotropium	CHRM3
Tiotropium	CHRM1
Tiotropium	CHRM2
Tiotropium	CHRM4
Tiotropium	CHRM5
Ciclesonide	NR3C1
Pranlukast	CYSLTR1
Pranlukast	TNF
Pranlukast	IL5
Pranlukast	RNASE3
Pranlukast	NFKB1
Theobromine	ADORA1
Theobromine	ADORA2A
Theobromine	PDE4B
Acenocoumarol	VKORC1
Antrafenine	PTGS1
Antrafenine	PTGS2
Testosterone propionate	AR
Nitroxoline	METAP2
Alizapride	DRD2
Ajmaline	SCN5A
Amrinone	PDE3A
Amrinone	PDE4B
Amrinone	TNF
Oxybenzone	PGR
Oxybenzone	AR
Oxybenzone	ESR1
Oxybenzone	ESR2
Aprindine	SCN5A
Aprindine	CALM1
Aprindine	CALM2
Aprindine	CALM3
Almitrine	ATP1A1
Allylestrenol	PGR
Allylestrenol	ESR1
Methadyl Acetate	OPRM1
Antipyrine	PTGS2
Antipyrine	PTGS1
Alfacalcidol	VDR
Alfacalcidol	CYP27B1
Alfacalcidol	RXRA
Glutethimide	GABRA1
Glutethimide	GABRA1
Glutethimide	GABRA2
Glutethimide	GABRA3
Glutethimide	GABRA4
Glutethimide	GABRA5
Glutethimide	GABRA6
Glutethimide	GABRB1
Glutethimide	GABRB2
Glutethimide	GABRB3
Glutethimide	GABRD
Glutethimide	GABRE
Glutethimide	GABRG1
Glutethimide	GABRG2
Glutethimide	GABRG3
Glutethimide	GABRP
Glutethimide	GABRQ
Phenazopyridine	SCN1A
3-Methylthiofentanyl	OPRM1
3-Methylthiofentanyl	OPRD1
3-Methylthiofentanyl	OPRK1
Gamma Hydroxybutyric Acid	SLC52A2
Gamma Hydroxybutyric Acid	GABRB1
MMDA	HTR2A
MMDA	SLC6A3
MMDA	SLC6A4
MMDA	SLC6A2
MMDA	SLC18A2
MMDA	SLC18A1
MMDA	MAOA
MMDA	MAOB
Dimethylthiambutene	OPRM1
Dimethylthiambutene	OPRD1
Heroin	OPRM1
Heroin	OPRK1
Heroin	OPRD1
Heroin	CES1
Midomafetamine	SLC6A4
Midomafetamine	SLC18A2
Midomafetamine	SLC6A3
Midomafetamine	HTR2A
Midomafetamine	HTR2B
Midomafetamine	HTR2C
Midomafetamine	SLC6A2
Fencamfamine	SLC6A3
Ethylmorphine	OPRM1
4-Methoxyamphetamine	SLC6A3
4-Methoxyamphetamine	SLC6A4
4-Methoxyamphetamine	SLC18A2
4-Methoxyamphetamine	ADRA1A
4-Methoxyamphetamine	ADRA2A
4-Methoxyamphetamine	MAOA
4-Methoxyamphetamine	MAOB
1-Testosterone	AR
Barbital	GABRA1
Barbital	GABRA2
Barbital	GABRA3
Barbital	GABRA4
Barbital	GABRA5
Barbital	GABRA6
Barbital	CHRNA4
Barbital	CHRNA7
Barbital	CHRFAM7A
Barbital	GRIA2
Barbital	GRIK2
Dimethyltryptamine	HTR6
Dimethyltryptamine	HTR2A
Dimethyltryptamine	SIGMAR1
Barbituric acid derivative	GABRA1
Barbituric acid derivative	GABRA2
Barbituric acid derivative	GABRA3
Barbituric acid derivative	GABRA4
Barbituric acid derivative	GABRA5
Barbituric acid derivative	GABRA6
Barbituric acid derivative	CHRNA4
Barbituric acid derivative	CHRNA7
Barbituric acid derivative	CHRFAM7A
Barbituric acid derivative	GRIA2
Barbituric acid derivative	GRIK2
Etorphine	OPRM1
Etorphine	OPRD1
Etorphine	OPRK1
Etorphine	OPRL1
Etorphine	TRIM13
Etorphine	POMC
Tenocyclidine	GRIN3A
Tenocyclidine	GRIN3B
Tenocyclidine	GRIN2A
Tenocyclidine	GRIN2C
Tenocyclidine	GRIN2B
Tenocyclidine	GRIN2D
Carfentanil	OPRM1
Carfentanil	OPRD1
Carfentanil	OPRK1
Androstenedione	HSD17B1
Androstenedione	HSD3B1
Androstenedione	AKR1C3
4-Bromo-2,5-dimethoxyphenethylamine	HTR2C
4-Bromo-2,5-dimethoxyphenethylamine	HTR2A
Boldenone	AR
Flunitrazepam	TSPO
Flunitrazepam	GABRA2
Flunitrazepam	GABRA4
Flunitrazepam	GABRA5
Flunitrazepam	GABRA6
Flunitrazepam	GABRA3
Flunitrazepam	GABRA1
Flunitrazepam	GABRB3
Flunitrazepam	GABRG2
Diprenorphine	OPRM1
Diprenorphine	OPRD1
Diprenorphine	OPRK1
Diprenorphine	TRIM13
Rolicyclidine	GRIN3A
Rolicyclidine	DRD2
Bromazepam	GABRA1
Bromazepam	GABRA2
Bromazepam	GABRA3
Bromazepam	GABRA4
Bromazepam	GABRA5
Bromazepam	GABRA6
Bromazepam	GABRB1
Bromazepam	GABRB2
Bromazepam	GABRB3
Bromazepam	GABRG1
Bromazepam	GABRG2
Bromazepam	GABRG3
Bromazepam	GABRD
Bromazepam	GABRE
Bromazepam	GABRP
Bromazepam	GABRR1
Bromazepam	GABRR2
Bromazepam	GABRR3
Bromazepam	GABRQ
Clotiazepam	GABRA1
Clotiazepam	GABRA2
Clotiazepam	GABRA3
Clotiazepam	GABRA5
Clotiazepam	GABRG1
Clotiazepam	GABRG2
Clotiazepam	GABRG3
Clotiazepam	GABRB1
Clotiazepam	GABRB2
Clotiazepam	GABRB3
Clotiazepam	GABRD
Clotiazepam	GABRE
Clotiazepam	GABRP
Clotiazepam	GABRR1
Clotiazepam	GABRR2
Clotiazepam	GABRR3
Androstanedione	HSD17B1
Calusterone	AR
Dihydromorphine	OPRM1
Dihydromorphine	OPRD1
Dihydromorphine	OPRK1
Dihydromorphine	TRIM13
Dihydromorphine	POMC
Fludiazepam	GABRA1
Fludiazepam	GABRA2
Fludiazepam	GABRA3
Fludiazepam	GABRA5
Fludiazepam	GABRG1
Fludiazepam	GABRG2
Fludiazepam	GABRG3
Fludiazepam	GABRB1
Fludiazepam	GABRB2
Fludiazepam	GABRB3
Fludiazepam	GABRD
Fludiazepam	GABRE
Fludiazepam	GABRP
Fludiazepam	GABRR1
Fludiazepam	GABRR2
Fludiazepam	GABRR3
Formebolone	HSD11B2
3-Methylfentanyl	OPRM1
3-Methylfentanyl	OPRD1
3-Methylfentanyl	OPRK1
Dextroamphetamine	SLC18A2
Dextroamphetamine	SLC6A2
Dextroamphetamine	SLC6A3
Dextroamphetamine	TAAR1
Dextroamphetamine	ADRA1A
Dextroamphetamine	ADRA1B
Methamphetamine	SLC6A3
Methamphetamine	SLC6A4
Methamphetamine	SLC6A2
Methamphetamine	SLC18A2
Methamphetamine	SLC18A1
Methamphetamine	TAAR1
Methamphetamine	ADRA2A
Methamphetamine	ADRA2B
Methamphetamine	ADRA2C
Methamphetamine	MAOA
Methamphetamine	MAOB
Phendimetrazine	ADRA1A
Phendimetrazine	SLC6A2
Phendimetrazine	ADRA1B
Oxprenolol	ADRB1
Oxprenolol	ADRB2
Oxprenolol	ADRB3
Liotrix	THRA
Liotrix	THRB
Ursodeoxycholic acid	AKR1C2
Ursodeoxycholic acid	NR1H4
Ketazolam	TSPO
Ketazolam	GABRA1
Ketazolam	GABRB1
Ketazolam	GABRG1
Ketazolam	GABRD
Ketazolam	GABRE
Prazepam	GABRA1
Prazepam	GABRA2
Prazepam	GABRA3
Prazepam	GABRA5
Prazepam	GABRG1
Prazepam	GABRG2
Prazepam	GABRG3
Prazepam	GABRB1
Prazepam	GABRB2
Prazepam	GABRB3
Prazepam	GABRD
Prazepam	GABRE
Prazepam	GABRP
Prazepam	GABRR1
Prazepam	GABRR2
Prazepam	GABRR3
Prazepam	GABRA1
Prazepam	GABRA2
Prazepam	GABRA3
Prazepam	GABRA4
Prazepam	GABRA5
Prazepam	GABRA6
Prazepam	GABRB1
Prazepam	GABRB2
Prazepam	GABRB3
Prazepam	GABRD
Prazepam	GABRE
Prazepam	GABRG1
Prazepam	GABRG2
Prazepam	GABRG3
Prazepam	GABRP
Prazepam	GABRQ
Quazepam	GABRA1
Quazepam	GABRA2
Quazepam	GABRA3
Quazepam	GABRA5
Quazepam	GABRG1
Quazepam	GABRG2
Quazepam	GABRG3
Quazepam	GABRB1
Quazepam	GABRB3
Quazepam	GABRD
Quazepam	GABRE
Quazepam	GABRP
Quazepam	GABRR1
Quazepam	GABRR2
Quazepam	GABRR3
Quazepam	GABRA1
Quazepam	GABRA2
Quazepam	GABRA3
Quazepam	GABRA4
Quazepam	GABRA5
Quazepam	GABRA6
Quazepam	GABRB1
Quazepam	GABRB2
Quazepam	GABRB3
Quazepam	GABRD
Quazepam	GABRE
Quazepam	GABRG1
Quazepam	GABRG2
Quazepam	GABRG3
Quazepam	GABRP
Quazepam	GABRQ
Everolimus	MTOR
Solifenacin	CHRM3
Solifenacin	CHRM1
Solifenacin	CHRM2
Solifenacin	CHRM4
Solifenacin	CHRM5
Iron	TFRC
Iron	EGLN1
Iron	HDAC8
Iron	AHSP
Iron	HBA1
Iron	HBA2
Iron	FXN
Iron	FTH1
Iron	FEN1
Iron	NEIL1
Iron	NEIL2
Iron	POLB
Iron	CP
Iron	TF
Zinc	BDKRB1
Zinc	MGMT
Zinc	ALDOA
Zinc	EEF1A1
Zinc	ENO1
Zinc	GAPDHS
Zinc	NME1
Zinc	P4HB
Zinc	PDIA3
Zinc	PRDX1
Zinc	PSPH
Zinc	TPI1
Zinc	TUFM
Zinc	ESR1
Zinc	IL3
Zinc	MT2A
Zinc	CCS
Zinc	HDAC1
Zinc	HDAC4
Zinc	MPG
Zinc	SEMG1
Zinc	SOD1
Zinc	HDAC8
Zinc	SIVA1
Zinc	GLRA1
Zinc	MDM2
Zinc	INS
Zinc	UTRN
Zinc	ASPA
Zinc	S100A8
Zinc	S100A9
Zinc	MMP9
Zinc	TP73
Zinc	S100A2
Zinc	TP53
Zinc	MT3
Zinc	PDCD6
Zinc	DAND5
Zinc	MT1A
Zinc	A1BG
Zinc	A2M
Zinc	AGT
Zinc	AHSG
Zinc	APCS
Zinc	APOA1
Zinc	APOA2
Zinc	APOBR
Zinc	APOE
Zinc	APOL1
Zinc	C1QB
Zinc	C1QC
Zinc	C1R
Zinc	C1S
Zinc	C3
Zinc	C4B
Zinc	C4B_2
Zinc	C4BPA
Zinc	C4BPB
Zinc	C5
Zinc	BRCC3
Zinc	C8A
Zinc	C8B
Zinc	C8G
Zinc	CFB
Zinc	CFH
Zinc	CFI
Zinc	CLU
Zinc	CP
Zinc	CPN1
Zinc	CPN2
Zinc	DCD
Zinc	DSP
Zinc	F12
Zinc	F13B
Zinc	F2
Zinc	FCN3
Zinc	FGA
Zinc	FN1
Zinc	GSN
Zinc	HBA1
Zinc	HBA2
Zinc	HBB
Zinc	HPR
Zinc	HRNR
Zinc	IGFALS
Zinc	ITIH1
Zinc	ITIH2
Zinc	ITIH3
Zinc	ITIH4
Zinc	JCHAIN
Zinc	JUP
Zinc	KLKB1
Zinc	KNG1
Zinc	KRT1
Zinc	KRT10
Zinc	KRT14
Zinc	KRT16
Zinc	KRT2
Zinc	KRT5
Zinc	KRT6A
Zinc	KRT9
Zinc	ORM2
Zinc	PGLYRP2
Zinc	PON1
Zinc	S100A7
Zinc	SELENOP
Zinc	SERPINA1
Zinc	SERPINA3
Zinc	SERPINA4
Zinc	SERPINA6
Zinc	SERPIND1
Zinc	SHBG
Zinc	TF
Zinc	TTR
Zinc	VTN
Zinc	APLP1
Zinc	APLP2
Zinc	APP
Zinc	PARP1
Cinolazepam	GABRA1
Cinolazepam	GABRA2
Cinolazepam	GABRA3
Cinolazepam	GABRA5
Cinolazepam	GABRG1
Cinolazepam	GABRG2
Cinolazepam	GABRG3
Cinolazepam	GABRB1
Cinolazepam	GABRB2
Cinolazepam	GABRB3
Cinolazepam	GABRD
Cinolazepam	GABRE
Cinolazepam	GABRP
Cinolazepam	GABRR1
Cinolazepam	GABRR2
Cinolazepam	GABRR3
Nitrazepam	GABRA1
Nitrazepam	GABRA2
Nitrazepam	GABRA3
Nitrazepam	GABRA4
Nitrazepam	GABRA5
Nitrazepam	GABRA6
Nitrazepam	GABRB1
Nitrazepam	GABRB2
Nitrazepam	GABRB3
Nitrazepam	GABRG1
Nitrazepam	GABRG2
Nitrazepam	GABRG3
Nitrazepam	GABRD
Nitrazepam	GABRE
Nitrazepam	GABRP
Nitrazepam	GABRR1
Nitrazepam	GABRR2
Nitrazepam	GABRR3
Nitrazepam	GABRQ
Nitrazepam	SCN1A
Cilastatin	DPEP1
Probucol	ABCA1
Probucol	CES1
Tiaprofenic acid	PTGS2
Tiaprofenic acid	PTGS1
Propericiazine	DRD1
Propericiazine	ADRA2A
Propericiazine	ADRA1B
Propericiazine	AR
Hydroxychloroquine	TLR7
Hydroxychloroquine	TLR9
Amyl Nitrite	NPR1
Erythrityl Tetranitrate	NPR1
Erythrityl Tetranitrate	NPR2
Acepromazine	DRD2
Acepromazine	DRD1
Acepromazine	HTR2A
Acepromazine	HTR1A
Acepromazine	ADRA1A
Acepromazine	ADRA1B
Aceprometazine	HRH1
