All_gene_num,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
ETS2,2.159721793,2.23222875,1.898053711,1.613318941,1.819751208,4.69790667,1.765488803,2.176550666,7.28872526,1.782332346,1.529687077,1.591436483,1.819422276,4.359588021,4.423246701,1.338120156,2.938694404,1.635299939,1.910424076,1.765052826,1.831414531,2.094079656,1.901784736,1.763714065,1.480009943,1.832568854,1.767984593,1.534069393,1.735218042,1.860659173,1.765984907,3.283244134,1.894423051,1.847028231,1.528526792,3.218198054,2.714381466,1.934603998,1.769212902,1.620735154,1.684790331,1.717827492
EVC,3.016571822,2.092357203,2.181954391,1.795794647,1.774939492,1.61513222,1.872008365,1.972615084,2.052527755,1.756167129,2.409973177,1.857574108,2.128781214,1.792034379,2.167701046,1.598424614,2.023150835,1.992574543,1.996929758,1.771096547,2.687737286,2.234204121,1.661648924,2.064454707,1.635718995,1.757290743,1.932785924,2.099106396,1.801861576,2.41511748,1.6629168,1.923804287,2.048746498,1.979268619,2.07401192,1.342602328,2.195229497,1.874273755,1.653196242,2.030637124,1.979908021,1.835772723
EVC2,2.694617993,2.242840636,2.624193908,1.846113986,1.888945563,1.664259697,2.063859996,2.032312039,2.098169665,1.764972385,2.060142842,2.081024873,2.627597715,1.806778126,2.11032656,1.802666734,2.122489144,2.069600578,2.096425938,1.786568502,3.355609206,2.287538471,1.768654913,2.387339017,1.731002177,1.807849546,1.994186214,2.46478533,2.015895885,1.978393551,2.020216561,2.378669235,2.373734865,2.455263569,2.55514136,1.432817699,2.23581654,1.980440381,1.863215967,1.992689643,2.420676652,1.970495433
EVL,5.321264296,5.143721933,5.137658551,5.03840675,5.208863145,5.035594267,5.060830801,5.324148589,5.414325566,5.162184698,5.376947715,5.024237837,5.08943737,5.037286469,5.36956488,5.153959706,4.766901371,5.183543155,5.093983804,5.283671915,5.007415612,4.891663843,5.14182371,4.999417712,5.045368173,5.126260308,5.257049684,4.943971567,5.027237765,5.157408641,5.144628824,5.313956271,5.072318589,5.042040296,5.040179552,4.979741848,5.437102541,5.071898217,5.055829948,5.157308892,5.135314318,5.05516761
EXOC2,1.264730852,1.254947966,1.136422561,1.356116737,1.289803182,1.313331091,1.361433535,1.451667963,1.305226345,1.258794353,1.360547682,1.415235633,1.418158977,1.248481804,1.389572461,1.2786803,1.267252472,1.432270136,1.160193268,1.331931736,1.595880668,1.253761855,1.391015046,1.557030708,1.104389526,1.260349636,1.481130174,1.381312627,1.230003897,1.324260966,1.256468971,1.291187251,1.481353172,1.261047118,1.441083808,1.255090088,1.365558298,1.22587986,1.399417272,1.280466445,1.345106157,1.350005109
EXOC7,0.980089862,0.837471189,0.904289187,1.006885956,0.912881887,0.815897802,0.853490445,0.924356886,1.0316168,0.904447706,0.907049001,1.205735823,0.904854272,0.840641756,1.026184738,0.882035838,0.97715827,0.922949037,0.949839251,0.853598958,0.939299843,1.03313527,0.837396282,0.953788628,0.810861926,0.974116491,1.030454388,0.783235505,0.915681386,1.087756115,3.557892499,3.803903945,1.167339842,1.020282764,1.032729225,0.906314209,0.95218675,0.994209166,0.980481003,0.975699917,1.053833027,0.978170957
F2R,6.099941435,6.248367424,6.566532395,6.368388161,5.905380685,6.241756373,6.705058189,6.033002009,6.016439109,11.77095701,7.532962798,6.396775106,6.220804212,6.574208408,6.612929835,6.002456426,9.158409741,6.200691098,6.637875858,6.208531365,6.471763228,6.958339168,6.933414675,7.437224434,5.835064081,6.022230793,6.152054423,6.047993259,7.989362673,6.336114334,6.278633285,6.448185989,6.384734927,6.170030584,6.068392164,5.693491684,6.653305543,6.926678355,5.770181327,6.137552531,11.8725672,6.251862924
F3,0.659793971,0.530496929,0.641558901,0.675550511,0.558611399,0.448800709,0.478282327,0.526857934,0.524471186,0.339857654,0.369765411,0.230781316,0.748274602,0.711400919,9.123067999,0.560631448,0.653470789,10.76303298,0.550529113,0.612437885,0.662813184,0.644201588,0.612979115,0.430099184,11.04806671,0.589408064,0.738305696,0.232419857,0.403237199,0.589203151,0.65663345,0.651775225,0.664247523,8.742282428,0.46269426,0.655596546,0.672217508,0.674766195,0.534419549,0.918784315,0.711797551,0.5259383
FABP3,0.838008996,1.013416605,0.741338506,0.840520971,0.866716,0.881418635,0.880790719,1.04256922,0.842956381,0.818739446,0.758413699,0.793224403,0.747869827,0.829296685,0.840826104,0.799193679,0.812473314,0.830508821,0.878861585,0.802385747,0.858644453,0.766839933,1.029808416,0.760839651,0.734815405,0.824293684,0.840189803,0.795480687,0.726518663,0.789608569,0.883746554,0.854543613,0.768163105,0.716518796,0.74555017,0.971980936,0.932007427,0.813983081,0.915835598,0.83762978,0.823319801,0.933981148
FADD,8.4642304,8.423081475,8.443881668,8.640606292,8.964801661,9.72975241,9.2779157,8.448480431,8.590669158,9.827858746,8.686374116,8.187330623,8.559708265,8.106154161,8.674805745,8.780894336,8.387881601,8.982204599,8.676410522,9.390646166,8.565894992,8.430179618,8.588871902,8.774693985,8.417407681,8.843445724,8.247359059,8.390728441,8.675706248,8.076150998,12.16497941,8.300521795,10.74778178,8.278020015,8.181924377,8.664387697,8.776505702,8.206568587,9.018769594,8.848241314,8.441766791,9.187602953
FADS2,0.664708836,0.698265888,0.848464177,0.67446483,0.785208991,0.651340857,0.806782333,0.856409234,0.860211563,0.67081564,0.738485617,0.751182344,0.811186972,0.798185023,0.80954215,0.810795406,0.756296602,0.709620227,0.890029644,0.825492855,0.718845034,0.720590321,0.789373077,0.800570453,0.677657115,0.679414259,0.677779842,0.583366748,0.680227865,0.518661807,1.122589602,1.054926512,0.864184655,0.643403086,0.669252083,0.834987496,0.88062432,0.772529652,0.754080238,0.904854861,0.928230548,0.681652719
FARP2,0.330336137,0.324956079,0.35982093,0.341708965,0.328847877,0.392424865,0.343483795,0.38271491,0.350881528,0.349086121,0.34767346,0.357128733,0.34089086,0.36521944,0.320089719,0.361939157,0.352869349,0.361065596,0.365152054,0.314272241,0.313673032,0.337957874,0.374716869,0.378709066,0.343521422,0.368575971,0.370748495,0.351465507,0.387121634,0.35293595,0.246105413,0.255960457,0.271048369,0.33148761,0.347389881,0.340561677,0.391087207,0.396719026,0.389405776,0.274538882,0.266084586,0.397957949
FAS,2.06497229,1.117979428,2.403715956,3.315331694,1.695137646,0.923016363,1.259319255,1.361691848,1.124467941,1.05278562,1.231725456,0.79304413,1.781279929,1.200636392,1.223706371,3.2158971,1.181261602,1.603761894,3.261432864,1.631050306,1.141718009,2.779174695,0.886458549,1.788921623,2.771162311,1.614917566,1.873515267,0.932622392,0.742384378,0.924773149,1.523732161,1.344180012,1.211746962,1.483689238,2.03952553,1.112730847,1.061671092,1.183004025,1.08143868,2.717600175,1.183614958,1.388036682
FASN,0.573440369,1.354860929,0.481418522,1.367855477,0.609559067,3.499632676,3.718661001,2.817675061,4.191853935,2.989918351,3.742205044,2.433579884,1.424572852,0.422477991,0.827348726,3.323037456,2.357351736,0.730971967,3.848736755,1.100143965,3.839382831,3.12389073,1.667417839,3.097956539,1.235934318,0.640532002,3.82344705,3.250817516,3.028576135,3.816375776,3.905779696,3.321406225,3.845361404,0.818163478,2.016627298,1.781807953,1.388171771,3.801170791,2.262495976,4.097002551,2.85175944,3.106002378
FAT4,3.079410958,2.917071128,2.691899356,3.500095353,3.754146314,3.569053758,3.351775938,2.747008511,2.800227498,2.752270289,2.497719172,3.225184994,4.067575243,3.043725902,2.819624863,3.652708274,3.121107585,2.813262904,4.192690176,2.87177525,3.16560572,2.495201949,4.522632899,4.746675776,3.170901174,4.638784856,2.798520012,2.948443191,3.008624832,4.038161514,2.590077999,3.288316749,3.33365319,2.827392845,3.157467949,2.872529301,3.69197137,3.390007942,5.466778777,3.598550013,5.196908178,3.7278693
FBP1,0.527921448,0.524416771,0.487194502,0.474862204,0.526747617,0.477200805,0.449324674,0.452283935,0.429200276,0.502458009,0.427554066,0.525381727,0.441071585,0.502948943,0.37504979,0.432028094,0.698266057,0.461434344,0.431241497,0.516186823,0.535986379,0.448928687,0.557510097,0.462089575,0.563051665,0.436943961,0.528753984,0.45945518,0.457273375,0.509009751,0.597322517,0.536282856,0.475814497,0.461500513,0.603341829,0.499938014,0.553487121,0.459652728,0.459651129,0.535994487,0.495334068,0.467999829
FBXO25,0.351180212,0.341735174,0.347886128,0.347159599,0.309218037,0.356201532,0.3570426,0.314574667,0.327050884,0.371956449,0.375303451,0.333319244,0.350878218,0.358125819,0.326099558,0.395220988,0.359007574,0.372558018,0.331292778,0.363273148,0.365646172,0.355469519,0.314050159,0.359257662,0.359754823,0.412565001,0.334846665,0.35553143,0.343625708,0.325060951,0.310050269,0.332359507,0.3812889,0.316315766,0.375805185,0.356903932,0.331104961,0.374855473,0.319707878,0.368769971,0.343481923,0.317531844
FBXO32,0.299413774,0.352492601,0.347975941,0.256369672,0.291299568,0.381350493,0.331439713,0.357382249,0.344991948,0.333584255,0.294336904,0.34878245,0.351003898,0.375261089,0.33353138,0.337564082,0.373932014,0.363663966,0.322729362,0.377325563,0.336371627,0.3668937,0.331482571,0.380249927,0.412024537,0.344435524,0.352829599,0.348288656,0.298848995,0.289366732,0.282592954,0.280756921,0.237297951,0.331013607,0.312591538,0.373582991,0.3676528,0.33299539,0.24723218,0.291987379,0.305840563,0.292895045
FBXW11,2.303408749,2.08101205,1.823643788,2.206882445,2.516708949,1.328550802,1.203954657,1.397199598,1.395136722,1.239706143,1.430815013,1.504459158,1.430045789,3.301766018,2.093407584,1.45423192,1.296832809,1.253835767,1.88219459,1.414861355,3.243937969,2.64148499,1.438190478,3.673034995,1.175041497,1.280441538,3.395600966,1.232062362,1.219685943,2.982056096,1.141452019,1.287138479,5.343026512,1.464771723,5.602588451,1.455094996,1.325696817,2.106002615,1.265709755,1.345539758,4.373018902,3.47174683
FFAR2,2.578865444,2.382480184,2.983376276,2.609850604,3.193605636,2.562312936,2.392582565,3.004718251,2.491206013,2.337811326,2.450393691,2.120229815,2.390659407,2.903636047,2.401993248,2.400520805,2.475500511,2.233636975,2.386853356,3.136657965,2.806759962,3.352528842,2.742000377,5.938717783,2.567927873,2.677669076,3.212786412,2.551421886,2.255985856,2.28100543,2.979127771,2.39403181,3.428955837,2.447722557,2.164580669,2.459910051,2.795098882,5.43016224,2.758519127,2.897683467,2.686390838,2.597348977
FGF1,2.512484965,2.585015932,2.675336678,2.226303722,2.030058072,2.343097182,1.697924153,1.532571703,2.101613114,2.618208376,2.444234522,1.420472935,2.418972183,1.490184742,1.420363638,1.339273266,1.542295361,2.596056302,2.696446415,2.531593385,1.924955697,1.332431955,2.473772714,2.035201721,2.269199709,2.615861987,1.644334943,1.171279813,2.608658101,2.044789369,2.196659287,1.985423843,2.146609804,2.671219171,1.83134286,1.698932177,2.502364952,2.059640018,2.284235675,1.590057342,1.803653705,2.269147601
FGF10,2.863986668,2.85592762,2.936680643,2.55223098,2.33354,2.687650435,1.964373818,1.768957336,2.976108562,2.933388515,2.838443959,1.697981382,2.648681154,1.717998147,1.609152234,1.673927025,1.744968734,2.960450329,3.118341498,2.98449183,2.106321383,1.465464894,2.763620783,2.267958446,2.647735604,2.99847217,1.889545662,1.494695686,2.985997398,2.29744933,2.888998631,2.244682109,2.262470608,3.01999731,2.102447757,1.989732584,2.818580351,2.336948642,2.555890531,1.631202044,1.858080291,2.529895635
FGF17,2.159305524,2.141808246,2.305020962,1.836731634,1.713104228,1.890177539,1.384222649,1.22397275,1.701454098,2.121341269,2.132736147,1.188985781,1.920270733,1.182364691,1.12950244,1.248036893,1.52680894,2.277599941,2.352035118,2.061103325,1.829856176,1.30325453,2.000138711,1.74815747,2.031117686,2.187080449,1.426228106,1.194249195,2.103849393,1.618114213,1.890266713,1.720803207,1.609992025,2.171635483,1.60032221,1.396185854,1.931277386,1.684373603,1.835061578,1.313736879,1.39146723,1.813445401
FGF18,2.843544531,2.826769132,2.933013439,2.497312321,2.331890998,2.64004451,1.86374363,1.594022224,2.239523667,2.933388576,2.796001856,1.738375051,4.186210611,1.684462721,1.609207022,1.633636185,1.731834887,2.892692858,3.118275293,2.8423493,2.097137925,1.516205622,4.734762638,6.621297657,2.622607668,2.998464623,1.889546074,1.498197147,2.99114714,2.30475872,2.566281722,2.211662851,2.292882596,2.593912326,2.076734228,1.942024658,2.619487543,2.335990474,2.556078402,1.695323225,1.939316076,2.388566092
FGF19,2.641841959,2.467643084,2.612308093,2.299202454,2.020597129,2.235813592,1.771064842,1.753356849,2.113921645,2.603294754,2.473190352,1.476000598,2.301159373,1.470684593,1.430599636,1.428973735,1.548035629,2.560655189,2.722409762,2.605640087,1.935408144,1.323615297,2.487516421,1.965525244,2.303993662,2.61812898,1.649646141,1.306069401,2.648368104,2.112330705,2.362120299,1.932900196,2.037037789,2.714495543,1.89072647,1.784118381,4.869094072,2.05182352,2.35730031,1.48008158,1.706389676,2.208695021
FGF2,1.598934251,1.449387126,1.45536894,4.971150184,6.592399363,1.35116536,0.955628394,0.90184272,1.23635933,1.495604425,1.492619906,0.896587181,1.573250387,0.931880181,0.926962599,8.374222198,1.047125448,1.631907769,1.691502799,1.495885066,1.20177587,9.164726015,1.452539463,1.321163517,1.356584791,1.679007853,1.130710046,0.789133912,1.484786864,1.30935633,1.416898878,1.296746985,1.221897525,1.648534314,1.151921869,1.152465055,1.806644055,1.320747414,1.283595973,0.946682324,1.042137974,2.238826332
FGF20,2.150012828,2.023438935,2.167855902,1.837618541,1.622778109,1.836180676,1.38422265,1.237721867,1.696898367,2.121341351,2.044228662,1.203966624,1.871630223,1.182364691,1.235526066,1.337612723,1.485938964,2.11400429,2.23705555,2.090586695,1.528738149,1.240330836,2.039293542,1.657055682,2.022896971,2.300267208,1.412400711,1.055909693,2.096626089,1.682197652,1.802269327,1.850430162,1.783849202,2.134718175,1.514230465,1.403769988,1.932921823,1.713481166,1.915027238,1.333763494,1.342407253,1.775794296
FGF22,2.467471885,2.541297966,2.666278948,2.299606736,2.115214533,2.313983064,1.721666601,1.496013201,2.012436265,2.638479099,2.520884773,1.449203013,2.302437435,1.470868786,1.494611571,1.521482338,1.729494978,2.530951702,2.743780476,2.5645924,1.939459534,1.420559803,2.486201463,2.046390164,2.364834176,2.672826222,1.622564852,1.297493704,2.607297712,2.125078658,2.333825087,1.922083476,1.981560613,2.684217263,1.816972965,1.78491028,2.481934083,2.09601562,2.357785381,1.480081591,1.603251657,2.255524728
FGF3,2.657719996,2.472208222,2.648204403,2.31867863,2.021077249,2.297415583,1.771064842,1.645886591,2.117519192,2.603294658,2.482049374,1.474197189,2.348669121,1.47059997,1.53672096,1.447235757,1.575825938,2.563480997,2.732536461,2.639572249,1.948471665,1.323564502,2.496686491,2.051252212,2.359167531,2.617843839,1.64964577,1.305403831,2.655777411,2.119113645,2.362205271,1.936743653,2.037033093,2.714202657,1.8939786,1.777409126,2.38745211,2.038885928,2.389108555,1.4801866,1.69608901,2.208695017
FGF4,2.295396281,2.159842403,2.33082417,2.008465745,1.773816865,1.994991447,1.534987022,1.416416036,1.840670198,2.256283094,2.169240649,1.278919001,2.027540577,1.274573253,1.280907811,1.259471292,1.360714929,2.245028443,2.36356939,2.266256173,1.778291027,1.15697958,2.213002214,1.780738578,2.049700335,2.274654658,1.429762916,1.136441788,2.298074064,1.835256892,2.047369304,1.690270654,1.765557627,2.350672968,1.646861285,1.552446892,2.132057855,1.787735428,2.082754124,1.283449625,1.471945956,1.9142824
FGF5,2.366077307,2.388195116,2.320149577,1.960238239,1.881140881,2.171524558,1.530091752,1.421841545,1.921356339,2.283,2.364513582,1.275235961,2.253308681,1.370554396,1.432167286,1.333802662,1.412394826,2.275848159,2.567127161,2.241697571,1.715901566,1.212297865,2.254480585,1.911265564,2.116650669,2.41421156,1.635286485,1.155570777,2.135818825,2.050407083,2.081110482,1.8380061,1.842846768,2.421453393,1.783309393,1.690213147,2.287534652,1.953219926,2.067752632,1.379381435,1.589707811,1.943280597
FGF6,2.127124343,2.04290669,2.178406279,1.819277406,1.638929847,2.007084891,1.308206224,1.220614967,1.719488736,2.059015601,2.112266773,1.235348919,1.907157289,1.269537027,1.179938586,1.175293495,1.379598705,2.182239712,2.268866869,2.10703113,1.755033392,1.241790332,2.065835881,1.632477837,1.88319623,2.229559042,1.343657877,1.082179677,2.127623299,1.696139773,1.805505784,1.784569527,1.550006776,2.364742757,1.6493117,1.428593723,1.967926886,2.049983784,1.907654646,1.260218496,1.356219799,1.775794322
FGF8,2.160201928,2.157242425,2.248255003,1.917890007,1.780382129,1.966767737,1.410228747,1.275720727,1.836950687,2.219591121,2.140713931,1.356690425,2.017032782,1.400596445,1.331478579,1.241227048,1.40360922,2.211486873,2.404276677,2.168765524,1.598024028,1.124855493,2.09154732,1.852414582,2.045557021,2.357716662,1.544211591,1.219618647,2.373727983,1.924695929,1.980647417,1.838707452,1.717868784,2.467194774,1.71674305,1.568592223,2.110848914,1.767890169,1.990633601,1.320747463,1.614001384,1.954869757
FGF9,2.905708101,2.908416875,2.932015392,2.551461162,2.33203661,2.639862276,1.972040863,1.594031603,2.297500621,3.022181275,2.882215376,1.735757075,2.734295656,1.808653313,1.558836611,1.62434179,1.731856405,2.992452248,3.142406386,2.936611401,2.21521339,1.371616814,2.760466471,2.23381109,2.88604373,3.06188093,1.936428328,1.494397183,2.95685679,2.295153884,2.892575412,2.311992127,2.175250844,3.064191287,2.165283868,1.919295391,2.75320783,2.402344513,2.543999102,1.653192292,1.918279203,2.409517254
FGFR1,0.095060345,0.092886188,0.081446461,0.098284335,0.111562627,0.104462743,0.115729131,0.122695598,0.112284152,0.091496391,0.097820788,0.116128648,0.108007399,0.129831142,0.146459023,0.121291812,0.129228845,0.100307886,0.079326183,0.099501785,0.137209661,0.129330809,0.109917615,0.127721555,0.152560883,0.091741977,0.138952634,0.134029952,0.08284738,0.180411567,0.107978675,0.139473677,0.114359202,0.077862737,0.133405428,0.133288212,0.096335293,0.103508389,0.094472445,0.129394526,0.12504906,0.104371575
FGFR2,0.097205871,0.101262599,0.090908223,0.115388519,0.116745247,0.111929847,0.117420477,0.129532665,0.113571252,0.123192614,0.100393718,0.135619263,0.117191058,0.140957197,0.13829545,0.141507756,0.114600508,0.103097696,0.079206123,0.11051599,0.129180953,0.145772463,0.095530802,0.132510415,0.129932667,0.100909862,0.148147441,0.157816081,0.105192952,0.133869141,0.116133738,0.135390653,0.126046298,0.087466526,0.1487084,0.130744166,0.105302098,0.13622928,0.100163766,0.134493007,0.144673947,0.108812553
FGFR3,0.101364348,0.111937939,0.106272509,0.120001876,0.122390151,0.113418907,0.118778223,0.126246451,0.10989797,0.095848057,0.105755984,0.127566814,0.124756173,0.126128086,0.150760483,0.128678216,0.121336202,0.102987858,0.08565735,0.098634319,0.135373228,0.145952389,0.101821102,0.127054206,0.108566188,0.09598088,0.143604384,0.184085446,0.099274812,0.124874927,0.119378686,0.141019681,0.128608482,0.083577819,0.129969754,0.133354457,0.116469256,0.107872658,0.099674112,0.134196772,0.125322109,0.112502211
FGFR4,0.08978004,0.092023777,0.087081588,0.113824535,0.105707791,0.106847807,0.111849192,0.122669658,0.11195593,0.09952644,0.098293082,0.13512398,0.108427901,0.12614904,0.141182206,0.131590638,0.115214943,0.102855831,0.081199132,0.092045385,0.126422482,0.144032603,0.093820776,0.123945636,0.112063141,0.086536455,0.126908601,0.151407742,0.096900121,0.123555181,0.100610611,0.123891765,0.118965879,0.080124509,0.126680789,0.125516892,0.093606062,0.102586598,0.111517712,0.129402386,0.123408905,0.112502211
FGR,2.13279825,2.058682018,2.084182598,1.561290004,1.94920752,2.077875746,1.932772736,2.201879828,1.868675932,1.960178673,1.951902972,1.996516482,1.991814515,1.797742432,1.780492027,1.817389736,2.070493603,2.134409819,2.109462051,2.197547872,2.214073695,2.25437168,2.412336492,1.928999209,1.982363429,1.836253051,1.666337382,1.77067179,1.911269892,1.849056576,1.924573401,1.898796973,2.181694463,1.922056547,2.040096663,1.839909492,2.12845128,1.953793967,1.647253111,1.934335926,1.949596813,1.932697935
FLCN,0.899490266,0.810981378,0.764039042,0.764211932,0.788673457,1.234348306,0.848316917,0.806270183,0.767811696,0.729095712,0.755499046,0.782674253,0.8356081,0.845838807,0.82471343,0.788409443,0.825424526,0.762732887,0.857251228,0.922938551,0.825691932,0.833283402,0.800122167,0.853195146,0.735468317,0.859053834,0.922712815,0.680784382,0.81525867,0.746502031,0.81390643,0.838347749,0.806621398,0.922573074,0.698427578,0.794397541,0.81700355,0.852672911,0.793788539,0.794895585,0.753728281,0.784644139
FLNB,0.109238002,0.069982653,0.092566771,0.089946736,0.103015593,0.087690744,0.100904679,0.104756042,0.105577713,0.084606694,0.090716059,0.121704024,0.088577996,0.136775548,0.098741321,0.095148487,0.101278308,0.09044686,0.103658227,0.104846371,0.080691209,0.129949647,0.093915905,0.100375622,0.094644874,0.092288615,0.119800337,0.099030125,0.090740118,0.101908021,0.121925656,0.108205555,0.106295681,0.107848782,0.109617462,0.103303566,0.113273628,0.088208571,0.10258883,0.11432242,0.10381193,0.101440968
FLNC,0.138751224,0.104526649,0.094084897,0.120527465,0.096725249,0.087159325,0.118886617,0.108045952,0.132543586,0.0816758,0.088439919,0.105126773,0.084382361,0.123658209,0.120616294,0.095073109,0.111941187,0.093428288,0.122350898,0.121186187,0.113749437,0.135567582,0.103309377,0.11893551,0.091912242,0.092531283,0.132130922,0.09110932,0.098041142,0.10003083,0.15283808,0.120309178,0.116290008,0.176371322,0.117322917,0.12296679,0.141248031,0.12902503,0.126689597,0.124357212,0.116595885,0.102268607
FLOT1,8.374956708,8.00996547,8.950962445,8.30007259,7.237967703,8.782606695,7.295441789,8.250978327,8.789340385,8.914483866,8.835206483,8.49375346,7.178859263,8.495488009,8.536664674,8.863024665,8.687005922,8.683889081,8.673552865,8.802006668,8.235209209,8.241959464,7.21756989,8.465289194,8.48817714,8.681057064,7.017981191,8.704514041,8.799740419,8.569470818,8.533721318,8.826942133,8.720008793,7.450050421,8.379223054,7.49860169,8.416134961,8.63600083,8.609280936,8.566312296,8.905474841,8.798982643
FLOT2,7.414569465,7.734637728,7.037813053,7.545487364,8.711483897,7.226127264,8.612014832,7.433796471,7.2352742,7.336074622,7.178406877,7.420017361,8.592796493,7.575280913,7.204462013,7.233989519,7.30121773,7.428261716,7.345860063,7.191236321,7.574244152,7.708682386,8.576298864,7.478475717,7.613014521,7.366527717,8.937662259,7.469583965,7.415322129,7.58600162,7.263362532,7.041518317,7.109094511,8.727261131,7.686483276,8.790303739,7.362740704,7.271443927,7.447791936,7.638074538,7.050169094,7.096081961
FLT1,0.102497421,0.097769729,0.087083738,0.100969712,0.10376674,0.109817467,0.116322682,0.132195367,0.10175649,0.095681601,0.101246431,0.124871816,0.108258222,0.128984384,0.131534375,0.11952564,0.10917833,0.099592179,0.081485625,0.096938018,0.124516602,0.128521483,0.115924766,0.119154802,0.115497842,0.089418429,0.12788298,0.150090461,0.086879879,0.111914197,0.127709885,0.133661973,0.106748568,0.0861839,0.122196952,0.121465146,0.106357504,0.103955745,0.098912699,0.120558924,0.13080879,0.106987028
FLT3,6.464988021,6.429191477,5.785304121,6.131050906,6.745852949,6.570465773,7.982110549,9.046008538,7.307777052,6.195783762,6.720108701,7.664579762,7.005300255,8.181646055,9.219734546,7.104566846,7.483250269,6.667213429,5.105504212,6.090325892,7.941801802,8.450117326,7.037125015,7.569832356,6.346208406,5.857129055,8.221727217,9.857586598,5.701190145,7.467364671,7.838807656,8.383358261,7.038747837,5.548622494,7.907338303,7.87649375,7.026450933,6.989704996,6.326079207,7.652759535,8.179121439,6.47821007
FLT3LG,19.59002963,19.78005743,21.19795515,19.83223333,16.66934516,19.45352201,12.45771062,9.773080327,15.81385651,21.12886129,19.84323035,11.34702425,18.15382065,12.1228857,11.27432279,11.27763109,10.23686708,20.66370916,21.46282959,20.61175745,14.54904488,11.23713546,20.47833747,16.2230078,19.62282128,20.96539105,13.57701018,10.89151785,20.27338338,16.36151892,18.97179413,15.18450482,14.08577968,20.9362628,14.39857457,12.96226083,20.79597466,16.77501778,20.67753547,11.78117738,11.19961663,17.87224595
FLT4,0.181762178,0.180426354,0.173393736,0.201321493,0.206857813,0.197566041,0.219746422,0.265016699,0.219698019,0.180024204,0.179078495,0.249128014,0.198473264,0.239720851,0.27326402,0.231351446,0.219701475,0.17791522,0.149687825,0.175711658,0.231990703,0.258915425,0.192579837,0.245321201,0.183036212,0.173268674,0.239785563,0.269070464,0.172327617,0.225439582,0.193789211,0.227875787,0.227162889,0.160985011,0.229015598,0.236569053,0.195582228,0.186986991,0.1997244,0.244508334,0.239589195,0.213357335
FN1,1.119865393,1.171279994,0.402011547,1.280072301,1.80597652,1.43926798,1.211112578,1.352123148,0.698599186,1.067916722,14.63064898,0.266003778,0.431660978,1.261502086,1.314637478,1.110626503,0.568376206,0.414429324,0.574416392,1.149439424,12.03568833,0.644126065,1.25377205,1.263081852,13.34805444,1.179379414,13.73480119,0.59333013,1.142910229,0.248801056,0.484410853,15.17482123,13.33578781,1.100887778,0.274153722,0.77086807,0.965722243,0.563898851,0.428144132,12.20188732,0.43150762,1.986071986
FNIP1,0.894683085,0.782129214,0.765422614,0.738692961,0.76407596,0.963730775,0.86254599,0.768389625,0.767659513,0.735667494,0.740139638,0.798541479,0.818020737,0.802550518,0.80391288,0.78842089,0.808940607,0.754535083,0.815761678,0.913500962,0.825687992,0.775398431,0.798484994,0.802521535,0.673091751,0.859078008,0.883683677,0.713457172,0.806426392,0.73420182,0.711472139,0.793778347,0.806639424,0.810518224,0.676445758,0.751606421,0.809279972,0.835034177,0.777369409,0.797350678,0.764836737,0.767507619
FNIP2,0.923116543,0.877335673,0.789768101,0.795167516,0.842099317,1.32632636,0.845449882,0.828821343,0.813295719,0.766797261,0.755345456,0.798698572,0.821327409,0.837800301,0.824713416,0.833990937,0.876474498,0.801161066,0.857150504,1.049945465,0.830726803,0.801031167,0.830866706,0.853195172,0.735431098,0.917950354,0.922156862,0.713452371,0.847902296,0.766199564,0.718599238,0.812344619,0.83043853,0.834069246,0.714797852,0.691180181,0.817010885,0.892365864,0.826667094,0.800640165,0.806538848,0.810294418
FOS,0.64373915,0.622939561,0.515932167,0.512126365,0.64561536,0.579923672,3.036248973,0.876670462,3.257719353,0.54594105,0.521699659,0.488346393,0.614442924,0.753986058,1.933527162,0.425032772,3.039375137,2.351438646,0.607490279,1.784882544,2.488493765,0.596995192,0.525316765,0.544881375,0.450506377,0.606249535,0.564847737,0.441511937,0.576188775,3.145264646,0.588868884,2.382094315,1.691453671,2.24746039,1.180122968,0.504116917,0.579619057,0.612218235,0.469442491,5.117631044,4.242827219,0.580604504
FOSB,5.819464576,5.724154625,5.315597885,9.389595231,9.172641428,5.592109851,5.330930132,5.217353322,4.479815179,6.217825183,5.223183168,5.076835439,5.685481054,7.384573298,5.830704208,4.423610246,4.957821331,4.263305076,8.802112164,4.843259368,8.376896849,6.094241915,5.454226411,5.87861664,4.98178641,4.945810237,6.034908064,5.217202255,5.02215988,4.675718567,6.004144384,5.447653939,7.558835069,4.211784029,5.183775443,5.386518627,4.643114956,6.268738645,5.578393198,3.496507956,4.106948275,5.882077058
