SpNotation,Attention_x,cell_line_name,cell_line_num_x,mean_rank_x,Attention_y,cell_line_num_y,mean_rank_y
sp12,0.033967685377087366,HCT-15,9,25,0.015274464918675944,9.0,26.0
sp13,0.03247173041171962,HCT-15,9,26,,,
sp14,0.09292164094406778,HCT-15,9,3,0.0538359678872767,9.0,3.0
sp15,0.02522785184840278,HCT-15,9,33,0.022779894407876502,9.0,17.0
sp16,0.027517371137586188,HCT-15,9,31,0.036520142660921025,9.0,7.0
sp17,0.01754703232947403,HCT-15,9,43,0.021189992813190426,9.0,18.0
sp18,0.04829324975566035,HCT-15,9,10,,,
sp19,0.03414617424423422,HCT-15,9,24,,,
sp20,0.0413967827933768,HCT-15,9,15,,,
sp21,0.010692968012600227,HCT-15,9,48,0.013517084064249984,9.0,31.0
sp22,0.01775747290451922,HCT-15,9,41,0.01951113617582019,9.0,21.0
sp23,0.03762644148161537,HCT-15,9,20,0.027690423827067122,9.0,12.0
sp24,0.10803778257996784,HCT-15,9,2,0.0779757272777751,9.0,1.0
sp25,0.027559947687731286,HCT-15,9,30,,,
sp26,0.02739114140965985,HCT-15,9,32,,,
sp27,0.028993259099977815,HCT-15,9,29,0.019925684114484598,9.0,19.0
sp28,0.01767578635987282,HCT-15,9,42,0.014996790679915764,9.0,29.0
sp29,0.018455014472549172,HCT-15,9,39,0.023255814553418908,9.0,14.0
sp30,0.04362765930856047,HCT-15,9,13,0.03815257472001845,9.0,5.0
sp31,0.0348103681742857,HCT-15,9,22,,,
sp32,0.07493003383389829,HCT-15,9,4,,,
sp33,0.02023854961786295,HCT-15,9,38,,,
sp34,0.017897832270175308,HCT-15,9,40,0.0152544618897404,9.0,27.0
sp35,0.03153651903750883,HCT-15,9,27,0.032650615843726236,9.0,9.0
sp36,0.03683619213850281,HCT-15,9,21,0.03747596773986347,9.0,6.0
sp37,0.048238812588021374,HCT-15,9,11,,,
sp38,0.06359083410937036,HCT-15,9,7,,,
sp39,0.03780915813794229,HCT-15,9,19,,,
sp40,0.06226749879838036,HCT-15,9,8,0.03853820557799479,9.0,4.0
sp41,0.0129352138161105,HCT-15,9,47,0.016748789117352128,9.0,25.0
sp42,0.0659123733201724,HCT-15,9,6,,,
sp43,0.04508597656460176,HCT-15,9,12,,,
sp44,0.01559498171619912,HCT-15,9,45,0.017703668025068314,9.0,23.0
sp45,0.017077025221687768,HCT-15,9,44,0.015092594802725895,9.0,28.0
sp46,0.042318823145398345,HCT-15,9,14,0.017044445309223256,9.0,24.0
sp47,0.029659412357649007,HCT-15,9,28,0.019517670784954998,9.0,20.0
sp48,0.022894496374315773,HCT-15,9,36,,,
sp1,0.023018656724583808,HOP-62,10,35,0.023018656724583808,10.0,14.0
sp2,0.022721669520125495,HOP-62,10,36,0.021973626445342093,10.0,15.0
sp3,0.03410216581359647,HOP-62,10,24,0.029509281199210504,10.0,8.0
sp4,0.022637789223760498,HOP-62,10,37,0.02002338057834532,10.0,19.0
sp5,0.14281068032028985,HOP-62,10,1,,,
sp6,0.03847752477284781,HOP-62,10,18,0.04029112090474307,10.0,3.0
sp7,0.03519636423358489,HOP-62,10,21,0.030135641171698098,10.0,6.0
sp8,0.011797674716878408,HOP-62,10,47,0.009922224388705466,10.0,29.0
sp9,0.05207516544139343,HOP-62,10,9,,,
sp10,0.03924446214775626,HOP-62,10,16,0.021879318243423828,10.0,16.0
sp11,0.07290922775802466,HOP-62,10,4,,,
sp12,0.03450784372762134,HOP-62,10,23,0.020976571142648073,10.0,18.0
sp13,0.018794291005330657,HOP-62,10,40,,,
sp14,0.09155286100635592,HOP-62,10,3,0.0653830102511963,10.0,1.0
sp15,0.025002346337013325,HOP-62,10,32,0.02585774241846238,10.0,12.0
sp16,0.027113791854551716,HOP-62,10,30,,,
sp17,0.018205217776460805,HOP-62,10,43,0.01663115863262986,10.0,23.0
sp18,0.05029500068679244,HOP-62,10,10,,,
sp19,0.032068257750135123,HOP-62,10,25,,,
sp20,0.04206482238479386,HOP-62,10,15,0.027901034936475624,10.0,10.0
sp21,0.011386953144884556,HOP-62,10,48,0.015488718645256269,10.0,25.0
sp22,0.01884250605709352,HOP-62,10,39,0.016790195247365768,10.0,22.0
sp23,0.0376615579310769,HOP-62,10,19,,,
sp24,0.11461280197701026,HOP-62,10,2,,,
sp25,0.02420299594922136,HOP-62,10,33,,,
sp26,0.027737899859183655,HOP-62,10,29,0.023404160045692294,10.0,13.0
sp27,0.028212058296588186,HOP-62,10,28,0.031186389739856425,10.0,5.0
sp28,0.02322469108554377,HOP-62,10,34,0.015089849176783575,10.0,26.0
sp29,0.018514023033859444,HOP-62,10,41,,,
sp30,0.043103385798911285,HOP-62,10,14,,,
sp31,0.03608896319666665,HOP-62,10,20,,,
sp32,0.07285748566101694,HOP-62,10,5,,,
sp33,0.025015168842111413,HOP-62,10,31,0.014080842477446237,10.0,27.0
sp34,0.02092060693008069,HOP-62,10,38,0.021188359266710786,10.0,17.0
sp35,0.03147056130078622,HOP-62,10,26,0.02977428597446195,10.0,7.0
sp36,0.0433769025786723,HOP-62,10,13,,,
sp37,0.046536716253796774,HOP-62,10,11,,,
sp38,0.062334995201407395,HOP-62,10,6,,,
sp39,0.034611146922788445,HOP-62,10,22,0.029507001620260424,10.0,9.0
sp40,0.0612253774208411,HOP-62,10,7,,,
sp41,0.018214092676663584,HOP-62,10,42,0.018732551856760527,10.0,20.0
sp42,0.05880223003413792,HOP-62,10,8,0.05702902792237036,10.0,2.0
sp43,0.03896825567238937,HOP-62,10,17,0.03538836950798076,10.0,4.0
sp44,0.015091556838894644,HOP-62,10,46,0.018469228076157754,10.0,21.0
sp45,0.01649275793078882,HOP-62,10,45,0.016097626615121458,10.0,24.0
sp46,0.04510956047248769,HOP-62,10,12,0.02720430646762593,10.0,11.0
sp47,0.03132029183179024,HOP-62,10,27,,,
sp48,0.017811237778378935,HOP-62,10,44,0.01061191591157357,10.0,28.0
sp1,0.023387177815816156,HOP-92,11,33,0.023387177815816156,11.0,14.0
sp2,0.02271224325344404,HOP-92,11,35,0.02115694530248616,11.0,19.0
sp3,0.04295660531684209,HOP-92,11,14,0.027359630516491214,11.0,9.0
sp4,0.02288257561193783,HOP-92,11,34,0.022641765344608027,11.0,15.0
sp5,0.1426687998217391,HOP-92,11,1,,,
sp6,0.03757366696246194,HOP-92,11,18,0.03751499178666797,11.0,4.0
sp7,0.03503238835663071,HOP-92,11,24,0.02172977203432613,11.0,17.0
sp8,0.013515974251171216,HOP-92,11,47,0.013679665162039369,11.0,27.0
sp9,0.05513726583303278,HOP-92,11,9,,,
sp10,0.03795603128446071,HOP-92,11,17,0.023892338586115162,11.0,12.0
sp11,0.07328835777012344,HOP-92,11,4,,,
sp12,0.034962968343932026,HOP-92,11,25,0.023550517739790926,11.0,13.0
sp13,0.019254517428306733,HOP-92,11,40,,,
sp14,0.09265447218203388,HOP-92,11,3,,,
sp15,0.02550991934541055,HOP-92,11,30,0.021815245413308045,11.0,16.0
sp16,0.027771884048413777,HOP-92,11,28,0.027250538510548507,11.0,10.0
sp17,0.016246990662743946,HOP-92,11,45,0.018799407998358046,11.0,21.0
sp18,0.04785315593867923,HOP-92,11,10,,,
sp19,0.03595509503689187,HOP-92,11,20,,,
sp20,0.03974314417484896,HOP-92,11,16,0.036852364962632715,11.0,5.0
sp21,0.0120738044248238,HOP-92,11,48,0.013310496977306102,11.0,29.0
sp22,0.019319365257241834,HOP-92,11,39,0.021277909178605597,11.0,18.0
sp23,0.03616717784906153,HOP-92,11,19,0.028730285657398404,11.0,8.0
sp24,0.10942365372821924,HOP-92,11,2,,,
sp25,0.025529282970748076,HOP-92,11,29,,,
sp26,0.024702687325918345,HOP-92,11,31,,,
sp27,0.020711224674364283,HOP-92,11,37,0.032783425790398266,11.0,7.0
sp28,0.01936487052972364,HOP-92,11,38,0.013658996117909503,11.0,28.0
sp29,0.01699786399717669,HOP-92,11,43,0.017352526743818604,11.0,24.0
sp30,0.041300377438629014,HOP-92,11,15,,,
sp31,0.0359127267942857,HOP-92,11,21,,,
sp32,0.07068657167118643,HOP-92,11,5,,,
sp33,0.024352419074378583,HOP-92,11,32,0.014782805673013476,11.0,26.0
sp34,0.021238604522157686,HOP-92,11,36,0.018278825540600577,11.0,23.0
sp35,0.02848901861742013,HOP-92,11,26,,,
sp36,0.03543949615601693,HOP-92,11,23,,,
sp37,0.044660800821266826,HOP-92,11,12,0.055629396395356835,11.0,2.0
sp38,0.0623752987445185,HOP-92,11,7,0.05621246061156975,11.0,1.0
sp39,0.03556341498221152,HOP-92,11,22,0.04088214722438355,11.0,3.0
sp40,0.06379992352485979,HOP-92,11,6,,,
sp41,0.01841237092598874,HOP-92,11,41,,,
sp42,0.056039395384396534,HOP-92,11,8,0.034644042011818164,11.0,6.0
sp43,0.04488837401265485,HOP-92,11,11,,,
sp44,0.015382166370376607,HOP-92,11,46,0.01857152420843211,11.0,22.0
sp45,0.01683938235039214,HOP-92,11,44,0.016573180741067627,11.0,25.0
sp46,0.044317628041016376,HOP-92,11,13,0.025651913398997504,11.0,11.0
sp47,0.028455240706985612,HOP-92,11,27,,,
sp48,0.01758508585617051,HOP-92,11,42,0.019713353353471328,11.0,20.0
sp1,0.02243901384654001,HS 578T,12,32,0.021944756615087584,12.0,18.0
sp2,0.022214138831737635,HS 578T,12,33,0.02022864075943561,12.0,20.0
sp3,0.040467226963596475,HS 578T,12,15,0.03431687355649121,12.0,7.0
sp4,0.019563698736045687,HS 578T,12,37,0.02257752994978472,12.0,15.0
sp5,0.1428915261333333,HS 578T,12,1,,,
sp6,0.040423720256032594,HS 578T,12,16,0.04126540965968378,12.0,5.0
sp7,0.034236357548463596,HS 578T,12,22,0.024160810310929908,12.0,13.0
sp8,0.01484456795728252,HS 578T,12,48,0.013274632262568479,12.0,28.0
sp9,0.04979665021352458,HS 578T,12,11,,,
sp10,0.030208417485360305,HS 578T,12,26,0.032519386269221504,12.0,8.0
sp11,0.07223165914802467,HS 578T,12,5,0.06202586706947865,12.0,1.0
sp12,0.03379861858742717,HS 578T,12,23,0.01591393141432054,12.0,24.0
sp13,0.01969442266525152,HS 578T,12,36,,,
sp14,0.09386915086271184,HS 578T,12,3,0.0510829478779649,12.0,3.0
sp15,0.02494522900354745,HS 578T,12,30,0.022231690795721248,12.0,16.0
sp16,0.027778492237999986,HS 578T,12,28,0.023061983126603756,12.0,14.0
sp17,0.015762668607721117,HS 578T,12,46,0.01436955558853189,12.0,26.0
sp18,0.062494464416981116,HS 578T,12,8,,,
sp19,0.032897267006171155,HS 578T,12,24,,,
sp20,0.03729304112910203,HS 578T,12,19,0.06060254554630188,12.0,2.0
sp21,0.015746510275589293,HS 578T,12,47,0.01237260271625982,12.0,29.0
sp22,0.015942428990515255,HS 578T,12,43,0.021042626715325804,12.0,19.0
sp23,0.03657355296815383,HS 578T,12,20,0.027766313535049488,12.0,10.0
sp24,0.11545226532901454,HS 578T,12,2,,,
sp25,0.026674160056251894,HS 578T,12,29,,,
sp26,0.016585822182040803,HS 578T,12,42,,,
sp27,0.020221104373924215,HS 578T,12,35,0.031186288872655107,12.0,9.0
sp28,0.018184550941838018,HS 578T,12,38,0.01330095210221179,12.0,27.0
sp29,0.01689715960017836,HS 578T,12,41,0.022155489927085607,12.0,17.0
sp30,0.03984312691697579,HS 578T,12,18,,,
sp31,0.05140782088517005,HS 578T,12,10,,,
sp32,0.07404717625254235,HS 578T,12,4,,,
sp33,0.02281351996642167,HS 578T,12,31,,,
sp34,0.017874309088653974,HS 578T,12,40,0.014457066761746537,12.0,25.0
sp35,0.030291128107523387,HS 578T,12,25,0.027084705418503507,12.0,11.0
sp36,0.041490906174773995,HS 578T,12,14,,,
sp37,0.04816990527524063,HS 578T,12,12,,,
sp38,0.06415069026637035,HS 578T,12,6,,,
sp39,0.03520021831328845,HS 578T,12,21,,,
sp40,0.06010537671429905,HS 578T,12,9,0.042568770986535616,12.0,4.0
sp41,0.02088642838636588,HS 578T,12,34,0.02002853248108356,12.0,21.0
sp42,0.06331023685224137,HS 578T,12,7,,,
sp43,0.04041558758867255,HS 578T,12,17,,,
sp44,0.015870418118764777,HS 578T,12,45,0.01690214408085018,12.0,23.0
sp45,0.01794577031886258,HS 578T,12,39,0.018587646575291345,12.0,22.0
sp46,0.04595449185113257,HS 578T,12,13,0.035632699889665505,12.0,6.0
sp47,0.029645308674619435,HS 578T,12,27,0.025635874550607927,12.0,12.0
sp48,0.015900578453002502,HS 578T,12,44,,,
sp1,0.029153837513529398,IGROV1,13,26,0.029153837513529398,13.0,16.0
sp2,0.021978620316044875,IGROV1,13,36,0.02054765765495082,13.0,25.0
sp3,0.038725893106929817,IGROV1,13,16,0.03660659108412279,13.0,9.0
sp4,0.020733861768499163,IGROV1,13,37,0.019662506038377863,13.0,27.0
sp5,0.1457489496057971,IGROV1,13,1,,,
sp6,0.03550494746782607,IGROV1,13,22,0.04031748575683793,13.0,7.0
sp7,0.035063073653787045,IGROV1,13,23,0.027266538293687317,13.0,19.0
sp8,0.011783007518390395,IGROV1,13,47,0.017989200328123272,13.0,30.0
sp9,0.0510304359422131,IGROV1,13,10,,,
sp10,0.03946917381965262,IGROV1,13,15,,,
sp11,0.07344885698641974,IGROV1,13,4,,,
sp12,0.03457778046592232,IGROV1,13,24,0.018205267161978306,13.0,29.0
sp13,0.018733600056178204,IGROV1,13,40,0.0323477648962064,13.0,14.0
sp14,0.09155594279940676,IGROV1,13,3,0.09056006319297752,13.0,1.0
sp15,0.02500656335669826,IGROV1,13,29,,,
sp16,0.0276397153933793,IGROV1,13,27,0.026213744692576674,13.0,20.0
sp17,0.017967382817091863,IGROV1,13,41,0.013514823289943365,13.0,35.0
sp18,0.0637403903943396,IGROV1,13,6,0.05580834634942527,13.0,6.0
sp19,0.023308817249414398,IGROV1,13,33,0.01998283634514137,13.0,26.0
sp20,0.04312088584412394,IGROV1,13,13,,,
sp21,0.01045284985012149,IGROV1,13,48,0.009078364886472708,13.0,36.0
sp22,0.017739012366778897,IGROV1,13,42,0.01727059027326435,13.0,31.0
sp23,0.036496279745692285,IGROV1,13,18,0.02752841631833331,13.0,18.0
sp24,0.09988920024732141,IGROV1,13,2,0.06910598244139099,13.0,3.0
sp25,0.024704407597652654,IGROV1,13,30,0.024241331061932266,13.0,23.0
sp26,0.022751173587891138,IGROV1,13,35,,,
sp27,0.022912125207318886,IGROV1,13,34,,,
sp28,0.018886791296320794,IGROV1,13,39,0.0136109779462293,13.0,34.0
sp29,0.01755712507669728,IGROV1,13,43,,,
sp30,0.04195978153991934,IGROV1,13,14,0.033329523180360345,13.0,12.0
sp31,0.03633183956428569,IGROV1,13,20,0.03769841348055554,13.0,8.0
sp32,0.07147136211016947,IGROV1,13,5,0.0662248936477941,13.0,4.0
sp33,0.023620989410142748,IGROV1,13,32,0.025399405965321257,13.0,21.0
sp34,0.019615273719845994,IGROV1,13,38,,,
sp35,0.031393232892579837,IGROV1,13,25,0.025136335899027012,13.0,22.0
sp36,0.035947355306016934,IGROV1,13,21,0.03471744810217741,13.0,11.0
sp37,0.04649873251518715,IGROV1,13,11,0.032185303639183656,13.0,15.0
sp38,0.062414050238370364,IGROV1,13,7,0.07520360107733332,13.0,2.0
sp39,0.036478573723317295,IGROV1,13,19,0.03236676651491303,13.0,13.0
sp40,0.05888350142859811,IGROV1,13,8,0.0573023922290104,13.0,5.0
sp41,0.017149673051055383,IGROV1,13,44,,,
sp42,0.052771824877499984,IGROV1,13,9,,,
sp43,0.0381811321255752,IGROV1,13,17,0.034913973340947355,13.0,10.0
sp44,0.015968027100070687,IGROV1,13,46,0.014037459949891098,13.0,33.0
sp45,0.016853533796847647,IGROV1,13,45,0.017034150099102308,13.0,32.0
sp46,0.04484264004764752,IGROV1,13,12,0.023071870996093282,13.0,24.0
sp47,0.027623673061684447,IGROV1,13,28,0.02770972296278947,13.0,17.0
sp48,0.02448540547747367,IGROV1,13,31,0.019510772881896534,13.0,28.0
sp1,0.02824736090139214,K-562,14,30,0.027355709155068613,14.0,12.0
sp2,0.02288342006522571,K-562,14,34,0.014810651178360244,14.0,30.0
sp3,0.037316228756842096,K-562,14,19,0.037364967971140334,14.0,5.0
sp4,0.021949824752293765,K-562,14,36,0.020447898567238193,14.0,24.0
sp5,0.14473257326811595,K-562,14,1,,,
sp6,0.03755651782244564,K-562,14,18,,,
sp7,0.03381198120091643,K-562,14,24,0.027020419927154135,14.0,14.0
sp8,0.012967799356164367,K-562,14,47,0.017915781310324782,14.0,28.0
sp9,0.04870576265532785,K-562,14,12,,,
sp10,0.03482963862277327,K-562,14,22,0.023473607522753407,14.0,20.0
sp11,0.07807218456444442,K-562,14,4,,,
sp12,0.034785754253155325,K-562,14,23,,,
sp13,0.03226461537601225,K-562,14,25,0.028303010555434407,14.0,10.0
sp14,0.09330804982474575,K-562,14,3,,,
sp15,0.025632897894614284,K-562,14,33,0.023359789789435384,14.0,21.0
sp16,0.02960784593924137,K-562,14,28,,,
sp17,0.01871344781000517,K-562,14,40,0.024926221983137552,14.0,18.0
sp18,0.04885023159433961,K-562,14,11,,,
sp19,0.019499534756036017,K-562,14,37,0.02614782425423311,14.0,16.0
sp20,0.037075581188082234,K-562,14,20,0.036842256388556774,14.0,6.0
sp21,0.00921186336893194,K-562,14,48,0.018321551874886204,14.0,27.0
sp22,0.016951821971247234,K-562,14,44,0.023840412499980757,14.0,19.0
sp23,0.038055239671384605,K-562,14,16,0.029414728727368406,14.0,9.0
sp24,0.10136344221468375,K-562,14,2,0.06563320027255541,14.0,2.0
sp25,0.028866187410297697,K-562,14,29,0.027221990185654396,14.0,13.0
sp26,0.02767983483809522,K-562,14,31,,,
sp27,0.031896809248693446,K-562,14,26,0.02668856400372996,14.0,15.0
sp28,0.01925267604577714,K-562,14,39,0.014444100948103706,14.0,31.0
sp29,0.018085920612178362,K-562,14,42,0.025161780151707468,14.0,17.0
sp30,0.04634344894418144,K-562,14,13,0.04257066198506513,14.0,3.0
sp31,0.0539770728310204,K-562,14,8,,,
sp32,0.07149256360677965,K-562,14,5,,,
sp33,0.02202896672070029,K-562,14,35,0.019252474090728076,14.0,26.0
sp34,0.01856545480662336,K-562,14,41,,,
sp35,0.02748282997554544,K-562,14,32,,,
sp36,0.03552104434545196,K-562,14,21,,,
sp37,0.04957771978823528,K-562,14,10,0.042441503537318424,14.0,4.0
sp38,0.06190557001014813,K-562,14,6,0.08096477418333332,14.0,1.0
sp39,0.037564052076634595,K-562,14,17,0.03371244460741934,14.0,8.0
sp40,0.06031535474505606,K-562,14,7,,,
sp41,0.013582609234600453,K-562,14,46,0.01954732247050643,14.0,25.0
sp42,0.052732596249913784,K-562,14,9,,,
sp43,0.04077367081008849,K-562,14,15,,,
sp44,0.015374018208441542,K-562,14,45,0.021457271872887526,14.0,22.0
sp45,0.017156260281523363,K-562,14,43,0.015550161452380935,14.0,29.0
sp46,0.04206022371359219,K-562,14,14,0.0349095201871904,14.0,7.0
sp47,0.03097094775953912,K-562,14,27,0.028188399907357782,14.0,11.0
sp48,0.0193786287733684,K-562,14,38,0.0208687753308173,14.0,23.0
sp1,0.025151486899166648,KM12,15,32,0.024195231744215666,15.0,19.0
sp2,0.022636084744762863,KM12,15,36,0.02135429709001305,15.0,22.0
sp3,0.03638774315438595,KM12,15,18,0.037738786448245604,15.0,8.0
sp4,0.02049739029875751,KM12,15,39,0.019007987025750833,15.0,25.0
sp5,0.14328598565652173,KM12,15,1,,,
sp6,0.03599490291336955,KM12,15,19,0.04432491054304092,15.0,5.0
sp7,0.03415807034924526,KM12,15,22,0.028266221544417464,15.0,12.0
sp8,0.012589239949332177,KM12,15,47,0.01869921158407533,15.0,26.0
sp9,0.04561720957467212,KM12,15,11,,,
sp10,0.03369171783199962,KM12,15,23,,,
sp11,0.06949867162407405,KM12,15,5,,,
sp12,0.034460604531990284,KM12,15,21,0.014800957303631422,15.0,29.0
sp13,0.032675800648984066,KM12,15,25,0.02684888878699096,15.0,13.0
sp14,0.09022321211118643,KM12,15,3,0.08948062206873562,15.0,1.0
sp15,0.024956454735960986,KM12,15,33,,,
sp16,0.030338370348275853,KM12,15,27,,,
sp17,0.018374536575322058,KM12,15,40,0.017145984330603756,15.0,27.0
sp18,0.053638661426415074,KM12,15,9,0.0557726209553846,15.0,4.0
sp19,0.025862028213018005,KM12,15,31,0.03724564484187498,15.0,9.0
sp20,0.039932429221398856,KM12,15,14,0.03618009191779385,15.0,10.0
sp21,0.010897492669283092,KM12,15,48,,,
sp22,0.016852888880503663,KM12,15,43,0.017012771951836606,15.0,28.0
sp23,0.03784824783661536,KM12,15,16,,,
sp24,0.10154184219609419,KM12,15,2,,,
sp25,0.0277176350116988,KM12,15,30,0.024591000867134845,15.0,18.0
sp26,0.028579151511632636,KM12,15,29,0.02192979611289236,15.0,21.0
sp27,0.023055016948622265,KM12,15,35,,,
sp28,0.02193784157564603,KM12,15,38,0.014483439598694572,15.0,30.0
sp29,0.017773644744828093,KM12,15,42,0.0248260039353862,15.0,17.0
sp30,0.0435823725071774,KM12,15,12,0.040276950945229255,15.0,7.0
sp31,0.033477941663265294,KM12,15,24,0.0438629893084941,15.0,6.0
sp32,0.07026356299491525,KM12,15,4,0.062429915828235275,15.0,2.0
sp33,0.021978007710292756,KM12,15,37,0.05930671769709269,15.0,3.0
sp34,0.017844954662112226,KM12,15,41,0.022795996113406884,15.0,20.0
sp35,0.030365096241477332,KM12,15,26,0.025809208306113798,15.0,15.0
sp36,0.03474808255985874,KM12,15,20,,,
sp37,0.04842552978721924,KM12,15,10,,,
sp38,0.06368160008696294,KM12,15,6,,,
sp39,0.03694116730822114,KM12,15,17,,,
sp40,0.05898007007754167,KM12,15,8,,,
sp41,0.013498490636560416,KM12,15,46,0.021194070573299837,15.0,23.0
sp42,0.059246658201724124,KM12,15,7,,,
sp43,0.038633126216637156,KM12,15,15,,,
sp44,0.015933766313621922,KM12,15,45,0.026114964850466816,15.0,14.0
sp45,0.016693667234555034,KM12,15,44,0.0200212091657216,15.0,24.0
sp46,0.043226815911524365,KM12,15,13,0.02484040321464162,15.0,16.0
sp47,0.029589367301985095,KM12,15,28,0.011177905454394219,15.0,31.0
sp48,0.023143378267789467,KM12,15,34,0.03593432974758619,15.0,11.0
sp1,0.02461933993823528,LOX IMVI,16,32,0.023594021900931357,16.0,14.0
sp2,0.02260364095816122,LOX IMVI,16,34,0.02186652002263168,16.0,17.0
sp3,0.02975694586763156,LOX IMVI,16,26,0.03302569789017542,16.0,8.0
sp4,0.01805252577725997,LOX IMVI,16,38,0.022276316062570547,16.0,16.0
sp5,0.14080746193043478,LOX IMVI,16,1,,,
sp6,0.04143422795668476,LOX IMVI,16,13,0.042174206285217376,16.0,5.0
sp7,0.03326143976691373,LOX IMVI,16,25,0.029829288674528286,16.0,9.0
sp8,0.013795900452258545,LOX IMVI,16,46,0.0158745887534332,16.0,25.0
sp9,0.04877518852688523,LOX IMVI,16,11,0.047523413959754075,16.0,4.0
sp10,0.03601327117882185,LOX IMVI,16,19,0.024750724702125495,16.0,11.0
sp11,0.0719387944765432,LOX IMVI,16,4,,,
sp12,0.03426653088475727,LOX IMVI,16,24,0.021601712643031342,16.0,18.0
sp13,0.018887589800271918,LOX IMVI,16,37,,,
sp14,0.09289410015516947,LOX IMVI,16,3,0.05734243316822698,16.0,1.0
sp15,0.025248442237768638,LOX IMVI,16,31,0.024867910095974756,16.0,10.0
sp16,0.02765737236131033,LOX IMVI,16,29,,,
sp17,0.01581019364285426,LOX IMVI,16,43,0.01429716465803799,16.0,26.0
sp18,0.06439228238207546,LOX IMVI,16,8,,,
sp19,0.035088121714509,LOX IMVI,16,21,,,
sp20,0.04105366165869358,LOX IMVI,16,14,0.023851846271013572,16.0,13.0
sp21,0.010080396840315904,LOX IMVI,16,48,0.010487278223428556,16.0,28.0
sp22,0.015726711575450934,LOX IMVI,16,44,0.017701536890574947,16.0,24.0
sp23,0.036215504433153835,LOX IMVI,16,18,,,
sp24,0.09915574364452852,LOX IMVI,16,2,,,
sp25,0.027541723426091586,LOX IMVI,16,30,,,
sp26,0.024520924578367326,LOX IMVI,16,33,,,
sp27,0.02922054846924843,LOX IMVI,16,27,0.024008961257740914,16.0,12.0
sp28,0.02105800649270425,LOX IMVI,16,36,0.012990735030970426,16.0,27.0
sp29,0.017274898851412413,LOX IMVI,16,40,,,
sp30,0.04070828541826611,LOX IMVI,16,15,,,
sp31,0.03573852990496597,LOX IMVI,16,20,,,
sp32,0.07188527296864405,LOX IMVI,16,5,,,
sp33,0.02172361458839741,LOX IMVI,16,35,0.019323735937977114,16.0,20.0
sp34,0.016061658388782915,LOX IMVI,16,42,0.020205819513316105,16.0,19.0
sp35,0.03460539904772972,LOX IMVI,16,22,,,
sp36,0.03672262736415253,LOX IMVI,16,17,0.041576025828629695,16.0,6.0
sp37,0.052364112041711215,LOX IMVI,16,10,0.05188806307016391,16.0,2.0
sp38,0.06485993805088887,LOX IMVI,16,7,,,
sp39,0.034548793435288445,LOX IMVI,16,23,,,
sp40,0.05970148387516821,LOX IMVI,16,9,,,
sp41,0.013357262561714253,LOX IMVI,16,47,0.01827272973939427,16.0,21.0
sp42,0.06493373128999998,LOX IMVI,16,6,0.04894083666923662,16.0,3.0
sp43,0.03805318625601769,LOX IMVI,16,16,0.038227249454438485,16.0,7.0
sp44,0.015527936535721485,LOX IMVI,16,45,0.017990878730289494,16.0,22.0
sp45,0.01684143247965006,LOX IMVI,16,41,0.017873892152759262,16.0,23.0
sp46,0.04442686517934425,LOX IMVI,16,12,,,
sp47,0.02860365226500128,LOX IMVI,16,28,0.022986363496528148,16.0,15.0
sp48,0.017819276634315775,LOX IMVI,16,39,,,
sp1,0.029897452324166657,MCF7,17,27,0.029143903262794105,17.0,8.0
sp2,0.02397933566150325,MCF7,17,34,0.023480743747416495,17.0,13.0
sp3,0.03789226908035087,MCF7,17,20,0.03407344105289472,17.0,6.0
sp4,0.02246125381772028,MCF7,17,35,0.021020597154405834,17.0,16.0
sp5,0.14648822636086953,MCF7,17,1,,,
sp6,0.03846863744864129,MCF7,17,19,0.038550778589090895,17.0,5.0
sp7,0.033082733325495946,MCF7,17,25,0.02436198817689217,17.0,11.0
sp8,0.01380630769386985,MCF7,17,46,0.013180747762123272,17.0,26.0
sp9,0.05694760594975407,MCF7,17,9,,,
sp10,0.03956329267807992,MCF7,17,15,0.023328225492829636,17.0,14.0
sp11,0.06679056660925925,MCF7,17,5,,,
sp12,0.033195613310849505,MCF7,17,24,0.016363272710564442,17.0,21.0
sp13,0.01922335653753158,MCF7,17,39,0.027084603871572226,17.0,10.0
sp14,0.09874490938152541,MCF7,17,3,0.127922852515873,17.0,1.0
sp15,0.02235508926491855,MCF7,17,37,0.020522151916955986,17.0,17.0
sp16,0.027478338534758607,MCF7,17,32,,,
sp17,0.019223355348057143,MCF7,17,40,0.019808911089493005,17.0,19.0
sp18,0.051086569350943384,MCF7,17,11,,,
sp19,0.03145332176252251,MCF7,17,26,,,
sp20,0.039062183031691816,MCF7,17,17,,,
sp21,0.010576203793933156,MCF7,17,48,0.012796686289160902,17.0,27.0
sp22,0.01693190899376197,MCF7,17,42,0.01583328692170077,17.0,22.0
sp23,0.03965260011123076,MCF7,17,14,,,
sp24,0.10251268921265644,MCF7,17,2,,,
sp25,0.028346755688450367,MCF7,17,29,,,
sp26,0.02627684191721087,MCF7,17,33,,,
sp27,0.02799886564623778,MCF7,17,31,0.029275346373338198,17.0,7.0
sp28,0.016847625393853358,MCF7,17,43,0.01580354314511906,17.0,23.0
sp29,0.018748380548394582,MCF7,17,41,,,
sp30,0.05680875189274191,MCF7,17,10,,,
sp31,0.036297511644625836,MCF7,17,23,,,
sp32,0.06967468022203388,MCF7,17,4,,,
