SpNotation,Cell_Line_Name,Attention,SignalingPath,Cancer_name
sp27,HCT-15,0.0199256841144845,Oxytocin signaling pathway,Colon
sp28,HCT-15,0.0149967906799157,PI3K-Akt signaling pathway,Colon
sp29,HCT-15,0.0232558145534189,PPAR signaling pathway,Colon
sp30,HCT-15,0.0381525747200184,Phospholipase D signaling pathway,Colon
sp31,HCT-15,0.0,Prolactin signaling pathway,Colon
sp32,HCT-15,0.0,RIG-I-like receptor signaling pathway,Colon
sp33,HCT-15,0.0,Rap1 signaling pathway,Colon
sp34,HCT-15,0.0152544618897404,Ras signaling pathway,Colon
sp35,HCT-15,0.0326506158437262,Relaxin signaling pathway,Colon
sp36,HCT-15,0.0374759677398634,Signaling pathways regulating pluripotency of stem cells,Colon
sp37,HCT-15,0.0,Sphingolipid signaling pathway,Colon
sp38,HCT-15,0.0,T cell receptor signaling pathway,Colon
sp39,HCT-15,0.0,TGF-beta signaling pathway,Colon
sp40,HCT-15,0.0385382055779947,TNF signaling pathway,Colon
sp41,HCT-15,0.0167487891173521,Thyroid hormone signaling pathway,Colon
sp42,HCT-15,0.0,Toll-like receptor signaling pathway,Colon
sp43,HCT-15,0.0,VEGF signaling pathway,Colon
sp44,HCT-15,0.0177036680250683,Wnt signaling pathway,Colon
sp45,HCT-15,0.0150925948027258,cAMP signaling pathway,Colon
sp46,HCT-15,0.0170444453092232,cGMP-PKG signaling pathway,Colon
sp47,HCT-15,0.0195176707849549,mTOR signaling pathway,Colon
sp48,HCT-15,0.0,p53 signaling pathway,Colon
sp1,HOP-62,0.0230186567245838,AGE-RAGE signaling pathway in diabetic complications,Lung
sp2,HOP-62,0.021973626445342,AMPK signaling pathway,Lung
sp3,HOP-62,0.0295092811992105,Adipocytokine signaling pathway,Lung
sp4,HOP-62,0.0200233805783453,Apelin signaling pathway,Lung
sp5,HOP-62,0.0,B cell receptor signaling pathway,Lung
sp6,HOP-62,0.040291120904743,C-type lectin receptor signaling pathway,Lung
sp7,HOP-62,0.030135641171698,Calcium signaling pathway,Lung
sp8,HOP-62,0.0099222243887054,Chemokine signaling pathway,Lung
sp9,HOP-62,0.0,ErbB signaling pathway,Lung
sp10,HOP-62,0.0218793182434238,Estrogen signaling pathway,Lung
sp11,HOP-62,0.0,Fc epsilon RI signaling pathway,Lung
sp12,HOP-62,0.020976571142648,FoxO signaling pathway,Lung
sp13,HOP-62,0.0,Glucagon signaling pathway,Lung
sp14,HOP-62,0.0653830102511963,GnRH signaling pathway,Lung
sp15,HOP-62,0.0258577424184623,HIF-1 signaling pathway,Lung
sp16,HOP-62,0.0,Hedgehog signaling pathway,Lung
sp17,HOP-62,0.0166311586326298,Hippo signaling pathway,Lung
sp18,HOP-62,0.0,Hippo signaling pathway - multiple species,Lung
sp19,HOP-62,0.0,IL-17 signaling pathway,Lung
sp20,HOP-62,0.0279010349364756,Insulin signaling pathway,Lung
sp21,HOP-62,0.0154887186452562,JAK-STAT signaling pathway,Lung
sp22,HOP-62,0.0167901952473657,MAPK signaling pathway,Lung
sp23,HOP-62,0.0,NF-kappa B signaling pathway,Lung
sp24,HOP-62,0.0,NOD-like receptor signaling pathway,Lung
sp25,HOP-62,0.0,Neurotrophin signaling pathway,Lung
sp26,HOP-62,0.0234041600456922,Notch signaling pathway,Lung
sp27,HOP-62,0.0311863897398564,Oxytocin signaling pathway,Lung
sp28,HOP-62,0.0150898491767835,PI3K-Akt signaling pathway,Lung
sp29,HOP-62,0.0,PPAR signaling pathway,Lung
sp30,HOP-62,0.0,Phospholipase D signaling pathway,Lung
sp31,HOP-62,0.0,Prolactin signaling pathway,Lung
sp32,HOP-62,0.0,RIG-I-like receptor signaling pathway,Lung
sp33,HOP-62,0.0140808424774462,Rap1 signaling pathway,Lung
sp34,HOP-62,0.0211883592667107,Ras signaling pathway,Lung
sp35,HOP-62,0.0297742859744619,Relaxin signaling pathway,Lung
sp36,HOP-62,0.0,Signaling pathways regulating pluripotency of stem cells,Lung
sp37,HOP-62,0.0,Sphingolipid signaling pathway,Lung
sp38,HOP-62,0.0,T cell receptor signaling pathway,Lung
sp39,HOP-62,0.0295070016202604,TGF-beta signaling pathway,Lung
sp40,HOP-62,0.0,TNF signaling pathway,Lung
sp41,HOP-62,0.0187325518567605,Thyroid hormone signaling pathway,Lung
sp42,HOP-62,0.0570290279223703,Toll-like receptor signaling pathway,Lung
sp43,HOP-62,0.0353883695079807,VEGF signaling pathway,Lung
sp44,HOP-62,0.0184692280761577,Wnt signaling pathway,Lung
sp45,HOP-62,0.0160976266151214,cAMP signaling pathway,Lung
sp46,HOP-62,0.0272043064676259,cGMP-PKG signaling pathway,Lung
sp47,HOP-62,0.0,mTOR signaling pathway,Lung
sp48,HOP-62,0.0106119159115735,p53 signaling pathway,Lung
sp1,HOP-92,0.0233871778158161,AGE-RAGE signaling pathway in diabetic complications,Lung
sp2,HOP-92,0.0211569453024861,AMPK signaling pathway,Lung
sp3,HOP-92,0.0273596305164912,Adipocytokine signaling pathway,Lung
sp4,HOP-92,0.022641765344608,Apelin signaling pathway,Lung
sp5,HOP-92,0.0,B cell receptor signaling pathway,Lung
sp6,HOP-92,0.0375149917866679,C-type lectin receptor signaling pathway,Lung
sp7,HOP-92,0.0217297720343261,Calcium signaling pathway,Lung
sp8,HOP-92,0.0136796651620393,Chemokine signaling pathway,Lung
sp9,HOP-92,0.0,ErbB signaling pathway,Lung
sp10,HOP-92,0.0238923385861151,Estrogen signaling pathway,Lung
sp11,HOP-92,0.0,Fc epsilon RI signaling pathway,Lung
sp12,HOP-92,0.0235505177397909,FoxO signaling pathway,Lung
sp13,HOP-92,0.0,Glucagon signaling pathway,Lung
sp14,HOP-92,0.0,GnRH signaling pathway,Lung
sp15,HOP-92,0.021815245413308,HIF-1 signaling pathway,Lung
sp16,HOP-92,0.0272505385105485,Hedgehog signaling pathway,Lung
sp17,HOP-92,0.018799407998358,Hippo signaling pathway,Lung
sp18,HOP-92,0.0,Hippo signaling pathway - multiple species,Lung
sp19,HOP-92,0.0,IL-17 signaling pathway,Lung
sp20,HOP-92,0.0368523649626327,Insulin signaling pathway,Lung
sp21,HOP-92,0.0133104969773061,JAK-STAT signaling pathway,Lung
sp22,HOP-92,0.0212779091786055,MAPK signaling pathway,Lung
sp23,HOP-92,0.0287302856573984,NF-kappa B signaling pathway,Lung
sp24,HOP-92,0.0,NOD-like receptor signaling pathway,Lung
sp25,HOP-92,0.0,Neurotrophin signaling pathway,Lung
sp26,HOP-92,0.0,Notch signaling pathway,Lung
sp27,HOP-92,0.0327834257903982,Oxytocin signaling pathway,Lung
sp28,HOP-92,0.0136589961179095,PI3K-Akt signaling pathway,Lung
sp29,HOP-92,0.0173525267438186,PPAR signaling pathway,Lung
sp30,HOP-92,0.0,Phospholipase D signaling pathway,Lung
sp31,HOP-92,0.0,Prolactin signaling pathway,Lung
sp32,HOP-92,0.0,RIG-I-like receptor signaling pathway,Lung
sp33,HOP-92,0.0147828056730134,Rap1 signaling pathway,Lung
sp34,HOP-92,0.0182788255406005,Ras signaling pathway,Lung
sp35,HOP-92,0.0,Relaxin signaling pathway,Lung
sp36,HOP-92,0.0,Signaling pathways regulating pluripotency of stem cells,Lung
sp37,HOP-92,0.0556293963953568,Sphingolipid signaling pathway,Lung
sp38,HOP-92,0.0562124606115697,T cell receptor signaling pathway,Lung
sp39,HOP-92,0.0408821472243835,TGF-beta signaling pathway,Lung
sp40,HOP-92,0.0,TNF signaling pathway,Lung
sp41,HOP-92,0.0,Thyroid hormone signaling pathway,Lung
sp42,HOP-92,0.0346440420118181,Toll-like receptor signaling pathway,Lung
sp43,HOP-92,0.0,VEGF signaling pathway,Lung
sp44,HOP-92,0.0185715242084321,Wnt signaling pathway,Lung
sp45,HOP-92,0.0165731807410676,cAMP signaling pathway,Lung
sp46,HOP-92,0.0256519133989975,cGMP-PKG signaling pathway,Lung
sp47,HOP-92,0.0,mTOR signaling pathway,Lung
sp48,HOP-92,0.0197133533534713,p53 signaling pathway,Lung
sp1,HS 578T,0.0219447566150875,AGE-RAGE signaling pathway in diabetic complications,Breast
sp2,HS 578T,0.0202286407594356,AMPK signaling pathway,Breast
sp3,HS 578T,0.0343168735564912,Adipocytokine signaling pathway,Breast
sp4,HS 578T,0.0225775299497847,Apelin signaling pathway,Breast
sp5,HS 578T,0.0,B cell receptor signaling pathway,Breast
sp6,HS 578T,0.0412654096596837,C-type lectin receptor signaling pathway,Breast
sp7,HS 578T,0.0241608103109299,Calcium signaling pathway,Breast
sp8,HS 578T,0.0132746322625684,Chemokine signaling pathway,Breast
sp9,HS 578T,0.0,ErbB signaling pathway,Breast
sp10,HS 578T,0.0325193862692215,Estrogen signaling pathway,Breast
sp11,HS 578T,0.0620258670694786,Fc epsilon RI signaling pathway,Breast
sp12,HS 578T,0.0159139314143205,FoxO signaling pathway,Breast
sp13,HS 578T,0.0,Glucagon signaling pathway,Breast
sp14,HS 578T,0.0510829478779649,GnRH signaling pathway,Breast
sp15,HS 578T,0.0222316907957212,HIF-1 signaling pathway,Breast
sp16,HS 578T,0.0230619831266037,Hedgehog signaling pathway,Breast
sp17,HS 578T,0.0143695555885318,Hippo signaling pathway,Breast
sp18,HS 578T,0.0,Hippo signaling pathway - multiple species,Breast
sp19,HS 578T,0.0,IL-17 signaling pathway,Breast
sp20,HS 578T,0.0606025455463018,Insulin signaling pathway,Breast
sp21,HS 578T,0.0123726027162598,JAK-STAT signaling pathway,Breast
sp22,HS 578T,0.0210426267153258,MAPK signaling pathway,Breast
sp23,HS 578T,0.0277663135350494,NF-kappa B signaling pathway,Breast
sp24,HS 578T,0.0,NOD-like receptor signaling pathway,Breast
sp25,HS 578T,0.0,Neurotrophin signaling pathway,Breast
sp26,HS 578T,0.0,Notch signaling pathway,Breast
sp27,HS 578T,0.0311862888726551,Oxytocin signaling pathway,Breast
sp28,HS 578T,0.0133009521022117,PI3K-Akt signaling pathway,Breast
sp29,HS 578T,0.0221554899270856,PPAR signaling pathway,Breast
sp30,HS 578T,0.0,Phospholipase D signaling pathway,Breast
sp31,HS 578T,0.0,Prolactin signaling pathway,Breast
sp32,HS 578T,0.0,RIG-I-like receptor signaling pathway,Breast
sp33,HS 578T,0.0,Rap1 signaling pathway,Breast
sp34,HS 578T,0.0144570667617465,Ras signaling pathway,Breast
sp35,HS 578T,0.0270847054185035,Relaxin signaling pathway,Breast
sp36,HS 578T,0.0,Signaling pathways regulating pluripotency of stem cells,Breast
sp37,HS 578T,0.0,Sphingolipid signaling pathway,Breast
sp38,HS 578T,0.0,T cell receptor signaling pathway,Breast
sp39,HS 578T,0.0,TGF-beta signaling pathway,Breast
sp40,HS 578T,0.0425687709865356,TNF signaling pathway,Breast
sp41,HS 578T,0.0200285324810835,Thyroid hormone signaling pathway,Breast
sp42,HS 578T,0.0,Toll-like receptor signaling pathway,Breast
sp43,HS 578T,0.0,VEGF signaling pathway,Breast
sp44,HS 578T,0.0169021440808501,Wnt signaling pathway,Breast
sp45,HS 578T,0.0185876465752913,cAMP signaling pathway,Breast
sp46,HS 578T,0.0356326998896655,cGMP-PKG signaling pathway,Breast
sp47,HS 578T,0.0256358745506079,mTOR signaling pathway,Breast
sp48,HS 578T,0.0,p53 signaling pathway,Breast
sp1,IGROV1,0.0291538375135293,AGE-RAGE signaling pathway in diabetic complications,Ovarian
sp2,IGROV1,0.0205476576549508,AMPK signaling pathway,Ovarian
sp3,IGROV1,0.0366065910841227,Adipocytokine signaling pathway,Ovarian
sp4,IGROV1,0.0196625060383778,Apelin signaling pathway,Ovarian
sp5,IGROV1,0.0,B cell receptor signaling pathway,Ovarian
sp6,IGROV1,0.0403174857568379,C-type lectin receptor signaling pathway,Ovarian
sp7,IGROV1,0.0272665382936873,Calcium signaling pathway,Ovarian
sp8,IGROV1,0.0179892003281232,Chemokine signaling pathway,Ovarian
sp9,IGROV1,0.0,ErbB signaling pathway,Ovarian
sp10,IGROV1,0.0,Estrogen signaling pathway,Ovarian
sp11,IGROV1,0.0,Fc epsilon RI signaling pathway,Ovarian
sp12,IGROV1,0.0182052671619783,FoxO signaling pathway,Ovarian
sp13,IGROV1,0.0323477648962064,Glucagon signaling pathway,Ovarian
sp14,IGROV1,0.0905600631929775,GnRH signaling pathway,Ovarian
sp15,IGROV1,0.0,HIF-1 signaling pathway,Ovarian
sp16,IGROV1,0.0262137446925766,Hedgehog signaling pathway,Ovarian
sp17,IGROV1,0.0135148232899433,Hippo signaling pathway,Ovarian
sp18,IGROV1,0.0558083463494252,Hippo signaling pathway - multiple species,Ovarian
sp19,IGROV1,0.0199828363451413,IL-17 signaling pathway,Ovarian
sp20,IGROV1,0.0,Insulin signaling pathway,Ovarian
sp21,IGROV1,0.0090783648864727,JAK-STAT signaling pathway,Ovarian
sp22,IGROV1,0.0172705902732643,MAPK signaling pathway,Ovarian
sp23,IGROV1,0.0275284163183333,NF-kappa B signaling pathway,Ovarian
sp24,IGROV1,0.0691059824413909,NOD-like receptor signaling pathway,Ovarian
sp25,IGROV1,0.0242413310619322,Neurotrophin signaling pathway,Ovarian
sp26,IGROV1,0.0,Notch signaling pathway,Ovarian
sp27,IGROV1,0.0,Oxytocin signaling pathway,Ovarian
sp28,IGROV1,0.0136109779462293,PI3K-Akt signaling pathway,Ovarian
sp29,IGROV1,0.0,PPAR signaling pathway,Ovarian
sp30,IGROV1,0.0333295231803603,Phospholipase D signaling pathway,Ovarian
sp31,IGROV1,0.0376984134805555,Prolactin signaling pathway,Ovarian
sp32,IGROV1,0.0662248936477941,RIG-I-like receptor signaling pathway,Ovarian
sp33,IGROV1,0.0253994059653212,Rap1 signaling pathway,Ovarian
sp34,IGROV1,0.0,Ras signaling pathway,Ovarian
sp35,IGROV1,0.025136335899027,Relaxin signaling pathway,Ovarian
sp36,IGROV1,0.0347174481021774,Signaling pathways regulating pluripotency of stem cells,Ovarian
sp37,IGROV1,0.0321853036391836,Sphingolipid signaling pathway,Ovarian
sp38,IGROV1,0.0752036010773333,T cell receptor signaling pathway,Ovarian
sp39,IGROV1,0.032366766514913,TGF-beta signaling pathway,Ovarian
sp40,IGROV1,0.0573023922290104,TNF signaling pathway,Ovarian
sp41,IGROV1,0.0,Thyroid hormone signaling pathway,Ovarian
sp42,IGROV1,0.0,Toll-like receptor signaling pathway,Ovarian
sp43,IGROV1,0.0349139733409473,VEGF signaling pathway,Ovarian
sp44,IGROV1,0.014037459949891,Wnt signaling pathway,Ovarian
sp45,IGROV1,0.0170341500991023,cAMP signaling pathway,Ovarian
sp46,IGROV1,0.0230718709960932,cGMP-PKG signaling pathway,Ovarian
sp47,IGROV1,0.0277097229627894,mTOR signaling pathway,Ovarian
sp48,IGROV1,0.0195107728818965,p53 signaling pathway,Ovarian
sp1,K-562,0.0273557091550686,AGE-RAGE signaling pathway in diabetic complications,Leukemia
sp2,K-562,0.0148106511783602,AMPK signaling pathway,Leukemia
sp3,K-562,0.0373649679711403,Adipocytokine signaling pathway,Leukemia
sp4,K-562,0.0204478985672381,Apelin signaling pathway,Leukemia
sp5,K-562,0.0,B cell receptor signaling pathway,Leukemia
sp6,K-562,0.0,C-type lectin receptor signaling pathway,Leukemia
sp7,K-562,0.0270204199271541,Calcium signaling pathway,Leukemia
sp8,K-562,0.0179157813103247,Chemokine signaling pathway,Leukemia
sp9,K-562,0.0,ErbB signaling pathway,Leukemia
sp10,K-562,0.0234736075227534,Estrogen signaling pathway,Leukemia
sp11,K-562,0.0,Fc epsilon RI signaling pathway,Leukemia
sp12,K-562,0.0,FoxO signaling pathway,Leukemia
sp13,K-562,0.0283030105554344,Glucagon signaling pathway,Leukemia
sp14,K-562,0.0,GnRH signaling pathway,Leukemia
sp15,K-562,0.0233597897894353,HIF-1 signaling pathway,Leukemia
sp16,K-562,0.0,Hedgehog signaling pathway,Leukemia
sp17,K-562,0.0249262219831375,Hippo signaling pathway,Leukemia
sp18,K-562,0.0,Hippo signaling pathway - multiple species,Leukemia
sp19,K-562,0.0261478242542331,IL-17 signaling pathway,Leukemia
sp20,K-562,0.0368422563885567,Insulin signaling pathway,Leukemia
sp21,K-562,0.0183215518748862,JAK-STAT signaling pathway,Leukemia
sp22,K-562,0.0238404124999807,MAPK signaling pathway,Leukemia
sp23,K-562,0.0294147287273684,NF-kappa B signaling pathway,Leukemia
sp24,K-562,0.0656332002725554,NOD-like receptor signaling pathway,Leukemia
sp25,K-562,0.0272219901856543,Neurotrophin signaling pathway,Leukemia
sp26,K-562,0.0,Notch signaling pathway,Leukemia
sp27,K-562,0.0266885640037299,Oxytocin signaling pathway,Leukemia
sp28,K-562,0.0144441009481037,PI3K-Akt signaling pathway,Leukemia
sp29,K-562,0.0251617801517074,PPAR signaling pathway,Leukemia
sp30,K-562,0.0425706619850651,Phospholipase D signaling pathway,Leukemia
sp31,K-562,0.0,Prolactin signaling pathway,Leukemia
sp32,K-562,0.0,RIG-I-like receptor signaling pathway,Leukemia
sp33,K-562,0.019252474090728,Rap1 signaling pathway,Leukemia
sp34,K-562,0.0,Ras signaling pathway,Leukemia
sp35,K-562,0.0,Relaxin signaling pathway,Leukemia
sp36,K-562,0.0,Signaling pathways regulating pluripotency of stem cells,Leukemia
sp37,K-562,0.0424415035373184,Sphingolipid signaling pathway,Leukemia
sp38,K-562,0.0809647741833333,T cell receptor signaling pathway,Leukemia
sp39,K-562,0.0337124446074193,TGF-beta signaling pathway,Leukemia
sp40,K-562,0.0,TNF signaling pathway,Leukemia
sp41,K-562,0.0195473224705064,Thyroid hormone signaling pathway,Leukemia
sp42,K-562,0.0,Toll-like receptor signaling pathway,Leukemia
sp43,K-562,0.0,VEGF signaling pathway,Leukemia
sp44,K-562,0.0214572718728875,Wnt signaling pathway,Leukemia
sp45,K-562,0.0155501614523809,cAMP signaling pathway,Leukemia
sp46,K-562,0.0349095201871904,cGMP-PKG signaling pathway,Leukemia
sp47,K-562,0.0281883999073577,mTOR signaling pathway,Leukemia
sp48,K-562,0.0208687753308173,p53 signaling pathway,Leukemia
sp1,KM12,0.0241952317442156,AGE-RAGE signaling pathway in diabetic complications,Colon
sp2,KM12,0.021354297090013,AMPK signaling pathway,Colon
sp3,KM12,0.0377387864482456,Adipocytokine signaling pathway,Colon
sp4,KM12,0.0190079870257508,Apelin signaling pathway,Colon
sp5,KM12,0.0,B cell receptor signaling pathway,Colon
sp6,KM12,0.0443249105430409,C-type lectin receptor signaling pathway,Colon
sp7,KM12,0.0282662215444174,Calcium signaling pathway,Colon
sp8,KM12,0.0186992115840753,Chemokine signaling pathway,Colon
sp9,KM12,0.0,ErbB signaling pathway,Colon
sp10,KM12,0.0,Estrogen signaling pathway,Colon
sp11,KM12,0.0,Fc epsilon RI signaling pathway,Colon
sp12,KM12,0.0148009573036314,FoxO signaling pathway,Colon
sp13,KM12,0.0268488887869909,Glucagon signaling pathway,Colon
sp14,KM12,0.0894806220687356,GnRH signaling pathway,Colon
sp15,KM12,0.0,HIF-1 signaling pathway,Colon
sp16,KM12,0.0,Hedgehog signaling pathway,Colon
sp17,KM12,0.0171459843306037,Hippo signaling pathway,Colon
sp18,KM12,0.0557726209553846,Hippo signaling pathway - multiple species,Colon
sp19,KM12,0.0372456448418749,IL-17 signaling pathway,Colon
sp20,KM12,0.0361800919177938,Insulin signaling pathway,Colon
sp21,KM12,0.0,JAK-STAT signaling pathway,Colon
sp22,KM12,0.0170127719518366,MAPK signaling pathway,Colon
sp23,KM12,0.0,NF-kappa B signaling pathway,Colon
sp24,KM12,0.0,NOD-like receptor signaling pathway,Colon
sp25,KM12,0.0245910008671348,Neurotrophin signaling pathway,Colon
sp26,KM12,0.0219297961128923,Notch signaling pathway,Colon
sp27,KM12,0.0,Oxytocin signaling pathway,Colon
sp28,KM12,0.0144834395986945,PI3K-Akt signaling pathway,Colon
sp29,KM12,0.0248260039353862,PPAR signaling pathway,Colon
sp30,KM12,0.0402769509452292,Phospholipase D signaling pathway,Colon
sp31,KM12,0.0438629893084941,Prolactin signaling pathway,Colon
sp32,KM12,0.0624299158282352,RIG-I-like receptor signaling pathway,Colon
sp33,KM12,0.0593067176970926,Rap1 signaling pathway,Colon
sp34,KM12,0.0227959961134068,Ras signaling pathway,Colon
sp35,KM12,0.0258092083061137,Relaxin signaling pathway,Colon
sp36,KM12,0.0,Signaling pathways regulating pluripotency of stem cells,Colon
sp37,KM12,0.0,Sphingolipid signaling pathway,Colon
sp38,KM12,0.0,T cell receptor signaling pathway,Colon
sp39,KM12,0.0,TGF-beta signaling pathway,Colon
sp40,KM12,0.0,TNF signaling pathway,Colon
sp41,KM12,0.0211940705732998,Thyroid hormone signaling pathway,Colon
sp42,KM12,0.0,Toll-like receptor signaling pathway,Colon
sp43,KM12,0.0,VEGF signaling pathway,Colon
sp44,KM12,0.0261149648504668,Wnt signaling pathway,Colon
sp45,KM12,0.0200212091657216,cAMP signaling pathway,Colon
sp46,KM12,0.0248404032146416,cGMP-PKG signaling pathway,Colon
sp47,KM12,0.0111779054543942,mTOR signaling pathway,Colon
sp48,KM12,0.0359343297475861,p53 signaling pathway,Colon
sp1,LOX IMVI,0.0235940219009313,AGE-RAGE signaling pathway in diabetic complications,Melanoma
sp2,LOX IMVI,0.0218665200226316,AMPK signaling pathway,Melanoma
sp3,LOX IMVI,0.0330256978901754,Adipocytokine signaling pathway,Melanoma
sp4,LOX IMVI,0.0222763160625705,Apelin signaling pathway,Melanoma
sp5,LOX IMVI,0.0,B cell receptor signaling pathway,Melanoma
sp6,LOX IMVI,0.0421742062852173,C-type lectin receptor signaling pathway,Melanoma
sp7,LOX IMVI,0.0298292886745282,Calcium signaling pathway,Melanoma
sp8,LOX IMVI,0.0158745887534332,Chemokine signaling pathway,Melanoma
sp9,LOX IMVI,0.047523413959754,ErbB signaling pathway,Melanoma
sp10,LOX IMVI,0.0247507247021254,Estrogen signaling pathway,Melanoma
sp11,LOX IMVI,0.0,Fc epsilon RI signaling pathway,Melanoma
sp12,LOX IMVI,0.0216017126430313,FoxO signaling pathway,Melanoma
sp13,LOX IMVI,0.0,Glucagon signaling pathway,Melanoma
sp14,LOX IMVI,0.0573424331682269,GnRH signaling pathway,Melanoma
sp15,LOX IMVI,0.0248679100959747,HIF-1 signaling pathway,Melanoma
sp16,LOX IMVI,0.0,Hedgehog signaling pathway,Melanoma
sp17,LOX IMVI,0.0142971646580379,Hippo signaling pathway,Melanoma
sp18,LOX IMVI,0.0,Hippo signaling pathway - multiple species,Melanoma
sp19,LOX IMVI,0.0,IL-17 signaling pathway,Melanoma
sp20,LOX IMVI,0.0238518462710135,Insulin signaling pathway,Melanoma
sp21,LOX IMVI,0.0104872782234285,JAK-STAT signaling pathway,Melanoma
sp22,LOX IMVI,0.0177015368905749,MAPK signaling pathway,Melanoma
sp23,LOX IMVI,0.0,NF-kappa B signaling pathway,Melanoma
sp24,LOX IMVI,0.0,NOD-like receptor signaling pathway,Melanoma
sp25,LOX IMVI,0.0,Neurotrophin signaling pathway,Melanoma
sp26,LOX IMVI,0.0,Notch signaling pathway,Melanoma
sp27,LOX IMVI,0.0240089612577409,Oxytocin signaling pathway,Melanoma
sp28,LOX IMVI,0.0129907350309704,PI3K-Akt signaling pathway,Melanoma
sp29,LOX IMVI,0.0,PPAR signaling pathway,Melanoma
sp30,LOX IMVI,0.0,Phospholipase D signaling pathway,Melanoma
sp31,LOX IMVI,0.0,Prolactin signaling pathway,Melanoma
sp32,LOX IMVI,0.0,RIG-I-like receptor signaling pathway,Melanoma
sp33,LOX IMVI,0.0193237359379771,Rap1 signaling pathway,Melanoma
sp34,LOX IMVI,0.0202058195133161,Ras signaling pathway,Melanoma
sp35,LOX IMVI,0.0,Relaxin signaling pathway,Melanoma
sp36,LOX IMVI,0.0415760258286296,Signaling pathways regulating pluripotency of stem cells,Melanoma
sp37,LOX IMVI,0.0518880630701639,Sphingolipid signaling pathway,Melanoma
sp38,LOX IMVI,0.0,T cell receptor signaling pathway,Melanoma
sp39,LOX IMVI,0.0,TGF-beta signaling pathway,Melanoma
sp40,LOX IMVI,0.0,TNF signaling pathway,Melanoma
sp41,LOX IMVI,0.0182727297393942,Thyroid hormone signaling pathway,Melanoma
sp42,LOX IMVI,0.0489408366692366,Toll-like receptor signaling pathway,Melanoma
sp43,LOX IMVI,0.0382272494544384,VEGF signaling pathway,Melanoma
sp44,LOX IMVI,0.0179908787302894,Wnt signaling pathway,Melanoma
sp45,LOX IMVI,0.0178738921527592,cAMP signaling pathway,Melanoma
sp46,LOX IMVI,0.0,cGMP-PKG signaling pathway,Melanoma
sp47,LOX IMVI,0.0229863634965281,mTOR signaling pathway,Melanoma
sp48,LOX IMVI,0.0,p53 signaling pathway,Melanoma
sp1,MCF7,0.0291439032627941,AGE-RAGE signaling pathway in diabetic complications,Breast
sp2,MCF7,0.0234807437474164,AMPK signaling pathway,Breast
sp3,MCF7,0.0340734410528947,Adipocytokine signaling pathway,Breast
sp4,MCF7,0.0210205971544058,Apelin signaling pathway,Breast
sp5,MCF7,0.0,B cell receptor signaling pathway,Breast
sp6,MCF7,0.0385507785890908,C-type lectin receptor signaling pathway,Breast
sp7,MCF7,0.0243619881768921,Calcium signaling pathway,Breast
sp8,MCF7,0.0131807477621232,Chemokine signaling pathway,Breast
sp9,MCF7,0.0,ErbB signaling pathway,Breast
sp10,MCF7,0.0233282254928296,Estrogen signaling pathway,Breast
sp11,MCF7,0.0,Fc epsilon RI signaling pathway,Breast
sp12,MCF7,0.0163632727105644,FoxO signaling pathway,Breast
sp13,MCF7,0.0270846038715722,Glucagon signaling pathway,Breast
sp14,MCF7,0.127922852515873,GnRH signaling pathway,Breast
sp15,MCF7,0.0205221519169559,HIF-1 signaling pathway,Breast
sp16,MCF7,0.0,Hedgehog signaling pathway,Breast
sp17,MCF7,0.019808911089493,Hippo signaling pathway,Breast
sp18,MCF7,0.0,Hippo signaling pathway - multiple species,Breast
sp19,MCF7,0.0,IL-17 signaling pathway,Breast
sp20,MCF7,0.0,Insulin signaling pathway,Breast
sp21,MCF7,0.0127966862891609,JAK-STAT signaling pathway,Breast
sp22,MCF7,0.0158332869217007,MAPK signaling pathway,Breast
sp23,MCF7,0.0,NF-kappa B signaling pathway,Breast
sp24,MCF7,0.0,NOD-like receptor signaling pathway,Breast
sp25,MCF7,0.0,Neurotrophin signaling pathway,Breast
sp26,MCF7,0.0,Notch signaling pathway,Breast
sp27,MCF7,0.0292753463733381,Oxytocin signaling pathway,Breast
sp28,MCF7,0.015803543145119,PI3K-Akt signaling pathway,Breast
sp29,MCF7,0.0,PPAR signaling pathway,Breast
sp30,MCF7,0.0,Phospholipase D signaling pathway,Breast
sp31,MCF7,0.0,Prolactin signaling pathway,Breast
sp32,MCF7,0.0,RIG-I-like receptor signaling pathway,Breast
sp33,MCF7,0.020358399905756,Rap1 signaling pathway,Breast
sp34,MCF7,0.0219960297347717,Ras signaling pathway,Breast
sp35,MCF7,0.0,Relaxin signaling pathway,Breast
sp36,MCF7,0.0,Signaling pathways regulating pluripotency of stem cells,Breast
sp37,MCF7,0.0421349813659998,Sphingolipid signaling pathway,Breast
sp38,MCF7,0.0576668729261057,T cell receptor signaling pathway,Breast
sp39,MCF7,0.0,TGF-beta signaling pathway,Breast
sp40,MCF7,0.0,TNF signaling pathway,Breast
sp41,MCF7,0.0157891206262179,Thyroid hormone signaling pathway,Breast
sp42,MCF7,0.0487494385414391,Toll-like receptor signaling pathway,Breast
sp43,MCF7,0.0,VEGF signaling pathway,Breast
sp44,MCF7,0.0138477746422477,Wnt signaling pathway,Breast
sp45,MCF7,0.0187590856783178,cAMP signaling pathway,Breast
sp46,MCF7,0.0242685103486035,cGMP-PKG signaling pathway,Breast
sp47,MCF7,0.0276774760306909,mTOR signaling pathway,Breast
